gene	Chen28689251	Nichols_24571919	x_hurskainen_33692365_endothelial	x_hurskainen_33692365_epithelial	x_hurskainen_33692365_stroma	x_lingappan_25003466_both_ranked	x_scaffa_34417156_ranked	Al_mudares_37368978_female	Al_mudares_37368978_male	Bao_27137150	Bhaskaran_22911455	Bhattacharya_25150062	Chao27770432	Cheng_31961470	Coarfa_28818871	Denervaud_26353077	Dong_36157523	Natarajan_28851267_down	Natarajan_28851267_up	x_dravet_gounot_29287116_p10	x_dravet_gounot_29287116_p10_ranked	x_lingappan_25003466_female	x_lingappan_25003466_male	x_nitkin_32753701_24hr_unranked	x_nitkin_32753701_6hr_unranked	x_rao_37310763_ranked	x_revhaug_31454811_down_ranked	x_revhaug_31454811_up_ranked	x_shrestha_33446917_down_	x_shrestha_33446917_up	x_xing_26398774_down	x_xing_26398774_up	maic_score	contributors
PTPN1	0.0	0.0	0.0	0.0	0.0	0.0	1.3049463645721204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448811554347017	0.0	0.0	0.0	0.0	0.0	0.0	2.549827520006822	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CLEC7A	0.0	0.0	0.0	0.0	0.0	0.0	1.3048340802009797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448844154347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5497184956356813	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
PGLYRP1	0.0	0.0	0.0	0.0	0.0	0.0	1.3048228517638656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448950454347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5497178971985672	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
NEAT1	0.0	0.0	0.0	0.0	0.0	0.0	1.3048060091081946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448886654347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5496946745428963	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SRRM2	0.0	0.0	0.0	0.0	0.0	0.0	1.3045533692731277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448836554347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5494370247078297	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
LRAT	0.0	0.0	0.0	0.0	0.0	0.0	1.3045028413061144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448802554347018	0.0	0.0	0.0	0.0	0.0	0.0	2.549383096740816	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CXCL14	0.0	0.0	0.0	0.0	0.0	0.0	1.3044747702133292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448982154347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5493729856480307	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
Abca8a	0.0	0.0	0.0	0.0	0.0	0.0	1.304441084901987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448865854347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5493276703366887	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
RGS2	0.0	0.0	1.2248276208765425	1.2249620617511956	1.2210951895029911	0.0	1.304424242246316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448900454347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5493142876810175	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
TCF21	0.0	0.0	0.0	0.0	0.0	0.0	1.3044130138092018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448969254347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5493099392439036	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MAMDC2	0.0	0.0	0.0	0.0	0.0	0.0	1.3043624858421885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448886154347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5492511012768904	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SCN3A	0.0	0.0	1.2244556131923605	1.2229490668844893	1.2201172416025072	0.0	1.3043344147494034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448907854347018	0.0	0.0	0.0	0.0	0.0	0.0	2.549225200184105	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
APOE	0.0	0.0	0.0	0.0	0.0	0.0	1.3042838867823898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448935654347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5491774522170916	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
WNT5A	0.0	0.0	0.0	0.0	0.0	0.0	1.3042782725638329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448857354347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5491640079985345	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
NDUFB7	0.0	0.0	0.0	0.0	0.0	0.0	1.3041828308483632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448820054347018	0.0	0.0	0.0	0.0	0.0	0.0	2.549064836283065	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CDKN1C	0.0	0.0	0.0	0.0	0.0	0.0	1.3041659881926921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448856454347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5490516336273936	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
EGR1	0.0	0.0	0.0	0.0	0.0	0.0	1.304154759755578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448919554347018	0.0	0.0	0.0	0.0	0.0	0.0	2.54904671519028	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
PDAP1	0.0	0.0	0.0	0.0	0.0	0.0	1.3040986175700076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448839754347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5489825930047094	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
LMO4	0.0	0.0	0.0	0.0	0.0	0.0	1.304003175854538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448907154347018	0.0	0.0	0.0	0.0	0.0	0.0	2.54889389128924	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
EID1	0.0	0.0	1.2242748329013906	1.2219622084254456	0.0	0.0	1.3039582621060817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448946354347017	0.0	0.0	0.0	0.0	0.0	0.0	2.548852897540783	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
ATP6V1F	0.0	0.0	0.0	0.0	0.0	0.0	1.3039526478875247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448877654347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5488404133222264	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SRSF9	0.0	0.0	0.0	0.0	0.0	0.0	1.303874048827726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448873854347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5487614342624276	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
ACIN1	0.0	0.0	0.0	0.0	0.0	0.0	1.303711236489572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448945854347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5486058219242738	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
ST8SIA2	0.0	0.0	0.0	0.0	0.0	0.0	1.303700008052458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448817954347018	0.0	0.0	0.0	0.0	0.0	0.0	2.54858180348716	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
TRIL	0.0	0.0	0.0	0.0	0.0	0.0	1.3036550943040017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448834854347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5485385797387035	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
EIF4EBP1	0.0	0.0	0.0	0.0	0.0	0.0	1.3036270232112164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448901854347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5485172086459182	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
ZFP36	0.0	0.0	0.0	0.0	0.0	0.0	1.3035035104029615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448993454347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5484028558376632	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
TUBB2A	0.0	0.0	0.0	0.0	0.0	0.0	1.3034810535287333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448963854347017	0.0	0.0	0.0	0.0	0.0	0.0	2.548377438963435	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MMD	0.0	0.0	0.0	0.0	0.0	0.0	1.3034698250916195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448908054347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5483606305263216	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MRPS16	0.0	0.0	0.0	0.0	0.0	0.0	1.303396840250378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448854354347019	0.0	0.0	0.0	0.0	0.0	0.0	2.5482822756850796	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
PHLDA1	0.0	0.0	0.0	0.0	0.0	0.0	1.3033631549390357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448955454347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5482587003737374	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
DBI	0.0	0.0	1.2248934830428508	1.2253450217502275	1.2212736064517682	0.0	1.3033013985349082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448796654347019	0.0	0.0	0.0	0.0	0.0	0.0	2.54818106396961	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
FOS	0.0	0.0	0.0	0.0	0.0	0.0	1.3032452563493377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448944554347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5481397117840396	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CEBPD	0.0	0.0	0.0	0.0	0.0	0.0	1.3030768297926267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448990254347017	0.0	0.0	0.0	0.0	0.0	0.0	2.547975855227328	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
HIGD1A	0.0	0.0	0.0	0.0	0.0	0.0	1.3030712155740696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448822554347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5479534710087712	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
UBALD2	0.0	0.0	0.0	0.0	0.0	0.0	1.3029196316730296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448807054347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5478003371077316	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
Bcl2a1b	0.0	0.0	0.0	0.0	0.0	0.0	1.3029140174544727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448854654347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5477994828891743	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SMAP2	0.0	0.0	0.0	0.0	0.0	0.0	1.3028915605802445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448828154347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5477743760149463	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
PLEK	0.0	0.0	0.0	0.0	0.0	0.0	1.3028578752689022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448973854347019	0.0	0.0	0.0	0.0	0.0	0.0	2.547755260703604	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CDO1	0.0	0.0	0.0	0.0	0.0	0.0	1.3028241899575599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448901354347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5477143253922616	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
S1PR1	0.0	0.0	0.0	0.0	0.0	0.0	1.3026782202750768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448898854347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5475681057097788	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
LRP4	0.0	0.0	1.2243783954801373	1.2225341935522047	1.2199131772173435	0.0	1.3026613776194058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448951454347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5475565230541077	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
TMCC3	0.0	0.0	0.0	0.0	0.0	0.0	1.302666991837963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448805254347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5475475172726645	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SKP1	0.0	0.0	0.0	0.0	0.0	0.0	1.3024817226255807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448856654347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5473673880602825	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
NPR3	0.0	0.0	0.0	0.0	0.0	0.0	1.3024368088771243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448932054347017	0.0	0.0	0.0	0.0	0.0	0.0	2.547330014311826	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
FUNDC2	0.0	0.0	0.0	0.0	0.0	0.0	1.3023469813802118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448848454347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5472318268149134	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MXRA7	0.0	0.0	0.0	0.0	0.0	0.0	1.3023413671616546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448834954347017	0.0	0.0	0.0	0.0	0.0	0.0	2.547224862596356	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
COL13A1	0.0	0.0	0.0	0.0	0.0	0.0	1.302234697009071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448912154347018	0.0	0.0	0.0	0.0	0.0	0.0	2.547125912443773	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
TEAD2	0.0	0.0	0.0	0.0	0.0	0.0	1.3021785548235005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448900954347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5470686502582023	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
Plac9b	0.0	0.0	0.0	0.0	0.0	0.0	1.3021392552936013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448965154347018	0.0	0.0	0.0	0.0	0.0	0.0	2.547035770728303	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
NDFIP1	0.0	0.0	0.0	0.0	0.0	0.0	1.3021336410750441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448960354347018	0.0	0.0	0.0	0.0	0.0	0.0	2.547029676509746	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
HDHD2	0.0	0.0	0.0	0.0	0.0	0.0	1.3020831131080308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448954054347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5469785185427325	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SEC11A	0.0	0.0	0.0	0.0	0.0	0.0	1.3020774988894739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448816254347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5469591243241756	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
UNC5C	0.0	0.0	0.0	0.0	0.0	0.0	1.301942757644105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448859254347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5468286830788065	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MAPRE1	0.0	0.0	0.0	0.0	0.0	0.0	1.3018978438956486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448845054347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5467823493303503	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CREB3L1	0.0	0.0	1.2243738532617712	1.222509644834318	1.219902026158045	0.0	1.301808016398736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448869054347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5466949218334376	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
METTL9	0.0	0.0	0.0	0.0	0.0	0.0	1.3017069604647094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448868154347017	0.0	0.0	0.0	0.0	0.0	0.0	2.546593775899411	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MEF2C	0.0	0.0	0.0	0.0	0.0	0.0	1.301645204060582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448921954347019	0.0	0.0	0.0	0.0	0.0	0.0	2.546537399495284	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SNHG18	0.0	0.0	0.0	0.0	0.0	0.0	1.3016171329677968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448863254347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5465034584024986	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
VDAC3	0.0	0.0	0.0	0.0	0.0	0.0	1.3016115187492396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448800554347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5464915741839413	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
CCDC88A	0.0	0.0	0.0	0.0	0.0	0.0	1.3016059045306827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448807554347017	0.0	0.0	0.0	0.0	0.0	0.0	2.5464866599653844	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
PHLDB2	0.0	0.0	0.0	0.0	0.0	0.0	1.3015778334378973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448814654347018	0.0	0.0	0.0	0.0	0.0	0.0	2.546459298872599	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
SNED1	0.0	0.0	1.224922099018557	1.2254947689293363	1.2213483185490686	0.0	1.3015722192193404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448831454347018	0.0	0.0	0.0	0.0	0.0	0.0	2.546455364654042	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
MYH11	0.0	0.0	0.0	0.0	0.0	0.0	1.3014262495368574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448892454347018	0.0	0.0	0.0	0.0	0.0	0.0	2.546315494971559	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
GREM2	0.0	0.0	1.2247195160794297	1.224392531496225	1.2208041468552988	0.0	1.3014206353183004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448821354347017	0.0	0.0	0.0	0.0	0.0	0.0	2.546302770753002	SCRNASEQ: x_scaffa_34417156_ranked, TRANSCRIPTOMICS: x_rao_37310763_ranked
IL36G	0.0	0.0	1.2246086859512975	1.2237739038054811	1.2205064135720272	0.0	0.0	0.0	1.3216647666501935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2448989954347018	0.0	0.0	0.0	0.0	0.0	0.0	2.5462734526014907	SCRNASEQ: x_hurskainen_33692365_endothelial, TRANSCRIPTOMICS: Al_mudares_37368978_male
