gene,maic_score
HBZ,1.342372841
HSF5,1.342369208
TNFSF8,1.342064932
ELL3,1.341908554
TUBB6,1.341758111
MXRA7,1.341609776
TPD52,1.341463522
EPHB4,1.341319317
CELA1,1.341177135
LOC283454,1.340898722
MYZAP,1.34062806
HLA-DPA1,1.340495568
DNAJB7,1.340364934
OLR1,1.340178902
LOC100506342,1.340109134
MTCL1,1.339983917
MICAL3,1.339860456
DBNL,1.339738725
FAM81A,1.339618701
TMPRSS9,1.339383678
C16orf74,1.339268631
KLF8,1.339155198
NCS1,1.339101979
CUX2,1.338933079
TMEM45A,1.338824349
XRRA1,1.338404462
CKM,1.338303143
CNR1,1.338203245
USP9Y,1.338104747
CSDC2,1.338037027
FAM183A,1.33800763
NPTX1,1.337632586
FAM89A,1.337542088
PTPN13,1.337452859
OCLN,1.337278135
FAM27E3,1.337192606
CCDC74B,1.337025128
HNRNPM,1.336983909
PPIL6,1.336943146
PGA3,1.336862313
SLC23A1,1.336782613
H3-3B,1.33670403
LINC00328,1.336626549
KLF6,1.336550155
PLXNA4,1.336474831
FCGBP,1.336400563
EIF2A,1.336327336
SLC25A21,1.336183948
FAM30A,1.336113757
HIP1R,1.336044551
TTTY15,1.335976315
TMEM133,1.335909036
MS4A4A,1.335842699
DIRAS1,1.335777293
DOK7,1.335649217
ANGPTL1,1.335586523
RPS4Y2,1.335524708
UTY,1.335403664
LOC107985910,1.33534648
ZFY,1.335285991
WASF3,1.335171593
CISH,1.33506038
AIF1L,1.334952263
SH3RF1,1.334912644
LOC100130642,1.334899339
VIL1,1.334847156
CCL23,1.334694957
PLXNB3,1.334645639
CBS,1.334597013
RPS4Y1,1.334549068
SEC14L3,1.334501795
TTC21A,1.334455185
FKBP9,1.334409229
KCNQ5,1.334363916
APOBEC2,1.334319239
MAB21L2,1.334231754
E2F1,1.334064023
DDX43,1.33402355
PIP5K1B,1.333944296
PWRN1,1.333905501
PNLDC1,1.333894232
LOC100129408,1.333829533
ARG2,1.333792346
CEP112,1.333755681
CD74,1.333683884
SLCO2B1,1.333648739
GATM,1.333614086
LCN10,1.333579919
ILF2,1.33354623
GRAPL,1.333513014
SLC39A8,1.333416133
PHACTR1,1.333384741
PEX6,1.333353788
LOC728084,1.333263509
BEX3,1.333234256
TMED6,1.333176973
CD37,1.333148932
THBS1,1.333138292
TEK,1.333138292
ENG,1.333138292
CCL2,1.333138292
TIMP1,1.333138292
EFNA-1,1.333138292
VEGFB,1.333138292
MDK,1.333138292
ANG,1.333138292
EAF2,1.333094024
SETBP1,1.333040645
NTSR1,1.332988751
LOC254099,1.332938302
C11orf80,1.332913606
FAM224A,1.332889257
CTIF,1.332887127
CXCR2,1.332865248
KDM6A,1.332818236
RIPK4,1.332795223
ADM,1.332772533
TMEM45B,1.33275016
IKZF3,1.332728101
DPY19L2P3,1.332684906
PCYT1B,1.332663762
PRG2,1.332642914
SPATA31D1,1.332622358
LINC01000,1.332582106
CEP126,1.332562402
LOC286087,1.332542974
TSPAN16,1.332523818
NBPF22P,1.332486309
DNAH12,1.332467947
DNAH17,1.332431992
LOC100131043,1.332414392
PROK2,1.332397038
OR52N4,1.332363057
PRKAR1B,1.332297904
SCGB1C1,1.332251397
CST7,1.332236327
SLCO4C1,1.332221468
LOC107986562,1.332074844
FAM114A1,1.331891202
YBX1P2,1.329932385
ERFE,1.328969244
LINC02051,1.328860245
CCDC62,1.328016785
P2RY2,1.327074885
LINC01287,1.325701688
KLRC1,1.325222291
DENND2B,1.322598195
TYSND1,1.322519654
AL360178.1,1.321638652
E2F8,1.3207674
MIR181A1HG,1.319905789
CSH1,1.319053709
ZNF665,1.318211052
LINC01259,1.317377712
PAX2,1.316552573
TRAV14DV4,1.31493254
LOC105374506,1.313608572
ARMC6,1.313347105
CAMP,1.312567488
ADARB2,1.311096412
HM13-AS1,1.310715892
ETV5,1.310712235
CYorf15A,1.310712225
STOM,1.310712195
PITX1,1.310712185
TRPC6,1.310712175
KDM5C,1.310712155
CABCOCO1,1.310712115
TCF21,1.310712105
FOXF2,1.310712095
PCDH18,1.310712085
CTSC,1.310712065
FGF9,1.310712055
WFDC1,1.310712045
ADAMTS1,1.310712025
PTGS1,1.310711995
SMAD9,1.310711985
MASP1,1.310711975
NLGN4Y,1.310711965
ADAMTS5,1.310711955
SPRY1,1.310711945
FAM20C,1.310711935
FBN2,1.310711925
SSH2,1.310711915
GSTO2,1.310711905
FGF7,1.310711895
ANGPTL2,1.310711885
RAB38,1.310711875
WNT2,1.310711865
VSIR,1.310711855
OR7E37P,1.310711845
RASSF2,1.310711825
ALG1L,1.310711805
ETS2,1.310711765
PDE7B,1.310711745
PTH1R,1.310711735
BHMT2,1.310711725
GZMH,1.310711705
VGLL3,1.310711695
SLC40A1,1.310711685
SLC16A6,1.310711675
MMP3,1.310711665
SLC9A9,1.310711645
TEX29,1.310711635
SLC18B1,1.310711625
PPAP2A,1.310711605
GFRA1,1.310711595
CLDN23,1.310711535
PAG1,1.310711525
GLDN,1.310711505
VWA5A,1.310711485
BCHE,1.310711475
RASL12,1.310711465
ASS1,1.310711455
SGCD,1.310711445
PSG4,1.310711435
RGS5,1.310711425
ADAMTS8,1.310711415
CXCL12,1.310711405
RNASE4,1.310711395
RGCC,1.310711365
PTGES,1.310711345
CTF2P,1.310711335
STOX2,1.310711315
BMP4,1.310711305
FOXQ1,1.310711295
CAVIN2,1.310711285
PSG7,1.310711275
SLC2A12,1.310711265
MATN2,1.310711245
PDGFRA,1.310711195
SLC16A14,1.310711185
KITLG,1.310711165
DLL1,1.310711155
CDH2,1.310711145
DENND2A,1.310711135
ST3GAL1,1.310711125
RARRES2,1.310711105
PRR5L,1.310711085
KLHL13,1.310711065
RASL11B,1.310711025
COLEC12,1.310711015
TWIST1,1.310710985
PTGR1,1.310710965
MMP27,1.310710955
CYGB,1.310710945
SMPDL3A,1.310710895
ADH1A,1.310710885
RASL11A,1.310710875
COL4A5,1.310710865
RGS2,1.310710825
CORIN,1.310710805
KCNF1,1.310710795
SEMA5A,1.310710775
SVEP1,1.310710755
TRPA1,1.310710745
CES1,1.310710735
NSG1,1.310710725
SEMA3C,1.310710705
ADH1B,1.310710695
PLPP7,1.310710675
PTGDR2,1.310710665
CRYBB2,1.310710645
ITGA8,1.310710635
TSPAN12,1.310710625
COL21A1,1.310710615
DACH1,1.310710605
TPM1,1.310710585
ENSG00000289398,1.309534077
CEACAM19,1.308796509
H3-3A-DT,1.308067067
DLG1,1.307873636
NAAA,1.307419052
SEC14L6,1.307345659
PPM1N,1.307179436
H2AC14,1.306940631
ARHGAP33,1.306632193
CCNA2,1.306465442
NSMC4A,1.306150631
MAFG,1.305926581
SFMBT2,1.305228733
UTRN,1.305080924
ENSG00000264066,1.305059013
DBF4B,1.304596501
TUBG1,1.304366412
FAM114A2,1.303908554
PXDNL,1.303855978
ZNF155,1.303680778
POM121,1.303453768
FOXM1,1.30322752
SPON2,1.303180898
CDCA2,1.303002031
ENC1,1.302777298
CIP2A,1.302513236
MAFF,1.302336892
INO80C,1.30233009
THNSL1,1.302107609
HECW2,1.301885872
BTG1P1,1.301852908
PLEKHA1,1.301444622
NDST2,1.301225102
EIF4E,1.301199832
KIFC1,1.301006315
ZSCAN21,1.300553924
C6orf136,1.300138443
TBC1D9,1.29992328
FKBP5,1.299915104
MME,1.299708834
RPL4P7,1.2994951
AP004609.3,1.299283291
GSE1,1.299282078
RTN1,1.299069764
LINC02325,1.298858155
SCG3,1.298754304
CRIP1,1.298754304
GAL,1.298754304
HPR,1.298754304
ZNF576,1.298754304
KLKB1,1.298754304
FZD2,1.298754304
ZNF175,1.298754304
FKBP14,1.298754304
PGLYRP1,1.298754304
SLC24A3,1.298754304
SCNN1G,1.298754304
GYG2,1.298754304
ACAA1,1.298754304
RARS2,1.298754304
CDH13,1.298754304
DNAJB1,1.298754304
DUSP13,1.298754304
RNH1,1.298754304
CEMIP,1.298754304
SRD5A2,1.298754304
PTPRCAP,1.298754304
IGSF6,1.298754304
ADGRF5,1.298754304
SSRP1,1.298754304
PFN2,1.298754304
MRPL33,1.298754304
DNAH3,1.298754304
MANSC1,1.298754304
LIMD1,1.298754304
PRKCI,1.298754304
NIP7,1.298754304
HIBADH,1.298754304
ST8SIA5,1.298754304
PDGFRB,1.298754304
BATF,1.298754304
RAD51D,1.298754304
RNASE1,1.298754304
RAB32,1.298754304
WDR5,1.298754304
HEBP2,1.298754304
ZNF274,1.298754304
RNF24,1.298754304
ACAT1,1.298754304
CD63,1.298754304
MRPS10,1.298754304
RPL36,1.298754304
FNBP1,1.298754304
SPAG6,1.298754304
KHNYN,1.298754304
RABL3,1.298754304
ETNK1,1.298754304
LGALS12,1.298754304
GPR160,1.298754304
PDHA2,1.298754304
SPOP,1.298754304
OSBP,1.298754304
CDCA7L,1.298754304
TCTE3,1.298754304
CEBPB,1.298754304
FCGR3B,1.298754304
SPRY3,1.298754304
CCR8,1.298754304
ROBO1,1.298754304
HOXD9,1.298754304
WASL,1.298754304
SMAD1,1.298754304
PCSK6,1.298754304
TNFRSF1A,1.298754304
FLOT1,1.298754304
RMC1,1.298754304
TMEM208,1.298754304
EHHADH,1.298754304
MCC,1.298754304
ZHX1,1.298754304
MAOB,1.298754304
SLC7A8,1.298754304
RPL17,1.298754304
MCAT,1.298754304
PCMT1,1.298754304
PRR13,1.298754304
DHRS2,1.298754304
BEX2,1.298754304
ABCC8,1.298754304
GNAO1,1.298754304
RRN3,1.298754304
CTDSP2,1.298754304
SLC34A1,1.298754304
PRTN3,1.298754304
MX1,1.298754304
CELSR3,1.298754304
CFI,1.298754304
ZNF157,1.298754304
DHX15,1.298754304
BID,1.298754304
HLA-G,1.298754304
DHX32,1.298754304
CXCL9,1.298754304
TMBIM1,1.298754304
MMP7,1.298754304
TLR3,1.298754304
AHCYL1,1.298754304
ZNF395,1.298754304
PRAME,1.298754304
LDHD,1.298754304
DUSP8,1.298754304
LAT,1.298754304
DEPTOR,1.298754304
OR2S2,1.298754304
KIF22,1.298754304
MRVI1,1.298754304
DIO3,1.298754304
CERK,1.298754304
STAT2,1.298754304
PROC,1.298754304
DNAJC12,1.298754304
ANO3,1.298754304
ABCB11,1.298754304
SLC29A1,1.298754304
IGSF9B,1.298754304
CLCN5,1.298754304
KIAA1109,1.298754304
FAM102A,1.298754304
ASGR1,1.298754304
CST4,1.298754304
TECPR1,1.298754304
TNFRSF10C,1.298754304
SOAT2,1.298754304
MAPK8IP2,1.298754304
MALL,1.298754304
ZEB1,1.298754304
POLD2,1.298754304
GRIA3,1.298754304
SLC25A3,1.298754304
CAT,1.298754304
ACTR6,1.298754304
FBXL2,1.298754304
TMED1,1.298754304
H2AP,1.298754304
SCML1,1.298754304
FBXO3,1.298754304
SLC2A11,1.298754304
NUP210,1.298754304
VPS4A,1.298715312
PCDD6,1.298715312
ECPAS,1.298715312
NAPG,1.298715312
PFKB2,1.298715312
ANXA1,1.298715312
RAB10,1.298715312
ANXA8,1.298715312
CTBP1,1.298715312
PPP4R1,1.298715312
PLS1,1.298715312
CAND1,1.298715312
IGKV3D-20,1.298715312
SORD,1.298715312
IGHA2,1.298715312
GALNT7,1.298715312
IGKV-20,1.298715312
GMPR2,1.298715312
CPNE1,1.298715312
TKT,1.298715312
BPI,1.298715312
CSTA,1.298715312
LYZ,1.298715312
TARS3,1.298658406
FYN,1.298647248
CLEC10A,1.298437042
ATP1B2,1.298227532
MAGEH1,1.298040371
CCDC134,1.298018717
VWCE,1.297810594
CFAP70,1.29760316
CFAP298,1.297396412
LYRM2,1.296991486
ATP5MF,1.296984965
GATA6,1.29682454
RN7SL444P,1.296780261
HMGXB4,1.296372877
SRGAP2B,1.296226591
NRIR,1.296170192
PHF7,1.295968175
H4C12,1.295766824
EPHA1,1.295635187
SETD6,1.295366108
AC073210.3,1.295166738
GLI3,1.295050253
RN7SL630P,1.29476996
IFITM1,1.294572548
ATF3,1.294471716
HOXB6,1.294388457
ZIK1,1.294375784
MOSPD3,1.294179664
CREB3L2,1.293984187
ROM1,1.293899503
ESPL1,1.293789351
CPPED1,1.293401588
NFKBIL1,1.293333543
CHMP5,1.293208657
AL117379.1,1.293016356
FAIM,1.292773765
USP54,1.292443211
ZBTB8OS,1.292253407
FSTL3,1.2922201
RPUSD2,1.292064221
H3C3,1.291875652
AP1B1,1.291830798
RN7SL396P,1.291687695
AC022916.1,1.291672476
CPVL,1.29150035
PLCL1,1.291313613
NUAK1,1.291313288
RPL3P4,1.291130828
RN7SL3,1.291127482
IFT122,1.290941956
PTGER4,1.290757031
TTC8,1.290595086
RN7SL617P,1.290388977
H4C13,1.290205843
AVPR1A,1.290065183
RN7SL735P,1.290023301
RN7SL11P,1.28984135
WDR41,1.289541054
CD300LF,1.289479208
GCAT,1.289299013
ENSG00000288875,1.289119399
HES6,1.289022633
LEF1-AS1,1.288761905
LNPK,1.288584021
HMGN2P5,1.288509856
TOR1A,1.288406709
CYTOR,1.288229966
MAP3K13,1.288053792
GPRIN3,1.288002658
MT2A,1.287878182
GMNN,1.287703136
CIT,1.287528651
PPP3CC,1.287500977
PRKCQ-AS1,1.287354725
ELOCP19,1.287181355
SMARCD3,1.287008541
GIMAP6,1.287004749
LINC01639,1.286848438
CNKSR2,1.286836278
MAGED2,1.286513914
PTTG1,1.286493402
KCNH7,1.286367506
NCOA7,1.286322785
INTS12,1.286152711
CAMK4,1.285983179
CYLD-AS1,1.285814186
TRIP13,1.285645731
PHKA1,1.285548175
PLAC8,1.285477812
UBALD2,1.285143572
APOC1,1.285073152
TOR1B,1.284977248
RNF5,1.28481145
TMIGD2,1.284646178
ENSG00000267506,1.284603281
WHAMMP3,1.284481429
TBX21,1.284422194
LINC00667,1.284138504
GZMM,1.283678762
ZNF587,1.283342668
DDHD2,1.283223999
TNPO1P1,1.282862276
ANO5,1.282774158
USP6NL,1.282703151
RN7SL230P,1.282544525
DEPDC1B,1.282386397
ENSG00000289424,1.282329184
H2AC12,1.282228764
LOC105376778,1.282038236
LINC02482,1.281914978
LINC00987,1.281889021
H2BC14,1.281603151
FNIP1,1.281453615
GRIP1,1.281421725
AFG1L,1.281293269
LY6E,1.280985316
CDC6,1.280832058
NHS,1.280679277
PRR11,1.28059686
ZNF10,1.280526971
ZNHIT1,1.280375138
NSD2,1.280223777
ZSCAN26,1.280175404
ATL1,1.280072884
H3C8,1.279772501
FZD10-AS1,1.279695826
IL16,1.279623006
FBF1,1.279346076
RELA-DT,1.279325401
USP46,1.279177287
WWOX,1.27902963
CRB3,1.278938102
SLC39A10,1.27873568
ENSG00000253924,1.278589383
ZNF502,1.278443536
PLK1,1.278298137
ENSG00000228436,1.27813528
RN7SL608P,1.278008676
ZSCAN16-AS1,1.277864611
NMT2,1.277740334
ENSG00000288965,1.277577802
LOC107987138,1.277394237
HELLS,1.277349632
KDM4C,1.277150868
AP006621.1,1.276963127
IFT20,1.276587673
IGDCC4,1.276580771
GALNTL6,1.276475944
CYSTM1,1.276447943
ENSG00000268119,1.276308638
CDC42P6,1.276202518
CYP2R1,1.276169756
ZMYND8,1.275893253
ZNF551,1.27582832
PDE7A,1.275755629
SEC24A,1.275618421
ZNRF1,1.275481628
CCDC125,1.275458131
TIAM1,1.27520928
MSX1,1.27513276
ENSG00000289166,1.275091907
GRK5,1.275073721
H2BC17,1.274938571
IL15RA,1.274803827
IFI6,1.274669488
QRICH1,1.274535553
POLQ,1.27440202
SPPL3,1.274268887
SLC22A23,1.274136153
PARP11-AS1,1.274016574
TMEM165,1.274003816
USP30,1.273871876
TMEM241,1.273740329
C1orf109,1.273665763
H2BC10,1.273609175
FANCI,1.273478413
SPSB1,1.273318697
AC134349.2,1.273218055
MACC1,1.272975333
RFTN1,1.272959244
KRT2,1.272910692
IFNG-AS1,1.272830415
VOPP1,1.272701968
BRMS1L,1.27263563
ZNF549,1.272446215
CD300LB,1.272318905
GZMA,1.272299545
GTSE1,1.272191972
ZNF229,1.27193923
PTPRK,1.271813417
PTMS,1.271687975
ANKRD46,1.27163807
ILKAP,1.271562902
AC009495.3,1.271438197
KIAA1958,1.271313858
ENSG00000267383,1.271312598
PPP3CB,1.271189884
KDELR2,1.271066273
NCAPG2,1.270943024
DRAP1,1.270820136
LOC105376514,1.270727347
CKS1B,1.270697607
ERI2,1.270671988
RACGAP1,1.270575436
NOSIP,1.270356773
POLD1,1.270332161
EP300,1.270090302
LINC01550,1.270044898
RESF1,1.269969899
KIF11,1.269849846
AC126773.6,1.269736328
USP18,1.269730141
HPCAL4,1.269610783
CASK,1.269491771
MSH5,1.269373103
KAT14,1.269254778
FAM83D,1.269136794
RN7SL752P,1.26901915
LDLR,1.268901846
CCR4,1.268830066
COX7B,1.268784879
MGST3,1.268668248
ADARB2-AS1,1.26858205
WDR59,1.268551953
ZKSCAN1,1.268435991
ATP2B1,1.268320361
AC130456.3,1.268205063
KCNN4,1.268090094
ENSG00000170846,1.267975454
HSPB1,1.267952216
IFI27,1.267861142
PLPP6,1.267747155
VAMP5,1.267633493
TADA3,1.267520155
ZNF711,1.267407138
ANP32BP1,1.267382293
TREM1,1.267294443
PCBP2,1.267182068
RAPGEFL1,1.267101821
H3C12,1.267070011
ZNF202,1.266958272
ADAL,1.266846848
NLRC3,1.266824298
ITGA6,1.266624945
BCL2,1.266549689
MIR629,1.266474135
KIF4A,1.266404291
IL27RA,1.266294429
IFIT3,1.266184877
SLC37A2,1.266075632
RPGRIP1L,1.266009082
POLE2,1.265966693
BRCA2,1.26585806
DAPK1,1.265749731
SNRPN,1.265641704
SENP1,1.26553398
SIT1,1.265479743
TIMM23,1.265426556
DESI1,1.265319431
TLR2,1.265219219
RN7SL521P,1.265212604
LYRM1,1.265106075
TERF2,1.264999841
SLA,1.264961417
ENSG00000223509,1.264893902
EZH2,1.264788257
ZNF746,1.264706306
EIF4ENIF1,1.264682904
AC124319.3,1.264577843
AL096816.1,1.264453855
JPH2,1.264402951
H2BC4,1.26436859
TBC1D20,1.264264396
PFKP,1.264204035
DYRK2,1.264056867
GNB1,1.26395353
ADGRE3,1.263850477
AP001189.4,1.263712168
H4C9,1.263645217
SETD7,1.263543008
CEACAM4,1.263470062
RN7SL151P,1.263441078
ELAPOR2,1.263339426
ANAPC1,1.26323047
LINC01891,1.263036128
PRANCR,1.262993362
HPRT1,1.262835301
REXO4,1.262758712
RN7SL471P,1.262735295
ASB13,1.26263556
SLC5A3,1.262536095
RAB13,1.26252649
AC015912.3,1.262436898
RNVU1-27,1.262337969
TGS1,1.262296669
GCLM,1.262140909
NSMCE3,1.262069223
PTPRA,1.262042776
RN7SL678P,1.261944906
BAIAP2-DT,1.261847299
MYD88,1.261749953
AC100827.2,1.261621345
SLC25A15,1.261459474
AC004918.3,1.261400861
ENSG00000283674,1.261363164
ATP23,1.26126711
TMSB10,1.261182645
RMI2,1.261171312
CCRL2,1.261075767
TMEM120B,1.260966672
LRCH1,1.260885438
DENND1A,1.260790651
SCML2,1.260752916
AC092120.1,1.260696115
TADA2A,1.260601828
TBK1,1.260541353
KCTD6,1.260507789
TGFBI,1.260413998
FAF2,1.260368223
GIMAP2,1.260331957
CGAS,1.260227155
CDC16,1.260134102
ENSG00000284707,1.260124703
BUB1B,1.260041291
Metazoa_SRP,1.259948724
CIAPIN1,1.259919568
HDDC2,1.259856398
HABP4,1.259764314
ZNF32,1.259716528
ARL13B,1.259672469
CLMN,1.259580864
ANO10,1.259515558
PSMA6,1.259489497
MIEN1,1.259398366
SLC4A7,1.259307473
CAMKMT,1.25912639
ASS1P1,1.259119738
LINC02328,1.2590362
AURKB,1.258946242
NEBL,1.258924841
ZBTB39,1.258856516
RN7SL166P,1.258767021
TUSC3,1.258731923
CHRM3-AS2,1.25858872
SNHG12,1.258499913
GINS1,1.258411332
LOC100128325,1.25840343
KIF26A,1.258351932
RHEB,1.25823485
ZNF280B,1.258164816
LINC02289,1.258146946
GINS3,1.258059266
ATP6V0A1,1.257884575
ATP6V0E2-AS1,1.257796234
IGFLR1,1.257624194
AC005224.3,1.257614725
RALGAPA1,1.257537839
EIF1B,1.257451702
KLF12,1.257365782
H2AC20,1.257280078
ENSG00000279342,1.257194589
PRELID2,1.257109315
SIGIRR,1.257081077
EMC6,1.257024254
H2AC16,1.256939406
SEPTIN11,1.256906752
SLC11A2,1.25685477
ANO6,1.256770346
FBXO21,1.256686132
BRPF3-AS1,1.256518331
MAPRE3,1.256472871
SPAG9,1.256394172
ENSG00000248503,1.256268187
PDCD2,1.256226711
LINC00680,1.256060919
GUF1,1.255937536
SLC16A13,1.255855381
APBB1,1.255773428
SGO1,1.255734261
FCHO2,1.255691675
N4BP3,1.255610123
MATK,1.255573359
UBXN7,1.255528769
C21orf58,1.255447615
SOX4,1.255366657
AL356747.1,1.255256317
CITED2,1.255205333
EXTL3,1.255124965
TTN,1.255100142
DONSON,1.255044791
SHISA7,1.254964811
ULK4,1.254945506
APOOL,1.254885024
TMEM98,1.254792393
APOBEC3F,1.254726027
PROSER3,1.254646815
PRKCH,1.254640785
ZNF439,1.254567793
AC078789.1,1.254490665
L2HGDH,1.254342016
RN7SL481P,1.254331862
EFNB1,1.254253594
BTG1-DT,1.254175512
CTSL,1.254097616
PAXX,1.254049067
RPGRIP1,1.254019905
UCKL1-AS1,1.253942379
HSP90AA1,1.253865036
AC026401.3,1.253787876
EFCAB11,1.253761804
NDUFS4,1.253710898
XPNPEP3,1.253634102
ZSCAN12,1.253481052
TCEA1P2,1.253480102
WHAMM,1.253404796
PIK3IP1,1.253341296
LMO2,1.25332872
CLEC16A,1.253252821
DNAJC15,1.253203833
LIPE-AS1,1.253101554
REL,1.253067699
ZFP62,1.253026186
AQP3,1.252950992
OXNAD1,1.252932877
PSMD6-AS2,1.252875973
ERLIN1,1.252801128
TMEM252,1.252799353
ENSG00000289380,1.252726457
MYH11,1.252712074
HYKK,1.252667113
ACO1,1.252651958
TMEM243,1.252503475
ZNF26,1.25242949
DNAJC1,1.252355675
BEND3,1.252282029
ENSG00000258302,1.252277946
RAB29,1.252208551
CLCA1,1.252186723
PSME4,1.252186723
ERLEC1,1.252186723
GPR75,1.252186723
ASB3,1.252186723
AKR7A3,1.252186723
TRIM46,1.252186723
NCMAP,1.252186723
NTRK1,1.252186723
AGRN,1.252186723
APOB,1.252186723
FMO3,1.252186723
SAMD11,1.252186723
NOC2L,1.252186723
KLHL17,1.252186723
HES4,1.252186723
RNF223,1.252186723
C1orf159,1.252186723
SDF4,1.252186723
SCNN1D,1.252186723
ACAP3,1.252186723
PUSL1,1.252186723
INTS11,1.252186723
CPTP,1.252186723
MXRA8,1.252186723
AURKAIP1,1.252186723
CCNL2,1.252186723
MRPL20,1.252186723
ANKRD65,1.252186723
TMEM88B,1.252186723
VWA1,1.252186723
ATAD3C,1.252186723
ATAD3A,1.252186723
MIB2,1.252186723
CALML6,1.252186723
SKI,1.252186723
MORN1,1.252186723
PLCH2,1.252186723
HES5,1.252186723
MMEL1,1.252186723
ARHGEF16,1.252186723
MEGF6,1.252186723
WRAP73,1.252186723
CCDC27,1.252186723
CEP104,1.252186723
DFFB,1.252186723
C1orf174,1.252186723
AJAP1,1.252186723
CHD5,1.252186723
RNF207,1.252186723
HES3,1.252186723
GPR153,1.252186723
HES2,1.252186723
ESPN,1.252186723
NOL9,1.252186723
TAS1R1,1.252186723
ZBTB48,1.252186723
KLHL21,1.252186723
THAP3,1.252186723
DNAJC11,1.252186723
PER3,1.252186723
UTS2,1.252186723
PARK7,1.252186723
CA6,1.252186723
SLC2A7,1.252186723
GPR157,1.252186723
TMEM201,1.252186723
PIK3CD,1.252186723
CLSTN1,1.252186723
NMNAT1,1.252186723
UBE4B,1.252186723
PGD,1.252186723
CENPS-CORT,1.252186723
DFFA,1.252186723
C1orf127,1.252186723
MASP2,1.252186723
EXOSC10,1.252186723
MTOR,1.252186723
ANGPTL7,1.252186723
FBXO2,1.252186723
FBXO6,1.252186723
MAD2L2,1.252186723
DRAXIN,1.252186723
AGTRAP,1.252186723
MTHFR,1.252186723
CLCN6,1.252186723
NPPA,1.252186723
NPPB,1.252186723
KIAA2013,1.252186723
PLOD1,1.252186723
MFN2,1.252186723
MIIP,1.252186723
TNFRSF1B,1.252186723
AADACL3,1.252186723
C1orf158,1.252186723
PRAMEF12,1.252186723
PRAMEF1,1.252186723
PRAMEF2,1.252186723
LRRC38,1.252186723
PDPN,1.252186723
TMEM51,1.252186723
EFHD2,1.252186723
CELA2A,1.252186723
CELA2B,1.252186723
RSC1A1,1.252186723
PLEKHM2,1.252186723
TMEM82,1.252186723
FBLIM1,1.252186723
UQCRHL,1.252186723
SPEN,1.252186723
SRARP,1.252186723
CLCNKA,1.252186723
CLCNKB,1.252186723
EPHA2,1.252186723
FBXO42,1.252186723
CROCC,1.252186723
MFAP2,1.252186723
SDHB,1.252186723
PADI1,1.252186723
PADI3,1.252186723
PADI4,1.252186723
PADI6,1.252186723
RCC2,1.252186723
ARHGEF10L,1.252186723
ACTL8,1.252186723
KLHDC7A,1.252186723
TAS1R2,1.252186723
ALDH4A1,1.252186723
IFFO2,1.252186723
UBR4,1.252186723
EMC1,1.252186723
MRTO4,1.252186723
AKR7A2,1.252186723
MICOS10,1.252186723
HTR6,1.252186723
TMCO4,1.252186723
RNF186,1.252186723
OTUD3,1.252186723
PLA2G2E,1.252186723
PLA2G2D,1.252186723
PLA2G2F,1.252186723
PLA2G2C,1.252186723
VWA5B1,1.252186723
FAM43B,1.252186723
PINK1,1.252186723
DDOST,1.252186723
KIF17,1.252186723
SH2D5,1.252186723
EIF4G3,1.252186723
ECE1,1.252186723
RAP1GAP,1.252186723
USP48,1.252186723
LDLRAD2,1.252186723
CELA3B,1.252186723
CELA3A,1.252186723
EPHA8,1.252186723
EPHB2,1.252186723
LUZP1,1.252186723
TCEA3,1.252186723
ASAP3,1.252186723
E2F2,1.252186723
ELOA,1.252186723
HMGCL,1.252186723
FUCA1,1.252186723
MYOM3,1.252186723
IL22RA1,1.252186723
GRHL3,1.252186723
STPG1,1.252186723
SRRM1,1.252186723
RUNX3,1.252186723
RSRP1,1.252186723
RHD,1.252186723
RHCE,1.252186723
STMN1,1.252186723
EXTL1,1.252186723
SLC30A2,1.252186723
FAM110D,1.252186723
CATSPER4,1.252186723
UBXN11,1.252186723
CRYBG2,1.252186723
DHDDS,1.252186723
RPS6KA1,1.252186723
ARID1A,1.252186723
ZDHHC18,1.252186723
GPN2,1.252186723
GPATCH3,1.252186723
NR0B2,1.252186723
KDF1,1.252186723
WDTC1,1.252186723
TMEM222,1.252186723
SYTL1,1.252186723
MAP3K6,1.252186723
FCN3,1.252186723
CD164L2,1.252186723
GPR3,1.252186723
STX12,1.252186723
PPP1R8,1.252186723
THEMIS2,1.252186723
SMPDL3B,1.252186723
XKR8,1.252186723
PTAFR,1.252186723
ATP5IF1,1.252186723
SESN2,1.252186723
RAB42,1.252186723
YTHDF2,1.252186723
OPRD1,1.252186723
EPB41,1.252186723
TMEM200B,1.252186723
MECR,1.252186723
PTPRU,1.252186723
MATN1,1.252186723
LAPTM5,1.252186723
SDC3,1.252186723
PUM1,1.252186723
NKAIN1,1.252186723
SNRNP40,1.252186723
FABP3,1.252186723
SERINC2,1.252186723
TINAGL1,1.252186723
HCRTR1,1.252186723
COL16A1,1.252186723
KHDRBS1,1.252186723
TMEM39B,1.252186723
KPNA6,1.252186723
TXLNA,1.252186723
CCDC28B,1.252186723
IQCC,1.252186723
DCDC2B,1.252186723
TMEM234,1.252186723
FAM167B,1.252186723
LOC100128071,1.252186723
BSDC1,1.252186723
ZBTB8B,1.252186723
ZBTB8A,1.252186723
YARS1,1.252186723
S100PBP,1.252186723
TMEM54,1.252186723
RNF19B,1.252186723
AZIN2,1.252186723
TRIM62,1.252186723
