Gene_symbol;NAME;Foldchange NOXvsHYX;Pvalue NOXvsHYX;FDR NOXvsHYX
Fam189a2;"family with sequence similarity 189; member A2";-1,027451007;0,681987702;0,783833187
Fam189b;"family with sequence similarity 189; member B";-1,791489456;6,17E-12;1,45E-10
Fam192a;"family with sequence similarity 192; member A";-1,152925518;0,027086303;0,066919766
Fam193a;"family with sequence similarity 193; member A";-1,189175828;0,006500492;0,020578581
Fam193b;"family with sequence similarity 193; member B";-1,633146174;1,06E-07;1,19E-06
Fam195a;"family with sequence similarity 195; member A";1,974332618;0,000184634;0,000952243
Fam195b;"family with sequence similarity 195; member B";-1,17451808;0,034928421;0,082439838
Fam196a;"family with sequence similarity 196; member A";-1,620869725;0,095440591;0,183134465
Fam198a;"family with sequence similarity 198; member A";1,192651539;0,073581821;0,148837339
Fam198b;"family with sequence similarity 198; member B";-1,541500379;3,33E-05;0,000209936
Fam199x;"family with sequence similarity 199; X-linked";1,014290413;0,816275793;0,879232244
Fam19a1;"family with sequence similarity 19; member A1";-1,838784438;2,85E-07;2,92E-06
Fam19a5;"family with sequence similarity 19; member A5";-1,110897336;0,542466626;0,672775995
Fam203a;NA;1,264285481;0,031453735;0,075597168
Fam204a;"family with sequence similarity 204; member A";1,138284708;0,032246629;0,077153748
Fam206a;"family with sequence similarity 206; member A";1,094508014;0,379918744;0,522671492
Fam207a;"family with sequence similarity 207; member A";-1,087756134;0,222491843;0,35077069
Fam208a;"family with sequence similarity 208; member A";-1,2778558;0,000116005;0,000633238
Fam208b;"family with sequence similarity 208; member B";1,168269661;0,064101823;0,133603132
Fam20a;"family with sequence similarity 20; member A";1,140402868;0,175922127;0,293964853
Fam20b;"family with sequence similarity 20; member B";1,066012044;0,215266886;0,34258254
Fam20c;"family with sequence similarity 20; member C";1,291263471;0,029404638;0,071622553
Fam21;family with sequence similarity 21;1,039544859;0,567178963;0,694115375
Fam210a;"family with sequence similarity 210; member A";-1,083137889;0,166772033;0,281852803
Fam210b;"family with sequence similarity 210; member B";-1,307160278;1,69E-05;0,00011581
Fam212a;"family with sequence similarity 212; member A";-1,138916001;0,262090582;0,397287405
Fam212b;"family with sequence similarity 212; member B";2,162419548;6,47E-18;3,27E-16
Fam213a;"family with sequence similarity 213; member A";1,58843123;0,002091421;0,007818449
Fam213b;"family with sequence similarity 213; member B";1,18366212;0,16270114;0,276822104
Fam214a;"family with sequence similarity 214; member A";-1,109961934;0,102962348;0,19428582
Fam214b;"family with sequence similarity 214; member B";-1,353802183;1,10E-06;9,96E-06
Fam216a;"family with sequence similarity 216; member A";1,315825615;0,00544553;0,017675624
Fam216b;"family with sequence similarity 216; member B";2,267914097;6,98E-06;5,25E-05
Fam217a;"family with sequence similarity 217; member A";-1,122438134;0,610985176;0,729121437
Fam217b;"family with sequence similarity 217; member B";-1,632769802;8,79E-05;0,000496313
Fam219a;"family with sequence similarity 219; member A";-1,169188718;0,056887697;0,121660572
Fam219aos;"family with sequence similarity 219; member A; opposite strand";-1,343832437;0,008419473;0,025492969
Fam219b;"family with sequence similarity 219; member B";1,002612219;0,970506396;0,983357408
Fam220a;"family with sequence similarity 220; member A";-1,071905857;0,477796486;0,614626513
Fam221a;"family with sequence similarity 221; member A";1,030216294;0,815069037;0,87853581
Fam222a;"family with sequence similarity 222; member A";-1,538706029;4,47E-05;0,000273041
Fam222b;"family with sequence similarity 222; member B";-1,112570648;0,145761915;0,255009488
Fam227a;"family with sequence similarity 227; member A";1,003851714;0,979965043;0,988724958
Fam228b;"family with sequence similarity 228; member B";-1,373217598;0,128749902;0,231711924
Fam229b;"family with sequence similarity 229; member B";1,055032327;0,76916725;0,846407009
Fam26e;"family with sequence similarity 26; member E";-1,088126429;0,489969044;0,625245342
Fam32a;"family with sequence similarity 32; member A";-1,182416823;0,001088728;0,004471082
Fam35a;"family with sequence similarity 35; member A";-1,05637633;0,568898855;0,695704044
Fam3a;"family with sequence similarity 3; member A";-1,073792935;0,281769439;0,419395718
Fam3c;"family with sequence similarity 3; member C";-1,054944463;0,286285199;0,424095176
Fam43a;"family with sequence similarity 43; member A";-1,180779644;0,065122774;0,135212461
Fam45a;"family with sequence similarity 45; member A";1,165701237;0,007486099;0,023076371
Fam46a;"family with sequence similarity 46; member A";-1,078135147;0,383186675;0,525990821
Fam46b;"family with sequence similarity 46; member B";2,044768327;4,22E-06;3,35E-05
Fam46c;"family with sequence similarity 46; member C";1,21019588;0,135462306;0,240546825
Fam47e;"family with sequence similarity 47; member E";1,678556133;0,022035471;0,056575059
Fam49a;"family with sequence similarity 49; member A";-1,616775959;3,30E-07;3,34E-06
Fam49b;"family with sequence similarity 49; member B";1,05447077;0,433241033;0,573007542
Fam50a;"family with sequence similarity 50; member A";1,132806553;0,042861701;0,097260143
Fam53a;"family with sequence similarity 53; member A";-1,096661116;0,253091659;0,38643225
Fam53b;"family with sequence similarity 53; member B";1,050843599;0,362466063;0,505029394
Fam53c;"family with sequence similarity 53; member C";-1,249641096;0,000134656;0,00072374
Fam57a;"family with sequence similarity 57; member A";1,148884149;0,313747723;0,454498997
Fam57b;"family with sequence similarity 57; member B";3,219806653;6,66E-09;9,46E-08
Fam58b;"family with sequence similarity 58; member B";-1,015598349;0,856122875;0,905883821
Fam60a;"family with sequence similarity 60; member A";-1,006390341;0,914385352;0,945842528
Fam63a;"family with sequence similarity 63; member A";-1,109814607;0,040797452;0,093505313
Fam63b;"family with sequence similarity 63; member B";1,239934699;0,000263587;0,001303543
Fam64a;"family with sequence similarity 64; member A";-1,858290832;0,000183195;0,000945488
Fam65a;"family with sequence similarity 65; member A";-1,27615182;0,001540182;0,006040922
Fam65b;"family with sequence similarity 65; member B";-1,909602942;3,76E-12;9,20E-11
Fam65c;"family with sequence similarity 65; member C";1,185691654;0,293344597;0,431979654
Fam69a;"family with sequence similarity 69; member A";1,284572244;0,000669957;0,002942318
Fam69b;"family with sequence similarity 69; member B";1,061750264;0,6315483;0,744672791
Fam71f2;"family with sequence similarity 71; member F2";-1,493077231;0,050485289;0,110645354
Fam72a;"family with sequence similarity 72; member A";-1,015619913;0,932684353;0,958218563
Fam73a;"family with sequence similarity 73; member A";1,119794871;0,054668784;0,117773465
Fam73b;"family with sequence similarity 73; member B";-1,167444978;0,176144981;0,294303724
Fam76a;"family with sequence similarity 76; member A";1,060514066;0,329617137;0,471208864
Fam76b;"family with sequence similarity 76; member B";-1,156146367;0,056429588;0,120839367
Fam78a;"family with sequence similarity 78; member A";-1,042476922;0,692563193;0,790938646
Fam78b;"family with sequence similarity 78; member B";1,212727667;0,134723452;0,239698947
Fam81a;"family with sequence similarity 81; member A";3,618920105;1,99E-58;2,66E-55
Fam83b;"family with sequence similarity 83; member B";1,739850251;8,40E-06;6,20E-05
Fam83d;"family with sequence similarity 83; member D";-1,364437307;0,02555986;0,063793132
Fam83e;"family with sequence similarity 83; member E";1,576626149;0,04862669;0,107551918
Fam83f;"family with sequence similarity 83; member F";1,306673916;0,291568266;0,430072291
Fam83g;"family with sequence similarity 83; member G";1,558517585;0,000364055;0,001726495
Fam83h;"family with sequence similarity 83; member H";1,496449953;3,06E-09;4,58E-08
Fam84a;"family with sequence similarity 84; member A";-1,630163279;4,82E-05;0,000291457
Fam84b;"family with sequence similarity 84; member B";1,222806666;0,005624807;0,0182071
Fam86;NA;1,241806755;0,037950482;0,088206466
Fam89a;"family with sequence similarity 89; member A";2,092392438;1,65E-12;4,29E-11
Fam89b;"family with sequence similarity 89; member B";-1,377018392;4,81E-08;5,84E-07
Fam92a;"family with sequence similarity 92; member A";1,104054383;0,155461556;0,267262731
Fam92b;"family with sequence similarity 92; member B";1,61646833;0,047572555;0,105698379
Fam96a;"family with sequence similarity 96; member A";-1,01161458;0,854168708;0,904729477
Fam96b;"family with sequence similarity 96; member B";1,037200264;0,808050633;0,874246198
Fam98a;"family with sequence similarity 98; member A";1,124516426;0,133914026;0,238663975
Fam98b;"family with sequence similarity 98; member B";1,217247865;0,003409441;0,011894136
Fam98c;"family with sequence similarity 98; member C";-1,20690571;0,173858917;0,291346721
Fan1;FANCD2/FANCI-associated nuclease 1;1,071623021;0,482695238;0,619432152
Fanca;"Fanconi anemia; complementation group A";-1,03966334;0,7509116;0,832436227
Fancb;"Fanconi anemia; complementation group B";-1,318135681;0,015764591;0,043067185
Fancc;"Fanconi anemia; complementation group C";-1,465126653;4,08E-10;7,14E-09
Fancd2;"Fanconi anemia; complementation group D2";1,180016765;0,20718211;0,33292992
Fance;"Fanconi anemia; complementation group E";-1,189753177;0,046848384;0,104421441
Fancf;"Fanconi anemia; complementation group F";1,371627958;0,019550618;0,051171284
Fancg;"Fanconi anemia; complementation group G";-1,448638275;0,000626079;0,002772852
Fanci;"Fanconi anemia; complementation group I";1,278800156;0,088183795;0,172229617
Fancl;"Fanconi anemia; complementation group L";1,002120805;0,982030833;0,989936382
Fancm;"Fanconi anemia; complementation group M";-1,073419471;0,449229836;0,588602027
Fank1;fibronectin type 3 and ankyrin repeat domains 1;2,355939004;9,44E-05;0,000529474
Fap;fibroblast activation protein;1,22067381;0,193975435;0,316507841
Far1;fatty acyl CoA reductase 1;1,017927214;0,745532835;0,828539218
Far2;fatty acyl CoA reductase 2;-1,299850163;0,152516772;0,26380745
Farp1;"FERM; RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)";1,036864836;0,725056097;0,814480793
Farp2;"FERM; RhoGEF and pleckstrin domain protein 2";-1,144936381;0,225120372;0,353509334
Fars2;phenylalanine-tRNA synthetase 2 (mitochondrial);1,282762149;0,000681698;0,002985838
Farsa;"phenylalanyl-tRNA synthetase; alpha subunit";1,045021703;0,507065779;0,640842048
Farsb;"phenylalanyl-tRNA synthetase; beta subunit";1,145613438;0,046058906;0,103021697
Fas;Fas (TNF receptor superfamily member 6);1,070032839;0,352184121;0,494933207
Fasn;fatty acid synthase;1,027936631;0,829107688;0,888030469
Fastk;Fas-activated serine/threonine kinase;1,028189748;0,662252395;0,769233776
Fastkd1;FAST kinase domains 1;1,07709642;0,383819115;0,526629688
Fastkd2;FAST kinase domains 2;1,338450565;0,000538727;0,002427002
Fastkd3;FAST kinase domains 3;-1,001170419;0,990754355;0,994963398
Fastkd5;FAST kinase domains 5;1,057337417;0,543443419;0,673681018
Fat1;FAT tumor suppressor homolog 1 (Drosophila);1,973997452;4,82E-21;3,17E-19
Fat2;FAT tumor suppressor homolog 2 (Drosophila);1,072222743;0,515637726;0,64876971
Fat3;FAT tumor suppressor homolog 3 (Drosophila);-1,36632306;0,001238397;0,004994778
Fat4;FAT tumor suppressor homolog 4 (Drosophila);-1,222818724;0,043693502;0,098678583
Fau;Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived);-1,176301494;0,224606161;0,353041906
Faxc;failed axon connections homolog (Drosophila);1,227049354;0,017019473;0,045720158
Fbf1;Fas (TNFRSF6) binding factor 1;-1,157936491;0,015020871;0,041358836
Fbl;fibrillarin;1,2173441;0,000553422;0,002486332
Fblim1;filamin binding LIM protein 1;-1,026349542;0,688345202;0,788133891
Fbln1;fibulin 1;-1,002686992;0,974907082;0,985994735
Fbln2;fibulin 2;-1,602291848;0,00020506;0,001043648
Fbln5;fibulin 5;1,034434722;0,718591757;0,809947522
Fbln7;fibulin 7;-1,938267803;0,000328143;0,001573071
Fbn1;fibrillin 1;-1,014776206;0,899196027;0,935737823
Fbn2;fibrillin 2;-1,494733889;2,42E-06;2,03E-05
Fbp1;fructose bisphosphatase 1;-1,230912339;0,575367335;0,701134865
Fbp2;fructose bisphosphatase 2;3,252474395;4,94E-05;0,000297852
Fbrs;fibrosin;-1,143082507;0,031022729;0,074744909
Fbrsl1;fibrosin-like 1;1,018721324;0,821021575;0,882617743
Fbxl12;F-box and leucine-rich repeat protein 12;-1,147569023;0,177898959;0,296626298
Fbxl12os;"F-box and leucine-rich repeat protein 12; opposite strand";-1,146517968;0,269824777;0,405857401
Fbxl13;F-box and leucine-rich repeat protein 13;1,235567283;0,260361693;0,395188489
Fbxl14;F-box and leucine-rich repeat protein 14;1,054468921;0,373053341;0,516153859
Fbxl15;F-box and leucine-rich repeat protein 15;1,192637898;0,23938068;0,370822711
Fbxl16;F-box and leucine-rich repeat protein 16;-1,553221109;0,000313555;0,001512923
Fbxl17;F-box and leucine-rich repeat protein 17;-1,197167992;0,002753703;0,009908064
Fbxl18;F-box and leucine-rich repeat protein 18;-1,080365152;0,616563611;0,733487747
Fbxl19;F-box and leucine-rich repeat protein 19;-1,476814641;1,61E-08;2,15E-07
Fbxl2;F-box and leucine-rich repeat protein 2;2,245821097;1,17E-07;1,31E-06
Fbxl20;F-box and leucine-rich repeat protein 20;-1,397025245;8,25E-09;1,16E-07
Fbxl21;F-box and leucine-rich repeat protein 21;1,421997569;0,046778087;0,10433104
Fbxl22;F-box and leucine-rich repeat protein 22;1,029011359;0,880952637;0,922905758
Fbxl3;F-box and leucine-rich repeat protein 3;-1,04558479;0,475754477;0,612829904
Fbxl4;F-box and leucine-rich repeat protein 4;-1,006423319;0,931827282;0,957740383
Fbxl5;F-box and leucine-rich repeat protein 5;1,048129827;0,382459718;0,5255014
Fbxl6;F-box and leucine-rich repeat protein 6;-1,148336565;0,115518949;0,213262398
Fbxl7;F-box and leucine-rich repeat protein 7;-2,058610578;2,53E-16;1,05E-14
Fbxl8;F-box and leucine-rich repeat protein 8;-1,393382643;0,008286389;0,025167911
Fbxo10;F-box protein 10;-1,136132528;0,099800406;0,189495541
Fbxo11;F-box protein 11;-1,248046304;8,54E-05;0,00048427
Fbxo16;F-box protein 16;1,802356445;0,000867587;0,003680286
Fbxo17;F-box protein 17;-1,002389265;0,984679827;0,991640844
Fbxo18;F-box protein 18;-1,121696964;0,147794975;0,25773659
Fbxo21;F-box protein 21;-1,232390929;0,000305648;0,001482571
Fbxo22;F-box protein 22;1,005562341;0,922394628;0,951578174
Fbxo25;F-box protein 25;-1,072591827;0,342886997;0,485508959
Fbxo27;F-box protein 27;-1,108723748;0,527717093;0,659893719
Fbxo28;F-box protein 28;1,073275016;0,195799875;0,318723272
Fbxo3;F-box protein 3;1,016836015;0,764409499;0,842941574
Fbxo30;F-box protein 30;-1,583371725;8,25E-08;9,59E-07
Fbxo31;F-box protein 31;-1,048090718;0,589432324;0,712592938
Fbxo32;F-box protein 32;-1,952986083;2,16E-14;7,31E-13
Fbxo33;F-box protein 33;-1,044170443;0,595660212;0,716985141
Fbxo34;F-box protein 34;1,08405647;0,267251594;0,403185547
Fbxo36;F-box protein 36;1,957713489;0,000124377;0,000673424
Fbxo38;F-box protein 38;-1,020587616;0,709521006;0,803220466
Fbxo4;F-box protein 4;1,344993682;4,50E-05;0,00027479
Fbxo40;F-box protein 40;2,757170937;6,01E-05;0,000353406
Fbxo42;F-box protein 42;-1,047231402;0,497332126;0,631914988
Fbxo44;F-box protein 44;1,873489734;4,01E-06;3,19E-05
Fbxo45;F-box protein 45;-1,111853999;0,155120052;0,266988449
Fbxo46;F-box protein 46;-1,230985304;0,026186233;0,065068687
Fbxo48;F-box protein 48;-1,172029103;0,48667333;0,623099937
Fbxo5;F-box protein 5;-1,182108623;0,135304044;0,240382157
Fbxo6;F-box protein 6;1,290628637;0,002573178;0,009345605
Fbxo7;F-box protein 7;1,015127935;0,860715031;0,909627748
Fbxo8;F-box protein 8;-1,155841505;0,011057414;0,031994761
Fbxo9;f-box protein 9;-1,227252855;0,015840251;0,043249722
Fbxw10;F-box and WD-40 domain protein 10;1,814305754;0,000819881;0,003501197
Fbxw11;F-box and WD-40 domain protein 11;1,005937211;0,904343084;0,939087521
Fbxw17;F-box and WD-40 domain protein 17;-1,069646843;0,396916011;0,539054852
Fbxw2;F-box and WD-40 domain protein 2;-1,075974605;0,141001415;0,248492096
Fbxw4;F-box and WD-40 domain protein 4;-1,000515619;0,9955157;0,997675348
Fbxw5;F-box and WD-40 domain protein 5;-1,122516895;0,047286584;0,105260979
Fbxw7;F-box and WD-40 domain protein 7;1,024166297;0,722513677;0,812994109
Fbxw8;F-box and WD-40 domain protein 8;1,09071892;0,157184457;0,269561424
Fbxw9;F-box and WD-40 domain protein 9;1,644215655;1,69E-09;2,66E-08
Fcamr;"Fc receptor; IgA; IgM; high affinity";2,726455411;3,20E-05;0,000203396
Fcer1g;"Fc receptor; IgE; high affinity I; gamma polypeptide";1,079160165;0,629288184;0,742843566
Fcer2a;"Fc receptor; IgE; low affinity II; alpha polypeptide";-1,50989691;0,205678617;0,331239419
Fcf1;FCF1 small subunit (SSU) processome component homolog (S. cerevisiae);-1,050171706;0,525250277;0,657481429
Fcgbp;Fc fragment of IgG binding protein;-1,673347848;0,162128449;0,276103845
Fcgr1;"Fc receptor; IgG; high affinity I";1,934178105;0,002631948;0,009516653
Fcgr2b;"Fc receptor; IgG; low affinity IIb";1,395743859;0,088189651;0,172229617
Fcgr3;"Fc receptor; IgG; low affinity III";1,478660195;0,00731233;0,022607211
Fcgr4;"Fc receptor; IgG; low affinity IV";-1,039429677;0,865686509;0,912994198
Fcgrt;"Fc receptor; IgG; alpha chain transporter";-1,41738456;4,07E-13;1,18E-11
Fcho1;FCH domain only 1;-1,120261265;0,450425533;0,58962386
Fcho2;FCH domain only 2;-1,125864807;0,025540038;0,063787061
Fchsd1;FCH and double SH3 domains 1;-1,119616246;0,149607565;0,260217141
Fchsd2;FCH and double SH3 domains 2;-1,274662807;0,000152181;0,000804088
Fcna;ficolin A;2,567867407;1,43E-05;9,96E-05
Fcrl1;Fc receptor-like 1;-1,380974782;0,175005865;0,292733818
Fcrla;Fc receptor-like A;-1,620930736;0,003700498;0,012727942
Fcrls;"Fc receptor-like S; scavenger receptor";1,636107721;5,16E-05;0,000308853
Fdft1;farnesyl diphosphate farnesyl transferase 1;1,300537167;0,000124112;0,000672485
Fdps;farnesyl diphosphate synthetase;1,038159709;0,587476725;0,710755771
Fdx1;ferredoxin 1;1,029460926;0,790988159;0,862380257
Fdx1l;ferredoxin 1-like;1,45297303;0,001310045;0,005243397
Fdxacb1;ferredoxin-fold anticodon binding domain containing 1;1,135682025;0,21695494;0,344708158
Fdxr;ferredoxin reductase;1,01923874;0,853587421;0,904438343
Fech;ferrochelatase;-1,050879963;0,574837872;0,700780666
Fem1a;feminization 1 homolog a (C. elegans);1,144236368;0,00801471;0,024482971
Fem1b;feminization 1 homolog b (C. elegans);1,16784787;0,036551348;0,085482615
Fem1c;fem-1 homolog c (C.elegans);-1,054201432;0,618971541;0,735041229
Fen1;flap structure specific endonuclease 1;-1,090535729;0,291064882;0,429571013
Fendrr;Foxf1 adjacent non-coding developmental regulatory RNA;-2,423687773;9,62E-25;1,02E-22
Fer1l5;fer-1-like 5 (C. elegans);-1,059947604;0,761424468;0,840597488
Fermt1;fermitin family homolog 1 (Drosophila);6,107739833;4,77E-24;4,55E-22
Fermt2;fermitin family homolog 2 (Drosophila);-1,18524187;0,043451922;0,098253977
Fermt3;fermitin family homolog 3 (Drosophila);-1,015556473;0,925871785;0,953659986
Fert2;NA;-1,037473069;0,733296468;0,819846013
Fes;feline sarcoma oncogene;-1,477474475;6,23E-07;6,01E-06
Fetub;fetuin beta;3,180780685;2,40E-05;0,000157558
Fez1;fasciculation and elongation protein zeta 1 (zygin I);1,300750144;0,117806683;0,216180273
Fez2;fasciculation and elongation protein zeta 2 (zygin II);-1,054752352;0,385897301;0,528591401
Ffar2;free fatty acid receptor 2;-1,093469851;0,673603261;0,777332336
Ffar4;free fatty acid receptor 4;1,426085144;0,05286613;0,114936246
Fgd1;"FYVE; RhoGEF and PH domain containing 1";-1,519369124;8,88E-06;6,51E-05
Fgd2;"FYVE; RhoGEF and PH domain containing 2";-1,295343119;0,018640336;0,049185702
Fgd3;"FYVE; RhoGEF and PH domain containing 3";1,214076395;0,3170306;0,457898415
Fgd4;"FYVE; RhoGEF and PH domain containing 4";1,100404231;0,407910481;0,549763065
Fgd5;"FYVE; RhoGEF and PH domain containing 5";-1,588948091;4,42E-07;4,37E-06
Fgd6;"FYVE; RhoGEF and PH domain containing 6";-1,409008443;0,000327423;0,001571053
Fgf1;fibroblast growth factor 1;-1,047048995;0,532458838;0,664125172
Fgf10;fibroblast growth factor 10;-1,744276044;1,69E-09;2,65E-08
Fgf11;fibroblast growth factor 11;1,305346889;0,003544729;0,01226983
Fgf12;fibroblast growth factor 12;-1,169292631;0,116087519;0,213935214
Fgf13;fibroblast growth factor 13;1,197168691;0,450827326;0,590097177
Fgf18;fibroblast growth factor 18;-1,347447556;0,001088746;0,004471082
Fgf2;fibroblast growth factor 2;1,165318871;0,446485038;0,586034078
Fgf7;fibroblast growth factor 7;-1,345538261;3,21E-05;0,000203835
Fgf9;fibroblast growth factor 9;-1,229324566;0,272692402;0,409038603
Fgfbp1;fibroblast growth factor binding protein 1;2,343027781;8,25E-07;7,71E-06
Fgfbp3;fibroblast growth factor binding protein 3;-1,391014595;0,032909553;0,078517377
Fgfr1;fibroblast growth factor receptor 1;-1,254325118;0,000207129;0,001051991
Fgfr1op;Fgfr1 oncogene partner;1,386032208;0,001155045;0,004702547
Fgfr1op2;FGFR1 oncogene partner 2;-1,033172035;0,505629788;0,639688384
Fgfr2;fibroblast growth factor receptor 2;-1,01800903;0,762728624;0,841594007
Fgfr3;fibroblast growth factor receptor 3;-1,190744904;0,005661655;0,018298121
Fgfr4;fibroblast growth factor receptor 4;-2,051130262;4,78E-15;1,75E-13
Fgfrl1;fibroblast growth factor receptor-like 1;-1,031640781;0,632753332;0,745794011
Fggy;FGGY carbohydrate kinase domain containing;1,057291894;0,607585068;0,726779278
Fgl2;fibrinogen-like protein 2;1,114904552;0,359533111;0,502134907
Fgr;Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog;-1,254887779;0,314159094;0,454780623
Fh1;fumarate hydratase 1;1,28511346;7,28E-06;5,46E-05
Fhad1;forkhead-associated (FHA) phosphopeptide binding domain 1;1,914781119;0,000322164;0,001548856
Fhdc1;FH2 domain containing 1;1,16915413;0,120687862;0,220639547
Fhit;fragile histidine triad gene;-1,083352314;0,700875062;0,797142841
Fhl1;four and a half LIM domains 1;-1,51039248;2,97E-06;2,45E-05
Fhl2;four and a half LIM domains 2;-1,090840472;0,616859327;0,733780049
Fhl3;four and a half LIM domains 3;1,127087327;0,280880323;0,418369402
Fhod1;formin homology 2 domain containing 1;-1,308327996;1,52E-06;1,34E-05
Fhod3;formin homology 2 domain containing 3;-1,25028991;0,05812053;0,123576661
Fibin;fin bud initiation factor homolog (zebrafish);-2,067282318;1,14E-19;6,77E-18
Fibp;fibroblast growth factor (acidic) intracellular binding protein;-1,030266168;0,70922076;0,803148584
Ficd;FIC domain containing;1,014869651;0,84926995;0,901822091
Fig4;FIG4 homolog (S. cerevisiae);-1,115941546;0,283238914;0,420814559
Figf;c-fos induced growth factor;-1,177892611;0,071401755;0,145268713
Fign;fidgetin;-1,166948183;0,062805312;0,131423608
Fignl1;fidgetin-like 1;-1,077839289;0,520386127;0,65284077
Fignl2;fidgetin-like 2;-1,663956188;2,65E-11;5,56E-10
Filip1;filamin A interacting protein 1;-1,518547237;1,10E-06;1,00E-05
Filip1l;filamin A interacting protein 1-like;-1,047259161;0,555913057;0,683960447
Fip1l1;FIP1 like 1 (S. cerevisiae);-1,105502588;0,08432968;0,166246057
Firre;functional intergenic repeating RNA element;-1,046048683;0,676826195;0,779702502
Fis1;fission 1 (mitochondrial outer membrane) homolog (yeast);-1,10139166;0,246287261;0,378881629
Fitm2;fat storage-inducing transmembrane protein 2;1,368856365;0,001354785;0,005397435
Fiz1;Flt3 interacting zinc finger protein 1;-1,088742079;0,247337328;0,38021798
Fjx1;four jointed box 1 (Drosophila);-1,322239851;0,000280648;0,001377242
Fkbp10;FK506 binding protein 10;-1,235796181;0,000735129;0,003192231
Fkbp11;FK506 binding protein 11;1,171433924;0,170385727;0,286681727
Fkbp14;FK506 binding protein 14;1,024885724;0,707288187;0,80174667
Fkbp15;FK506 binding protein 15;-1,059390067;0,43329143;0,573022546
Fkbp1a;FK506 binding protein 1a;1,158334056;0,026080397;0,064877577
Fkbp1b;FK506 binding protein 1b;-1,036663309;0,784402273;0,857896135
Fkbp2;FK506 binding protein 2;-1,046479592;0,470586545;0,607707399
Fkbp3;FK506 binding protein 3;1,11559961;0,097316216;0,185902986
Fkbp4;FK506 binding protein 4;1,035805131;0,533852656;0,665354627
Fkbp5;FK506 binding protein 5;1,284011197;0,117144136;0,215503499
Fkbp7;FK506 binding protein 7;-1,344369506;1,02E-06;9,35E-06
Fkbp8;FK506 binding protein 8;-1,09493129;0,083346898;0,164618258
Fkbp9;FK506 binding protein 9;-1,096262986;0,179534742;0,298637948
Fkbpl;FK506 binding protein-like;1,008645628;0,937665565;0,961585605
Fkrp;fukutin related protein;1,011546292;0,863533449;0,91175263
Fktn;fukutin;1,037502309;0,742854315;0,826658863
Flad1;"RFad1; flavin adenine dinucleotide synthetase; homolog (yeast)";1,013829126;0,866031695;0,912994198
Flcn;folliculin;1,131649761;0,055378369;0,119097974
Fli1;Friend leukemia integration 1;-1,326753898;0,000578619;0,002581355
Flii;flightless I homolog (Drosophila);1,065122223;0,237141049;0,36816957
Flna;"filamin; alpha";-1,03958087;0,72767055;0,816179178
Flnb;"filamin; beta";1,354508643;0,001462005;0,005777539
Flnc;"filamin C; gamma";1,37606052;0,000625392;0,002770645
Flot1;flotillin 1;1,015627899;0,846912622;0,89996733
Flot2;flotillin 2;1,043055437;0,477380628;0,614223601
Flrt1;fibronectin leucine rich transmembrane protein 1;1,063156238;0,805922037;0,87252225
Flrt2;fibronectin leucine rich transmembrane protein 2;1,056351681;0,605382419;0,725132377
Flrt3;fibronectin leucine rich transmembrane protein 3;1,115329463;0,319981356;0,461252229
Flt1;FMS-like tyrosine kinase 1;1,25496642;0,045291643;0,101615333
Flt3;FMS-like tyrosine kinase 3;1,243580125;0,147844952;0,257793105
Flt3l;FMS-like tyrosine kinase 3 ligand;1,102361845;0,455299976;0,594087612
Flt4;FMS-like tyrosine kinase 4;-1,149375377;0,1623921;0,276392446
Flywch1;FLYWCH-type zinc finger 1;-1,103732481;0,216196351;0,343837965
Flywch2;FLYWCH family member 2;-1,02614193;0,854500755;0,905015849
Fmn1;formin 1;1,529021957;0,000121681;0,000661269
Fmn2;formin 2;1,238246235;0,359719682;0,502212991
Fmnl1;formin-like 1;-1,284809975;0,083387196;0,164675683
Fmnl2;formin-like 2;-1,434217285;8,45E-05;0,000479535
Fmnl3;formin-like 3;-1,66801281;1,10E-07;1,24E-06
Fmo1;flavin containing monooxygenase 1;-2,470492524;4,68E-29;7,63E-27
Fmo2;flavin containing monooxygenase 2;-1,224121333;0,188221028;0,309684587
Fmo3;flavin containing monooxygenase 3;2,374854298;0,016206897;0,043955255
Fmo4;flavin containing monooxygenase 4;-1,277812153;0,146396612;0,2559063
Fmo5;flavin containing monooxygenase 5;-1,504579681;7,27E-07;6,89E-06
Fmod;fibromodulin;1,8737061;2,71E-10;4,88E-09
Fmr1;fragile X mental retardation syndrome 1;-1,078396936;0,144389222;0,253090797
Fn1;fibronectin 1;1,284454632;0,113906651;0,211055978
Fn3k;fructosamine 3 kinase;1,239891808;0,310714083;0,451193449
Fn3krp;fructosamine 3 kinase related protein;-1,214545014;0,054317525;0,117223276
Fnbp1;formin binding protein 1;-1,054535203;0,444525561;0,584246109
Fnbp1l;formin binding protein 1-like;-1,167764373;0,009244105;0,027501774
Fnbp4;formin binding protein 4;-1,138880068;0,171938498;0,288790067
Fndc1;fibronectin type III domain containing 1;-1,580384494;1,44E-05;9,99E-05
Fndc3a;fibronectin type III domain containing 3A;-1,009531887;0,886101297;0,926909841
Fndc3b;fibronectin type III domain containing 3B;1,144887377;0,180403776;0,299645076
