Mouse Genes,Human Ortholog Symbol,Identity
Rxra,ENSG00000186350,96.1039
Pafah1b3,ENSG00000079462,96.1039
Pnkd,ENSG00000127838,96.1039
Pknox1,ENSG00000160199,96.1009
Snrpa,ENSG00000077312,96.0993
Clock,ENSG00000134852,96.0993
Gps1,ENSG00000169727,96.0986
Atp6v0b,ENSG00000117410,96.0976
Rgs4,ENSG00000117152,96.0976
Phf14,ENSG00000106443,96.097
Trim33,ENSG00000197323,96.0958
Lyn,ENSG00000254087,96.0938
Pcgf5,ENSG00000180628,96.0938
Smoc1,ENSG00000198732,96.092
Tcf21,ENSG00000118526,96.0894
Deptor,ENSG00000155792,96.088
Sptlc2,ENSG00000100596,96.0854
Dap,ENSG00000112977,96.0784
Arpc5l,ENSG00000136950,96.0784
AI413582,ENSG00000186577,96.0784
Kcnj12,ENSG00000184185,96.0739
Eml1,ENSG00000066629,96.0736
Hspa4,ENSG00000170606,96.0714
Tmem184b,ENSG00000198792,96.0688
Smg8,ENSG00000167447,96.0646
Tenm4,ENSG00000149256,96.0636
Paip2,ENSG00000120727,96.063
Osbpl8,ENSG00000091039,96.063
Limd2,ENSG00000136490,96.063
Rasgrp2,ENSG00000068831,96.0591
Galnt16,ENSG00000100626,96.0574
Abhd16a,ENSG00000204427,96.0574
Acaca,ENSG00000278540,96.0554
Nup54,ENSG00000138750,96.0552
Nck2,ENSG00000071051,96.0526
Fis1,ENSG00000214253,96.0526
Clpx,ENSG00000166855,96.0506
Dmtn,ENSG00000158856,96.0494
Thoc5,ENSG00000100296,96.0469
Rcbtb1,ENSG00000136144,96.0452
Bmp1,ENSG00000168487,96.0446
Fmr1,ENSG00000102081,96.0443
Ddx47,ENSG00000213782,96.044
Strip2,ENSG00000128578,96.0432
Cdkl5,ENSG00000008086,96.0417
Psenen,ENSG00000205155,96.0396
Lrrc8d,ENSG00000171492,96.0373
Gabpa,ENSG00000154727,96.0352
Aifm3,ENSG00000183773,96.0331
Wdr33,ENSG00000136709,96.0329
Psmb7,ENSG00000136930,96.0289
Wnt3a,ENSG00000154342,96.0227
Psmd4,ENSG00000159352,96.0212
Hdac8,ENSG00000147099,96.0212
Lrfn3,ENSG00000126243,96.0191
Trim32,ENSG00000119401,96.0184
Mcm2,ENSG00000073111,96.0177
Ankrd29,ENSG00000154065,96.0133
Atrnl1,ENSG00000107518,96.0116
Mcu,ENSG00000156026,96.0114
Sp6,ENSG00000189120,96.0106
Inhba,ENSG00000122641,96.0094
Dars,ENSG00000115866,96.008
Zmym2,ENSG00000121741,96.0058
Brd2,ENSG00000204256,96.005
Ndrg3,ENSG00000101079,96.0
Snrpb2,ENSG00000125870,96.0
Yipf3,ENSG00000137207,96.0
Aif1l,ENSG00000126878,96.0
Pam16,ENSG00000217930,96.0
Batf,ENSG00000156127,96.0
Rab21,ENSG00000080371,96.0
Tmem185b,ENSG00000226479,96.0
Smim7,ENSG00000214046,96.0
Phex,ENSG00000102174,95.9947
Pik3r1,ENSG00000145675,95.9945
Ubash3b,ENSG00000154127,95.9938
Spns2,ENSG00000183018,95.9927
Plxna1,ENSG00000114554,95.9916
Nov,ENSG00000114554,95.9916
Sez6l2,ENSG00000174938,95.9913
Vldlr,ENSG00000147852,95.9908
Inpp4a,ENSG00000040933,95.9877
Ints2,ENSG00000108506,95.9866
Strn3,ENSG00000196792,95.9849
Rps6ka4,ENSG00000162302,95.9845
Spin4,ENSG00000186767,95.9839
Tmem150c,ENSG00000249242,95.9839
Tpi1,ENSG00000111669,95.9839
Phf10,ENSG00000130024,95.9839
Tmed7,ENSG00000134970,95.9821
Psen2,ENSG00000143801,95.9821
Fbxl2,ENSG00000153558,95.9811
Erlin1,ENSG00000107566,95.977
Wwp2,ENSG00000198373,95.977
Slc4a8,ENSG00000050438,95.9744
Rbfox2,ENSG00000100320,95.9732
Map4k3,ENSG00000011566,95.9732
Adamts6,ENSG00000049192,95.9714
Mef2d,ENSG00000116604,95.9693
Tpm4,ENSG00000167460,95.9677
Zbtb44,ENSG00000196323,95.9649
Map3k12,ENSG00000139625,95.9641
AI414108,ENSG00000080854,95.9638
Igsf9b,ENSG00000080854,95.9638
Pip4k2c,ENSG00000166908,95.962
Sri,ENSG00000075142,95.9596
Iqgap1,ENSG00000140575,95.9566
Prkd3,ENSG00000115825,95.9551
Ptp4a3,ENSG00000184489,95.9538
Traf3,ENSG00000131323,95.9507
Fbl,ENSG00000105202,95.9502
Samm50,ENSG00000100347,95.9488
Yes1,ENSG00000176105,95.9484
Glce,ENSG00000138604,95.9481
Anapc13,ENSG00000129055,95.9459
Usp13,ENSG00000058056,95.9444
Dnmt3a,ENSG00000119772,95.943
Ckmt2,ENSG00000131730,95.9427
Ldlrad3,ENSG00000179241,95.942
Ndel1,ENSG00000166579,95.942
Ints6,ENSG00000102786,95.9414
Pitpnb,ENSG00000180957,95.941
Itch,ENSG00000078747,95.9397
Myo1e,ENSG00000157483,95.9386
Kcnh3,ENSG00000135519,95.9372
Ryr3,ENSG00000198838,95.9343
Cetn2,ENSG00000147400,95.9302
Timm17b,ENSG00000126768,95.9302
Rab27a,ENSG00000069974,95.9276
Ntf3,ENSG00000185652,95.9259
Fbxo8,ENSG00000164117,95.9248
Bgn,ENSG00000182492,95.9239
Sema3f,ENSG00000001617,95.9236
Antxr1,ENSG00000169604,95.922
Gpr162,ENSG00000250510,95.9184
Exosc4,ENSG00000178896,95.9184
Phf12,ENSG00000109118,95.9163
Tmem117,ENSG00000139173,95.9144
Gck,ENSG00000106633,95.914
Rad54l2,ENSG00000164080,95.91
Mmp2,ENSG00000087245,95.9091
Fam46c,ENSG00000183508,95.9079
Ercc3,ENSG00000163161,95.9079
Ttc9c,ENSG00000162222,95.9064
Timm17a,ENSG00000134375,95.9064
Ddr2,ENSG00000162733,95.9064
Sf3a2,ENSG00000104897,95.9052
Ndufv1,ENSG00000167792,95.9052
Gm13889,ENSG00000187479,95.9016
Zfp385a,ENSG00000161642,95.9016
Rpl22l1,ENSG00000163584,95.9016
Clcn7,ENSG00000103249,95.9006
Zfp771,ENSG00000179965,95.8991
Myl3,ENSG00000160808,95.8974
Exosc1,ENSG00000171311,95.8974
Kcnj11,ENSG00000187486,95.8974
Pde1b,ENSG00000123360,95.8955
Sh3glb1,ENSG00000097033,95.8904
Rspo2,ENSG00000147655,95.8848
Ift172,ENSG00000138002,95.8834
Mark3,ENSG00000075413,95.8831
Syt6,ENSG00000134207,95.8824
Baiap2,ENSG00000175866,95.8801
Pik3r3,ENSG00000117461,95.8785
Zfp319,ENSG00000166188,95.8763
Pik3r4,ENSG00000196455,95.8763
Kif21b,ENSG00000116852,95.8718
Ube3a,ENSG00000114062,95.8716
Scube3,ENSG00000146197,95.8711
Nt5dc2,ENSG00000168268,95.8707
Frs2,ENSG00000166225,95.8661
Zswim5,ENSG00000162415,95.865
Rps19,ENSG00000105372,95.8621
Mcm6,ENSG00000076003,95.8587
Fosb,ENSG00000125740,95.858
Vps36,ENSG00000136100,95.8549
Gar1,ENSG00000109534,95.8525
Flnb,ENSG00000136068,95.8493
Txnl1,ENSG00000091164,95.8477
Heatr5b,ENSG00000008869,95.8474
Ppp2r5d,ENSG00000112640,95.8472
Dimt1,ENSG00000086189,95.8466
Faf1,ENSG00000185104,95.8462
Abhd13,ENSG00000139826,95.8457
Mef2a,ENSG00000068305,95.8416
Nop58,ENSG00000055044,95.8412
Ppfia1,ENSG00000131626,95.8403
Ap4s1,ENSG00000100478,95.8333
Tmem170,ENSG00000166822,95.8333
Cadps2,ENSG00000081803,95.8333
Fam131b,ENSG00000159784,95.8333
Fam102a,ENSG00000167106,95.8333
Dynlrb1,ENSG00000125971,95.8333
Agap3,ENSG00000133612,95.8288
Oxsr1,ENSG00000172939,95.8254
B3gat3,ENSG00000149541,95.8209
Tada1,ENSG00000152382,95.8209
Mest,ENSG00000106484,95.8209
Mbtps1,ENSG00000140943,95.8175
Itpr2,ENSG00000123104,95.8164
Gucd1,ENSG00000138867,95.8159
Clstn3,ENSG00000139182,95.8159
Tbc1d9,ENSG00000109436,95.8136
Mdga1,ENSG00000112139,95.8115
Zbtb8os,ENSG00000176261,95.8084
Tmem229b,ENSG00000198133,95.8084
Serinc1,ENSG00000111897,95.8057
Dpp8,ENSG00000074603,95.805
Eml5,ENSG00000165521,95.8017
Etfa,ENSG00000140374,95.7958
Elp3,ENSG00000134014,95.7952
Ostf1,ENSG00000134996,95.7944
Scfd1,ENSG00000092108,95.7944
Sipa1l1,ENSG00000197555,95.7936
Osbpl9,ENSG00000117859,95.788
Inppl1,ENSG00000165458,95.787
Vps18,ENSG00000104142,95.7862
Cacna2d1,ENSG00000153956,95.7837
Nmt2,ENSG00000152465,95.7831
Prpf40a,ENSG00000196504,95.7819
Vps51,ENSG00000149823,95.7801
Sap30bp,ENSG00000161526,95.7792
Ints8,ENSG00000164941,95.7789
Cog3,ENSG00000136152,95.7729
Cpsf1,ENSG00000071894,95.7727
E430025E21Rik,ENSG00000164961,95.7722
Hira,ENSG00000100084,95.7719
Srl,ENSG00000185739,95.7717
Rabggtb,ENSG00000137955,95.7704
Dgkb,ENSG00000136267,95.7659
Dctn2,ENSG00000175203,95.7606
Usp32,ENSG00000170832,95.7606
Kcnn3,ENSG00000143603,95.7592
Azin1,ENSG00000155096,95.7589
AI314180,ENSG00000136813,95.7586
Ppia,ENSG00000196262,95.7576
Dstn,ENSG00000125868,95.7576
Bok,ENSG00000176720,95.7547
Sf3b2,ENSG00000087365,95.7542
Sf3b1,ENSG00000087365,95.7542
Aldh1a7,ENSG00000128918,95.7529
Unc50,ENSG00000115446,95.7529
Aldh1a2,ENSG00000128918,95.7529
Btbd9,ENSG00000183826,95.7516
Camk2g,ENSG00000148660,95.7483
Iffo2,ENSG00000169991,95.7447
Rhobtb3,ENSG00000164292,95.7447
Slc30a7,ENSG00000162695,95.7447
Naa10,ENSG00000102030,95.7447
Gatm,ENSG00000171766,95.7447
Arfgef2,ENSG00000124198,95.7423
Plcg1,ENSG00000124181,95.7397
Dnali1,ENSG00000163879,95.7364
Nudt16l1,ENSG00000168101,95.7346
Ube2q2,ENSG00000140367,95.7333
Nudt10,ENSG00000196368,95.7317
Nudt11,ENSG00000196368,95.7317
Fam188a,ENSG00000148481,95.7303
Rbm15b,ENSG00000259956,95.7303
Nlgn1,ENSG00000169760,95.7295
Lims1,ENSG00000256671,95.7286
Nampt,ENSG00000105835,95.723
Plrg1,ENSG00000171566,95.7198
Pfn1,ENSG00000108518,95.7143
Lancl3,ENSG00000147036,95.7143
Klhdc8a,ENSG00000162873,95.7143
Sarnp,ENSG00000205323,95.7143
Psme4,ENSG00000068878,95.7135
Slc35a2,ENSG00000102100,95.7071
Pim3,ENSG00000198355,95.7055
Pin1,ENSG00000127445,95.7055
Crbn,ENSG00000113851,95.7014
Sh3bgrl3,ENSG00000142669,95.6989
1110037F02Rik,ENSG00000164944,95.6954
Fbxl14,ENSG00000171823,95.6938
Tmtc2,ENSG00000179104,95.6938
Zbtb26,ENSG00000171448,95.6916
Cdkn2aipnl,ENSG00000237190,95.6897
Exoc4,ENSG00000131558,95.6879
Ndrg2,ENSG00000165795,95.6873
Srrm1,ENSG00000133226,95.6858
Ambra1,ENSG00000110497,95.6857
Hid1,ENSG00000167861,95.6853
Neto1,ENSG00000166342,95.6848
Cnih4,ENSG00000143771,95.6835
C330006A16Rik,ENSG00000238227,95.6835
Trappc2l,ENSG00000167515,95.6835
Cmtm4,ENSG00000183723,95.6731
Ccdc25,ENSG00000147419,95.6731
Edc3,ENSG00000179151,95.6693
Slc25a22,ENSG00000177542,95.6656
Osbp,ENSG00000110048,95.6629
Samd8,ENSG00000156671,95.6627
Cds1,ENSG00000163624,95.6616
R3hdm2,ENSG00000179912,95.6566
Tfe3,ENSG00000068323,95.6522
Idh1,ENSG00000138413,95.6522
Smim12,ENSG00000163866,95.6522
Tgfb2,ENSG00000092969,95.6522
4933434E20Rik,ENSG00000143612,95.6522
Neurl4,ENSG00000215041,95.6466
Dcaf8,ENSG00000132716,95.6449
Atf2,ENSG00000115966,95.6436
Mcm5,ENSG00000100297,95.6403
Rps6ka5,ENSG00000100784,95.6359
Drosha,ENSG00000113360,95.6332
Zfp821,ENSG00000102984,95.6311
Tm9sf2,ENSG00000125304,95.6259
Edil3,ENSG00000164176,95.625
Celsr2,ENSG00000143126,95.6209
Tmem106b,ENSG00000106460,95.6204
Nab2,ENSG00000166886,95.619
Hoxb4,ENSG00000182742,95.6175
Vps37d,ENSG00000176428,95.6175
Slc4a3,ENSG00000114923,95.6169
Rpe,ENSG00000197713,95.614
Pygb,ENSG00000100994,95.6109
Spag9,ENSG00000008294,95.6094
Asun,ENSG00000064102,95.6091
Tcf12,ENSG00000140262,95.6091
Prkcz,ENSG00000067606,95.6081
Kcnq5,ENSG00000185760,95.6009
Adcy2,ENSG00000078295,95.6004
Kcnh2,ENSG00000055118,95.5997
Zfand3,ENSG00000156639,95.5947
Brd4,ENSG00000141867,95.5947
Phf21a,ENSG00000135365,95.5947
Top3b,ENSG00000100038,95.5916
Sema3a,ENSG00000075213,95.5901
Bicd1,ENSG00000151746,95.5897
Gng10,ENSG00000242616,95.5882
Tspan13,ENSG00000106537,95.5882
Myo5a,ENSG00000197535,95.5851
Gfod2,ENSG00000141098,95.5844
Atp6v0a1,ENSG00000033627,95.5795
Tmem110,ENSG00000213533,95.5782
Tcf7l1,ENSG00000152284,95.5782
Pfkfb3,ENSG00000170525,95.5769
Spcs2,ENSG00000118363,95.5752
Birc6,ENSG00000115760,95.5734
Gpr88,ENSG00000181656,95.5729
Katnb1,ENSG00000140854,95.5725
Smap2,ENSG00000084070,95.5711
Rpl13a,ENSG00000142541,95.5665
Slc22a17,ENSG00000092096,95.5626
Ccnj,ENSG00000107443,95.5614
Aars,ENSG00000090861,95.5579
Uba1,ENSG00000130985,95.5577
S100a6,ENSG00000197956,95.5556
Chd1,ENSG00000153922,95.5556
Arf4,ENSG00000168374,95.5556
Rhbdf1,ENSG00000007384,95.5556
Eef1b2,ENSG00000114942,95.5556
Mapk14,ENSG00000112062,95.5556
Slc25a13,ENSG00000004864,95.5556
Agfg1,ENSG00000173744,95.5516
Aqp3,ENSG00000165272,95.5479
Zfp146,ENSG00000167635,95.5479
Taok3,ENSG00000135090,95.5457
5031439G07Rik,ENSG00000100364,95.5446
Rhbdl3,ENSG00000141314,95.5446
Ash2l,ENSG00000129691,95.5414
Pfkfb1,ENSG00000158571,95.5414
Lonp2,ENSG00000102910,95.5399
Zc3h15,ENSG00000065548,95.5399
Wdr47,ENSG00000085433,95.5386
Xkr4,ENSG00000206579,95.5385
Exosc7,ENSG00000075914,95.5326
Ube2c,ENSG00000175063,95.5307
Lrrn1,ENSG00000175928,95.5307
Ttc17,ENSG00000052841,95.5302
Sars,ENSG00000031698,95.5253
Slc9a8,ENSG00000197818,95.525
Snx10,ENSG00000086300,95.5224
Scx,ENSG00000260428,95.5224
Arl4c,ENSG00000188042,95.5224
Ddx50,ENSG00000107625,95.5224
Snai2,ENSG00000019549,95.5224
Rabgef1,ENSG00000154710,95.5193
Pir,ENSG00000087842,95.5172
Snx18,ENSG00000178996,95.5128
Ptch1,ENSG00000185920,95.5079
Ppp2r1b,ENSG00000137713,95.5075
Lphn2,ENSG00000117114,95.5071
Ovol1,ENSG00000172818,95.5056
Glg1,ENSG00000090863,95.5047
Lmbr1l,ENSG00000139636,95.501
Sart1,ENSG00000175467,95.5
Klc2,ENSG00000174996,95.4984
Vps4b,ENSG00000119541,95.4955
Cyb561d2,ENSG00000114395,95.4955
Eif2s2,ENSG00000125977,95.4955
Nol10,ENSG00000115761,95.4942
Hnrnpd,ENSG00000138668,95.493
Ergic2,ENSG00000087502,95.4907
Herc2,ENSG00000128731,95.4903
Cnot11,ENSG00000158435,95.4902
Itm2b,ENSG00000136156,95.4887
Fgf1,ENSG00000113578,95.4839
Cdc16,ENSG00000130177,95.4839
Adcy5,ENSG00000173175,95.4798
Prdx1,ENSG00000117450,95.4774
Cdc23,ENSG00000094880,95.4774
Rab28,ENSG00000157869,95.4751
Tiam1,ENSG00000156299,95.4745
Rnf103,ENSG00000239305,95.4744
Aldh18a1,ENSG00000059573,95.4717
Dach1,ENSG00000276644,95.4674
Brd3,ENSG00000169925,95.4545
Ap1s3,ENSG00000152056,95.4545
Tecr,ENSG00000099797,95.4545
Sap30,ENSG00000164105,95.4545
Emc7,ENSG00000134153,95.4545
Tub,ENSG00000166402,95.4545
Fbxo45,ENSG00000174013,95.4545
Abcd3,ENSG00000117528,95.4476
Wasl,ENSG00000106299,95.4455
Hnrnpul1,ENSG00000105323,95.4439
Ptk2b,ENSG00000120899,95.441
Lrrc59,ENSG00000108829,95.4397
2810403A07Rik,ENSG00000132680,95.4397
Slc25a17,ENSG00000100372,95.4397
Ccz1,ENSG00000122674,95.4357
Btbd1,ENSG00000064726,95.4357
Slc44a1,ENSG00000070214,95.4338
Rictor,ENSG00000164327,95.4333
Sidt2,ENSG00000149577,95.4327
Unk,ENSG00000132478,95.4321
Arsi,ENSG00000183876,95.4306
Myl7,ENSG00000106631,95.4286
Ints7,ENSG00000143493,95.4262
Slc9a5,ENSG00000135740,95.4241
Syt3,ENSG00000213023,95.4237
Reep1,ENSG00000068615,95.4225
Mturn,ENSG00000180354,95.4198
Vangl1,ENSG00000173218,95.4198
Paxbp1,ENSG00000159086,95.4198
Vcpip1,ENSG00000175073,95.4174
Tapt1,ENSG00000169762,95.4145
Ppip5k2,ENSG00000145725,95.4143
Taf2,ENSG00000064313,95.4128
Fez1,ENSG00000149557,95.4082
Pi4k2a,ENSG00000155252,95.4071
Ext2,ENSG00000151348,95.4039
Gjb6,ENSG00000121742,95.4023
Plag1,ENSG00000181690,95.4
Fbxo42,ENSG00000037637,95.3975
Vav3,ENSG00000134215,95.3955
Fam126b,ENSG00000155744,95.3925
Slc12a4,ENSG00000124067,95.3917
Med17,ENSG00000042429,95.3917
Dhx16,ENSG00000204560,95.389
Fzd8,ENSG00000177283,95.389
Ints5,ENSG00000185085,95.3876
Rap1gds1,ENSG00000138698,95.3872
Gnl1,ENSG00000204590,95.3872
Dock1,ENSG00000150760,95.3871
Ptprf,ENSG00000142949,95.3854
Slc35a3,ENSG00000117620,95.3846
Smarcc1,ENSG00000173473,95.3846
Adra1b,ENSG00000170214,95.3846
Pgrmc1,ENSG00000101856,95.3846
Cntn1,ENSG00000018236,95.3831
Srp72,ENSG00000174780,95.38
Klhl41,ENSG00000239474,95.3795
Hic1,ENSG00000177374,95.3782
Rbm10,ENSG00000182872,95.3763
Ssr4,ENSG00000180879,95.3757
Crebbp,ENSG00000005339,95.3726
Dennd5b,ENSG00000170456,95.3689
Dkk2,ENSG00000155011,95.3668
Gls,ENSG00000115419,95.3662
Tab3,ENSG00000157625,95.3652
Gmpr,ENSG00000137198,95.3623
Klf3,ENSG00000109787,95.3623
Timm22,ENSG00000177370,95.3608
Edc4,ENSG00000038358,95.3605
Galnt10,ENSG00000164574,95.3566
Setd7,ENSG00000145391,95.3552
Gpbp1,ENSG00000062194,95.3488
Nudt3,ENSG00000272325,95.3488
Pcgf2,ENSG00000277258,95.3488
Dgcr8,ENSG00000128191,95.3428
Slc35b1,ENSG00000121073,95.3416
Ttc8,ENSG00000165533,95.3398
Ubr3,ENSG00000144357,95.339
Pnck,ENSG00000130822,95.3353
Angptl2,ENSG00000136859,95.3347
Ptpru,ENSG00000060656,95.3343
Herc3,ENSG00000138641,95.3333
Lrfn1,ENSG00000128011,95.3307
Fbxo21,ENSG00000135108,95.3301
Fbxo3,ENSG00000110429,95.3291
Zmym3,ENSG00000147130,95.3285
Pik3cb,ENSG00000051382,95.3271
Rnf128,ENSG00000133135,95.3271
Itpr3,ENSG00000096433,95.3201
Kcnmb2,ENSG00000197584,95.3191
P4ha1,ENSG00000122884,95.3184
Slc9a7,ENSG00000065923,95.3168
Wdr24,ENSG00000127580,95.3165
Cers6,ENSG00000172292,95.3125
Nkiras1,ENSG00000197885,95.3125
Abca1,ENSG00000165029,95.3118
Ddx42,ENSG00000198231,95.3092
Shank3,ENSG00000251322,95.3066
Cdk13,ENSG00000065883,95.3042
Slc25a4,ENSG00000151729,95.302
Chuk,ENSG00000213341,95.302
Bcl9,ENSG00000116128,95.3015
Nek9,ENSG00000119638,95.3013
Bre,ENSG00000158019,95.3003
Wsb2,ENSG00000176871,95.297
Tbck,ENSG00000145348,95.2968
Efnb3,ENSG00000108947,95.2941
Etv5,ENSG00000244405,95.2941
Trpv4,ENSG00000111199,95.2928
2010012O05Rik,ENSG00000166275,95.283
Mapk9,ENSG00000050748,95.283
Nipa2,ENSG00000140157,95.2778
Orai2,ENSG00000160991,95.2756
Bai2,ENSG00000121753,95.2681
Tmem168,ENSG00000146802,95.2654
Nelfa,ENSG00000185049,95.2652
Cygb,ENSG00000161544,95.2632
Sdf2,ENSG00000132581,95.2607
Prickle2,ENSG00000163637,95.2607
Xpr1,ENSG00000143324,95.2586
Nle1,ENSG00000073536,95.2577
Plekhd1,ENSG00000175985,95.2569
Fam57b,ENSG00000149926,95.2555
Mxi1,ENSG00000119950,95.2542
Grk5,ENSG00000198873,95.2542
Trim54,ENSG00000138100,95.2514
Kirrel,ENSG00000183853,95.2444
Acap2,ENSG00000114331,95.2442
Cdc37,ENSG00000105401,95.2381
Vdac2,ENSG00000165637,95.2381
Grem2,ENSG00000180875,95.2381
Ptbp3,ENSG00000119314,95.229
Pdia6,ENSG00000143870,95.2273
Ttl,ENSG00000114999,95.2255
Col2a1,ENSG00000139219,95.2253
Epha8,ENSG00000070886,95.2239
Nat10,ENSG00000135372,95.2195
Prkd2,ENSG00000105287,95.2164
Cops8,ENSG00000198612,95.2153
Dtd1,ENSG00000125821,95.2153
Rc3h2,ENSG00000056586,95.2141
Cblb,ENSG00000114423,95.2139
Heca,ENSG00000112406,95.2118
Limk1,ENSG00000106683,95.2087
Kif3c,ENSG00000084731,95.2081
Chpf2,ENSG00000033100,95.2073
Lrrc10b,ENSG00000204950,95.2055
Actr10,ENSG00000131966,95.2038
Capn7,ENSG00000131375,95.2029
Mid1,ENSG00000101871,95.2024
Gpr137,ENSG00000173264,95.202
Xpnpep1,ENSG00000108039,95.1952
Snx30,ENSG00000148158,95.1945
Zfp513,ENSG00000163795,95.1941
Napg,ENSG00000134265,95.1923
Ide,ENSG00000119912,95.1914
Syn2,ENSG00000157152,95.189
Rbm27,ENSG00000091009,95.1887
Tmem209,ENSG00000146842,95.1872
Cited2,ENSG00000164442,95.1852
Plek2,ENSG00000100558,95.1841
Csnk1g2,ENSG00000133275,95.1807
Rps21,ENSG00000171858,95.1807
Chordc1,ENSG00000110172,95.1807
Hcn4,ENSG00000138622,95.1787
Fam98a,ENSG00000119812,95.1737
Reln,ENSG00000189056,95.1734
Pcif1,ENSG00000100982,95.1705
Specc1l,ENSG00000100014,95.1656
Idh3g,ENSG00000067829,95.1654
Aldh2,ENSG00000111275,95.1644
Hspa1a,ENSG00000204389,95.1638
Hspa1b,ENSG00000204389,95.1638
Capn6,ENSG00000077274,95.1638
Ube4b,ENSG00000130939,95.1613
Cntfr,ENSG00000122756,95.1613
Gpd1l,ENSG00000152642,95.1567
Tmod2,ENSG00000128872,95.1567
Tmed1,ENSG00000099203,95.1542
Pcmt1,ENSG00000120265,95.1542
Tex30,ENSG00000151287,95.1542
Ilkap,ENSG00000132323,95.1531
Fig4,ENSG00000112367,95.1488
Ccdc6,ENSG00000108091,95.1477
Sema6a,ENSG00000092421,95.1456
Ralb,ENSG00000144118,95.1456
Nat14,ENSG00000090971,95.1456
Bckdk,ENSG00000103507,95.1456
Doc2b,ENSG00000272636,95.1456
Ubfd1,ENSG00000103353,95.1456
Chmp7,ENSG00000147457,95.1435
Dhx30,ENSG00000132153,95.1424
Smarca1,ENSG00000102038,95.1402
Morf4l2,ENSG00000123562,95.1389
Tox3,ENSG00000103460,95.1389
Kctd8,ENSG00000183783,95.1374
Hbp1,ENSG00000105856,95.1362
Fam110b,ENSG00000169122,95.1351
Smo,ENSG00000088826,95.1351
Smox,ENSG00000088826,95.1351
Prpf4b,ENSG00000112739,95.1341
Idh2,ENSG00000182054,95.1327
Dmtf1,ENSG00000135164,95.1316
Fmnl3,ENSG00000161791,95.1315
Zdhhc7,ENSG00000153786,95.1299
Abcc8,ENSG00000006071,95.1297
Rpf1,ENSG00000117133,95.1289
Strada,ENSG00000266173,95.1276
Syt11,ENSG00000132718,95.1276
Hoxb3,ENSG00000120093,95.1276
Cntn4,ENSG00000144619,95.1267
Prdm6,ENSG00000061455,95.1261
Samd4,ENSG00000020577,95.1254
Cul4a,ENSG00000139842,95.1252
Slc1a2,ENSG00000110436,95.1219
Brd1,ENSG00000100425,95.1219
Med6,ENSG00000133997,95.1219
Gmpr2,ENSG00000100938,95.1149
Rasd2,ENSG00000100302,95.1128
Yme1l1,ENSG00000136758,95.1117
Poldip2,ENSG00000004142,95.1087
Dnm1l,ENSG00000087470,95.1087
Zfp191,ENSG00000172466,95.1087
Get4,ENSG00000239857,95.107
Dapk1,ENSG00000196730,95.1049
Clasrp,ENSG00000104859,95.1039
Dgat2,ENSG00000062282,95.1031
B4galt5,ENSG00000158470,95.1031
Hecw2,ENSG00000138411,95.1018
Reps1,ENSG00000135597,95.1005
Rcbtb2,ENSG00000136161,95.0998
Sesn1,ENSG00000080546,95.0998
Tshz3,ENSG00000121297,95.0971
Lzts3,ENSG00000088899,95.0966
Zdhhc2,ENSG00000104219,95.0954
Fosl2,ENSG00000075426,95.092
Golph3l,ENSG00000143457,95.0877
Tec,ENSG00000135605,95.0872
Cdk7,ENSG00000134058,95.0867
Strn4,ENSG00000090372,95.0863
Zfp703,ENSG00000183779,95.0847
Tbx2,ENSG00000121068,95.0843
Dock2,ENSG00000134516,95.082
Tmem39a,ENSG00000176142,95.082
Taf9,ENSG00000273841,95.0758
Ak6,ENSG00000273841,95.0758
Numbl,ENSG00000105245,95.0739
Msantd4,ENSG00000170903,95.0725
Tmem161b,ENSG00000164180,95.0719
Cotl1,ENSG00000103187,95.0704
Atp5g3,ENSG00000154518,95.0704
Bloc1s2,ENSG00000196072,95.0704
Gmfb,ENSG00000197045,95.0704
Ints10,ENSG00000104613,95.0704
Uchl1,ENSG00000154277,95.0673
Kdm5c,ENSG00000126012,95.0641
Sacm1l,ENSG00000211456,95.0596
Nos1ap,ENSG00000198929,95.0593
Paics,ENSG00000128050,95.0588
Rpn1,ENSG00000163902,95.0577
Fus,ENSG00000089280,95.057
Itm2a,ENSG00000078596,95.057
Usp47,ENSG00000170242,95.0554
Wac,ENSG00000095787,95.0541
Klf6,ENSG00000067082,95.053
Wdr1,ENSG00000071127,95.0495
Neto2,ENSG00000171208,95.0476
Hnrnpul2,ENSG00000214753,95.0469
Pacsin1,ENSG00000124507,95.045
Sos2,ENSG00000100485,95.045
Swap70,ENSG00000133789,95.0427
Ankfy1,ENSG00000185722,95.0385
Pmm1,ENSG00000100417,95.0382
Wrnip1,ENSG00000124535,95.0376
Lix1,ENSG00000145721,95.0355
Pomp,ENSG00000132963,95.0355
Wdr7,ENSG00000091157,95.0336
Dhrs3,ENSG00000162496,95.0331
Sp1,ENSG00000185591,95.0318
Zbtb37,ENSG00000185278,95.0298
Atf3,ENSG00000162772,95.0276
Gmeb1,ENSG00000162419,95.0266
Plk1,ENSG00000166851,95.0249
Arl4d,ENSG00000175906,95.0249
Crlf1,ENSG00000006016,95.0237
Slc38a7,ENSG00000103042,95.0216
Dhx35,ENSG00000101452,95.0213
Zcchc17,ENSG00000121766,95.0207
Rcc2,ENSG00000179051,95.0192
Slc25a15,ENSG00000102743,95.0166
Thoc6,ENSG00000131652,95.0147
Syt12,ENSG00000173227,95.0119
