gene	Nichols_24571919	Al_Mudares_37368978_Female	Al_Mudares_37368978_Male	Bao_27137150_lncrna	Bao_27137150_mrna	Bhattacharya_25150061	Chao_27770432	Coarfa_28818871_female_down_d21	Coarfa_28818871_female_down_d7	Coarfa_28818871_female_up_d21	Coarfa_28818871_female_up_d7	Coarfa_28818871_male_down_d21	Coarfa_28818871_male_down_d7	Coarfa_28818871_male_up_d21	Coarfa_28818871_male_up_d7	Natarajan_28851267_down	Natarajan_28851267_up	Rao_37310763	Revhaug_31454811_down	Revhaug_31454811_up	maic_score	contributors
ENSG00000263528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003594739753525	0.0	0.0	1.0003594739753525	TRANSCRIPTOMICS: Rao_37310763
ENSG00000103549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003594030476208	0.0	0.0	1.0003594030476208	TRANSCRIPTOMICS: Rao_37310763
ENSG00000000938	0.0	0.0	1.0002679196690745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000359332119889	0.0	0.0	1.000359332119889	TRANSCRIPTOMICS: Rao_37310763
ENSG00000204361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003592611921572	0.0	0.0	1.0003592611921572	TRANSCRIPTOMICS: Rao_37310763
ENSG00000166527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003591902644255	0.0	0.0	1.0003591902644255	TRANSCRIPTOMICS: Rao_37310763
ENSG00000166886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003591193366936	0.0	0.0	1.0003591193366936	TRANSCRIPTOMICS: Rao_37310763
ENSG00000162711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000359048408962	0.0	0.0	1.000359048408962	TRANSCRIPTOMICS: Rao_37310763
ENSG00000124440	0.0	0.0	1.0002714396690762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003589774812303	0.0	0.0	1.0003589774812303	TRANSCRIPTOMICS: Rao_37310763
ENSG00000107438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003589065534984	0.0	0.0	1.0003589065534984	TRANSCRIPTOMICS: Rao_37310763
ENSG00000105383	0.0	0.0	0.0	0.0	0.0	0.0	1.0001343762463055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003588356257667	0.0	0.0	1.0003588356257667	TRANSCRIPTOMICS: Rao_37310763
ENSG00000105492	0.0	0.0	0.0	0.0	0.0	0.0	1.0001343762463055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000358764698035	0.0	0.0	1.000358764698035	TRANSCRIPTOMICS: Rao_37310763
ENSG00000100883	0.0	0.0	1.0002698396690755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000358693770303	0.0	0.0	1.000358693770303	TRANSCRIPTOMICS: Rao_37310763
ENSG00000132205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003586228425714	0.0	0.0	1.0003586228425714	TRANSCRIPTOMICS: Rao_37310763
ENSG00000162999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003585519148397	0.0	0.0	1.0003585519148397	TRANSCRIPTOMICS: Rao_37310763
ENSG00000172602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003584809871078	0.0	0.0	1.0003584809871078	TRANSCRIPTOMICS: Rao_37310763
ENSG00000171421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003583391316444	0.0	0.0	1.0003583391316444	TRANSCRIPTOMICS: Rao_37310763
ENSG00000130758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003582682039125	0.0	0.0	1.0003582682039125	TRANSCRIPTOMICS: Rao_37310763
ENSG00000105327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003581972761808	0.0	0.0	1.0003581972761808	TRANSCRIPTOMICS: Rao_37310763
ENSG00000006047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003581263484491	0.0	0.0	1.0003581263484491	TRANSCRIPTOMICS: Rao_37310763
ENSG00000166924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003580554207172	0.0	0.0	1.0003580554207172	TRANSCRIPTOMICS: Rao_37310763
ENSG00000107968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000357558926595	0.0	0.0	1.000357558926595	TRANSCRIPTOMICS: Rao_37310763
ENSG00000102265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003574879988633	0.0	0.0	1.0003574879988633	TRANSCRIPTOMICS: Rao_37310763
ENSG00000166923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003574170711313	0.0	0.0	1.0003574170711313	TRANSCRIPTOMICS: Rao_37310763
ENSG00000196793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003573461433997	0.0	0.0	1.0003573461433997	TRANSCRIPTOMICS: Rao_37310763
ENSG00000179094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000357275215668	0.0	0.0	1.000357275215668	TRANSCRIPTOMICS: Rao_37310763
ENSG00000135185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000357204287936	0.0	0.0	1.000357204287936	TRANSCRIPTOMICS: Rao_37310763
ENSG00000088836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003571333602044	0.0	0.0	1.0003571333602044	TRANSCRIPTOMICS: Rao_37310763
ENSG00000150672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003570624324727	0.0	0.0	1.0003570624324727	TRANSCRIPTOMICS: Rao_37310763
ENSG00000156234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003569915047408	0.0	0.0	1.0003569915047408	TRANSCRIPTOMICS: Rao_37310763
ENSG00000086991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000356920577009	0.0	0.0	1.000356920577009	TRANSCRIPTOMICS: Rao_37310763
ENSG00000204599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003568496492774	0.0	0.0	1.0003568496492774	TRANSCRIPTOMICS: Rao_37310763
ENSG00000130813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003567787215455	0.0	0.0	1.0003567787215455	TRANSCRIPTOMICS: Rao_37310763
ENSG00000185338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003567077938138	0.0	0.0	1.0003567077938138	TRANSCRIPTOMICS: Rao_37310763
ENSG00000133067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003566368660821	0.0	0.0	1.0003566368660821	TRANSCRIPTOMICS: Rao_37310763
ENSG00000116260	0.0	1.0002524905690122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003565659383502	0.0	0.0	1.0003565659383502	TRANSCRIPTOMICS: Rao_37310763
ENSG00000109906	0.0	0.0	1.0002721196690767	0.0	1.0002657273041973	0.0	0.0	0.0	0.0	1.0000267673174672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003564950106185	0.0	0.0	1.0003564950106185	TRANSCRIPTOMICS: Rao_37310763
ENSG00000169621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003564240828868	0.0	0.0	1.0003564240828868	TRANSCRIPTOMICS: Rao_37310763
ENSG00000143473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000356353155155	0.0	0.0	1.000356353155155	TRANSCRIPTOMICS: Rao_37310763
ENSG00000010810	0.0	0.0	1.0002700696690756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003562822274232	0.0	0.0	1.0003562822274232	TRANSCRIPTOMICS: Rao_37310763
ENSG00000135069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003562112996915	0.0	0.0	1.0003562112996915	TRANSCRIPTOMICS: Rao_37310763
ENSG00000124203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003561403719596	0.0	0.0	1.0003561403719596	TRANSCRIPTOMICS: Rao_37310763
ENSG00000137198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000356069444228	0.0	0.0	1.000356069444228	TRANSCRIPTOMICS: Rao_37310763
ENSG00000120279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003559985164963	0.0	0.0	1.0003559985164963	TRANSCRIPTOMICS: Rao_37310763
ENSG00000137193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003559275887643	0.0	0.0	1.0003559275887643	TRANSCRIPTOMICS: Rao_37310763
ENSG00000153933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003558566610327	0.0	0.0	1.0003558566610327	TRANSCRIPTOMICS: Rao_37310763
ENSG00000103326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000355785733301	0.0	0.0	1.000355785733301	TRANSCRIPTOMICS: Rao_37310763
ENSG00000100092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000355714805569	0.0	0.0	1.000355714805569	TRANSCRIPTOMICS: Rao_37310763
ENSG00000164236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003556438778374	0.0	0.0	1.0003556438778374	TRANSCRIPTOMICS: Rao_37310763
ENSG00000075035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003555729501057	0.0	0.0	1.0003555729501057	TRANSCRIPTOMICS: Rao_37310763
ENSG00000188419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003555020223738	0.0	0.0	1.0003555020223738	TRANSCRIPTOMICS: Rao_37310763
ENSG00000168476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000355431094642	0.0	0.0	1.000355431094642	TRANSCRIPTOMICS: Rao_37310763
ENSG00000154803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003553601669104	0.0	0.0	1.0003553601669104	TRANSCRIPTOMICS: Rao_37310763
ENSG00000167548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003552892391785	0.0	0.0	1.0003552892391785	TRANSCRIPTOMICS: Rao_37310763
ENSG00000082196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003552183114468	0.0	0.0	1.0003552183114468	TRANSCRIPTOMICS: Rao_37310763
ENSG00000099985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003551473837151	0.0	0.0	1.0003551473837151	TRANSCRIPTOMICS: Rao_37310763
ENSG00000100767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003550764559834	0.0	0.0	1.0003550764559834	TRANSCRIPTOMICS: Rao_37310763
ENSG00000126821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003550055282515	0.0	0.0	1.0003550055282515	TRANSCRIPTOMICS: Rao_37310763
ENSG00000175183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003549346005198	0.0	0.0	1.0003549346005198	TRANSCRIPTOMICS: Rao_37310763
ENSG00000166510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003548636727881	0.0	0.0	1.0003548636727881	TRANSCRIPTOMICS: Rao_37310763
ENSG00000132561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003547927450562	0.0	0.0	1.0003547927450562	TRANSCRIPTOMICS: Rao_37310763
ENSG00000186687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003547218173245	0.0	0.0	1.0003547218173245	TRANSCRIPTOMICS: Rao_37310763
ENSG00000178234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003546508895929	0.0	0.0	1.0003546508895929	TRANSCRIPTOMICS: Rao_37310763
ENSG00000115956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000354579961861	0.0	0.0	1.000354579961861	TRANSCRIPTOMICS: Rao_37310763
ENSG00000204371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003545090341293	0.0	0.0	1.0003545090341293	TRANSCRIPTOMICS: Rao_37310763
ENSG00000171777	0.0	0.0	1.0002683196690747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003544381063976	0.0	0.0	1.0003544381063976	TRANSCRIPTOMICS: Rao_37310763
ENSG00000113369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003543671786657	0.0	0.0	1.0003543671786657	TRANSCRIPTOMICS: Rao_37310763
ENSG00000064687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003540834677387	0.0	0.0	1.0003540834677387	TRANSCRIPTOMICS: Rao_37310763
ENSG00000176472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000354012540007	0.0	0.0	1.000354012540007	TRANSCRIPTOMICS: Rao_37310763
ENSG00000291237	0.0	0.0	1.0002697596690755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000353941612275	0.0	0.0	1.000353941612275	TRANSCRIPTOMICS: Rao_37310763
ENSG00000150477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003538706845434	0.0	0.0	1.0003538706845434	TRANSCRIPTOMICS: Rao_37310763
ENSG00000147642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003537997568117	0.0	0.0	1.0003537997568117	TRANSCRIPTOMICS: Rao_37310763
ENSG00000166250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003536579013481	0.0	0.0	1.0003536579013481	TRANSCRIPTOMICS: Rao_37310763
ENSG00000178719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003535869736164	0.0	0.0	1.0003535869736164	TRANSCRIPTOMICS: Rao_37310763
ENSG00000172175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003535160458845	0.0	0.0	1.0003535160458845	TRANSCRIPTOMICS: Rao_37310763
ENSG00000160753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003534451181528	0.0	0.0	1.0003534451181528	TRANSCRIPTOMICS: Rao_37310763
ENSG00000174429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003533741904211	0.0	0.0	1.0003533741904211	TRANSCRIPTOMICS: Rao_37310763
ENSG00000171992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003533032626892	0.0	0.0	1.0003533032626892	TRANSCRIPTOMICS: Rao_37310763
ENSG00000076944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003532323349575	0.0	0.0	1.0003532323349575	TRANSCRIPTOMICS: Rao_37310763
ENSG00000111490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003531614072259	0.0	0.0	1.0003531614072259	TRANSCRIPTOMICS: Rao_37310763
ENSG00000216588	0.0	1.0002578431494302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000353090479494	0.0	0.0	1.000353090479494	TRANSCRIPTOMICS: Rao_37310763
ENSG00000174099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003530195517623	0.0	0.0	1.0003530195517623	TRANSCRIPTOMICS: Rao_37310763
ENSG00000259207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003529486240306	0.0	0.0	1.0003529486240306	TRANSCRIPTOMICS: Rao_37310763
ENSG00000204482	0.0	0.0	1.0002684396690749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003528776962987	0.0	0.0	1.0003528776962987	TRANSCRIPTOMICS: Rao_37310763
ENSG00000034713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000352806768567	0.0	0.0	1.000352806768567	TRANSCRIPTOMICS: Rao_37310763
ENSG00000163866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003527358408353	0.0	0.0	1.0003527358408353	TRANSCRIPTOMICS: Rao_37310763
ENSG00000229833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003526649131034	0.0	0.0	1.0003526649131034	TRANSCRIPTOMICS: Rao_37310763
ENSG00000118503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003525939853717	0.0	0.0	1.0003525939853717	TRANSCRIPTOMICS: Rao_37310763
ENSG00000115590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00035252305764	0.0	0.0	1.00035252305764	TRANSCRIPTOMICS: Rao_37310763
ENSG00000100241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003523812021764	0.0	0.0	1.0003523812021764	TRANSCRIPTOMICS: Rao_37310763
ENSG00000160447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003523102744447	0.0	0.0	1.0003523102744447	TRANSCRIPTOMICS: Rao_37310763
ENSG00000172530	0.0	0.0	1.0002682996690748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003522393467128	0.0	0.0	1.0003522393467128	TRANSCRIPTOMICS: Rao_37310763
ENSG00000171819	0.0	0.0	0.0	0.0	1.0002657273041973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003521684189811	0.0	0.0	1.0003521684189811	TRANSCRIPTOMICS: Rao_37310763
ENSG00000144152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003520974912494	0.0	0.0	1.0003520974912494	TRANSCRIPTOMICS: Rao_37310763
ENSG00000143514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003520265635175	0.0	0.0	1.0003520265635175	TRANSCRIPTOMICS: Rao_37310763
ENSG00000253953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003519556357858	0.0	0.0	1.0003519556357858	TRANSCRIPTOMICS: Rao_37310763
ENSG00000196517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003518847080541	0.0	0.0	1.0003518847080541	TRANSCRIPTOMICS: Rao_37310763
ENSG00000181195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003518137803222	0.0	0.0	1.0003518137803222	TRANSCRIPTOMICS: Rao_37310763
ENSG00000100368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003517428525905	0.0	0.0	1.0003517428525905	TRANSCRIPTOMICS: Rao_37310763
ENSG00000152422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003516719248589	0.0	0.0	1.0003516719248589	TRANSCRIPTOMICS: Rao_37310763
ENSG00000138829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000351600997127	0.0	0.0	1.000351600997127	TRANSCRIPTOMICS: Rao_37310763
ENSG00000234469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003515300693953	0.0	0.0	1.0003515300693953	TRANSCRIPTOMICS: Rao_37310763
ENSG00000177076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003513882139317	0.0	0.0	1.0003513882139317	TRANSCRIPTOMICS: Rao_37310763
ENSG00000165272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003513172862	0.0	0.0	1.0003513172862	TRANSCRIPTOMICS: Rao_37310763
ENSG00000118526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003512463584683	0.0	0.0	1.0003512463584683	TRANSCRIPTOMICS: Rao_37310763
ENSG00000125657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003511754307364	0.0	0.0	1.0003511754307364	TRANSCRIPTOMICS: Rao_37310763
ENSG00000183864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003511045030047	0.0	0.0	1.0003511045030047	TRANSCRIPTOMICS: Rao_37310763
ENSG00000291309	0.0	0.0	1.0002684496690748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000351033575273	0.0	0.0	1.000351033575273	TRANSCRIPTOMICS: Rao_37310763
ENSG00000257365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000350962647541	0.0	0.0	1.000350962647541	TRANSCRIPTOMICS: Rao_37310763
ENSG00000138095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003508207920777	0.0	0.0	1.0003508207920777	TRANSCRIPTOMICS: Rao_37310763
