#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Reactome	HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	9	111	1.86	3.95	1.18e-12	9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	EIF4H,RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	9	114	1.85	3.91	1.25e-12	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-156902	Peptide chain elongation	8	88	1.91	3.79	1.24e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-192823	Viral mRNA Translation	8	88	1.91	3.79	1.24e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-2408557	Selenocysteine synthesis	8	92	1.89	3.73	1.51e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-9010553	Regulation of expression of SLITs and ROBOs	9	169	1.68	3.23	1.96e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-72689	Formation of a pool of free 40S subunits	8	100	1.86	3.61	2.37e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	8	100	1.86	3.61	2.37e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-72766	Translation	10	290	1.49	2.7	3.59e-11	9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	EIF4H,RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	8	110	1.81	3.46	4.19e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPS7
Reactome	HSA-72649	Translation initiation complex formation	5	58	1.89	2.39	5.44e-07	9606.ENSP00000265753,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	EIF4H,RPS27L,RPS16,RPSA,RPS7
Reactome	HSA-72702	Ribosomal scanning and start codon recognition	5	58	1.89	2.39	5.44e-07	9606.ENSP00000265753,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	EIF4H,RPS27L,RPS16,RPSA,RPS7
Reactome	HSA-6790901	rRNA modification in the nucleus and cytosol	5	60	1.87	2.37	5.80e-07	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000370589,9606.ENSP00000495273	NAT10,NOP58,WDR75,NOP56,RPS7
Reactome	HSA-9735869	SARS-CoV-1 modulates host translation machinery	4	36	2.0	2.09	6.94e-06	9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	RPS27L,RPS16,RPSA,RPS7
Reactome	HSA-392499	Metabolism of proteins	12	1917	0.75	0.76	1.23e-05	9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000495273	NOP58,EIF4H,RPL15,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,RPS7
Reactome	HSA-9754678	SARS-CoV-2 modulates host translation machinery	4	49	1.86	1.85	2.08e-05	9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	RPS27L,RPS16,RPSA,RPS7
Reactome	HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	4	51	1.85	1.82	2.35e-05	9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	RPS27L,RPS16,RPSA,RPS7
WikiPathways	WP477	Cytoplasmic ribosomal proteins	8	88	1.91	3.62	5.53e-11	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	RPL15,RPS16,RPL34,RPL31,RPSA,RPL10,RPL41,RPS7
DISEASES	DOID:1339	Diamond-Blackfan anemia	3	36	1.87	0.57	0.0493	9606.ENSP00000309334,9606.ENSP00000386717,9606.ENSP00000495273	RPL15,RPL31,RPS7
TISSUES	BTO:0001129	Prostate gland	8	476	1.18	1.16	7.12e-05	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	RPL15,RPS16,RPL34,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000083	Female reproductive system	18	6111	0.42	0.38	0.0016	9606.ENSP00000257829,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,NOP58,EIF4H,UXS1,RPL15,WDR75,DIS3L2,RRS1,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,GSPT1,RPL10,TPT1,RPS7
TISSUES	BTO:0000140	Bone	4	165	1.34	0.68	0.0164	9606.ENSP00000309334,9606.ENSP00000378163,9606.ENSP00000389351,9606.ENSP00000477781	RPL15,RPL34,RPSA,TPT1
TISSUES	BTO:0000759	Liver	10	2125	0.62	0.42	0.0166	9606.ENSP00000265753,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	EIF4H,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000988	Pancreas	6	626	0.93	0.55	0.0176	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	RPL15,RPS16,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000089	Blood	9	1824	0.65	0.4	0.0249	9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	NOP58,EIF4H,RPL15,RPS16,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000345	Digestive gland	11	2881	0.53	0.36	0.0250	9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	EIF4H,RPL15,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000775	Lymphocyte	6	698	0.89	0.49	0.0250	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS16,RPL31,RPSA,RPL10,RPS7
TISSUES	BTO:0003096	Internal male genital organ	10	2388	0.57	0.37	0.0250	9606.ENSP00000257829,9606.ENSP00000309334,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,RPL15,LYAR,RPS16,RPL34,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000202	Sense organ	7	1124	0.75	0.44	0.0262	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	RPL15,RPS16,RPL34,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000254	Female reproductive gland	11	3017	0.51	0.34	0.0262	9606.ENSP00000257829,9606.ENSP00000309334,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,RPL15,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000772	Lymphoblast	4	240	1.17	0.58	0.0262	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000413436,9606.ENSP00000495273	RPL15,RPS16,RPL10,RPS7
TISSUES	BTO:0000080	Male reproductive gland	10	2658	0.53	0.33	0.0418	9606.ENSP00000257829,9606.ENSP00000309334,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,RPL15,LYAR,RPS16,RPL34,RPL31,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0001078	Placenta	7	1244	0.7	0.39	0.0425	9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	UXS1,RPL15,RPS16,RPSA,RPL10,TPT1,RPS7
TISSUES	BTO:0000203	Respiratory system	8	1707	0.62	0.35	0.0456	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000477781,9606.ENSP00000495273	RPL15,RPS16,NOP56,RPSA,GSPT1,RPL10,TPT1,RPS7
COMPARTMENTS	GOCC:1990904	Ribonucleoprotein complex	13	564	1.31	2.28	9.06e-12	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	NAT10,WDR12,NOP58,RPL15,DIS3L2,RRS1,RPS16,NOP56,RPL31,RPSA,RPL10,RPL41,RPS7
COMPARTMENTS	GOCC:0022626	Cytosolic ribosome	8	89	1.91	3.55	8.87e-11	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	RPL15,RPS16,RPL34,RPL31,RPSA,RPL10,RPL41,RPS7
COMPARTMENTS	GOCC:0044391	Ribosomal subunit	7	155	1.61	2.21	1.96e-07	9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	RPL15,RPS16,RPL31,RPSA,RPL10,RPL41,RPS7
COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle	17	3309	0.66	0.71	3.57e-07	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NAT10,WDR12,NOP58,RPL15,WDR75,DIS3L2,RRS1,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,RPL41,TPT1,RPS7
COMPARTMENTS	GOCC:0022625	Cytosolic large ribosomal subunit	4	38	1.97	1.79	4.15e-05	9606.ENSP00000309334,9606.ENSP00000386717,9606.ENSP00000413436,9606.ENSP00000449026	RPL15,RPL31,RPL10,RPL41
COMPARTMENTS	GOCC:0005730	Nucleolus	8	606	1.07	1.07	5.27e-05	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000370589,9606.ENSP00000495273	NAT10,WDR12,NOP58,WDR75,RRS1,LYAR,NOP56,RPS7
COMPARTMENTS	GOCC:0030684	Preribosome	4	72	1.7	1.35	0.00036	9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000322396,9606.ENSP00000370589	WDR12,NOP58,RRS1,NOP56
COMPARTMENTS	GOCC:0022627	Cytosolic small ribosomal subunit	3	36	1.87	1.11	0.0022	9606.ENSP00000367806,9606.ENSP00000389351,9606.ENSP00000495273	RPS16,RPSA,RPS7
COMPARTMENTS	GOCC:0032991	Protein-containing complex	16	5325	0.43	0.38	0.0022	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000495273	NAT10,WDR12,NOP58,EIF4H,UXS1,RPL15,DIS3L2,RRS1,RPS16,NOP56,RPL31,RPSA,GSPT1,RPL10,RPL41,RPS7
COMPARTMENTS	GOCC:0005829	Cytosol	12	3054	0.55	0.43	0.0048	9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000309334,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000398131,9606.ENSP00000413436,9606.ENSP00000449026,9606.ENSP00000477781,9606.ENSP00000495273	NOP58,EIF4H,RPL15,RPS16,RPL34,RPL31,RPSA,GSPT1,RPL10,RPL41,TPT1,RPS7
COMPARTMENTS	GOCC:0005844	Polysome	3	54	1.7	0.93	0.0054	9606.ENSP00000315569,9606.ENSP00000386717,9606.ENSP00000449026	DIS3L2,RPL31,RPL41
COMPARTMENTS	GOCC:0031428	Box C/D snoRNP complex	2	6	2.47	1.0	0.0054	9606.ENSP00000264279,9606.ENSP00000370589	NOP58,NOP56
COMPARTMENTS	GOCC:0070761	pre-snoRNP complex	2	7	2.41	0.98	0.0061	9606.ENSP00000264279,9606.ENSP00000370589	NOP58,NOP56
COMPARTMENTS	GOCC:0030687	Preribosome, large subunit precursor	2	17	2.02	0.69	0.0257	9606.ENSP00000261015,9606.ENSP00000322396	WDR12,RRS1
UniProt Keywords	KW-0687	Ribonucleoprotein	11	278	1.55	3.04	2.27e-12	9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000495273	NOP58,RPL15,RPS27L,RPS16,NOP56,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPS7
UniProt Keywords	KW-0689	Ribosomal protein	9	175	1.66	3.08	6.63e-11	9606.ENSP00000309334,9606.ENSP00000331019,9606.ENSP00000367806,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000418221,9606.ENSP00000495273	RPL15,RPS27L,RPS16,RPL34,RPL31,RPSA,RPL10,RPL7L1,RPS7
UniProt Keywords	KW-0690	Ribosome biogenesis	5	83	1.73	1.89	8.76e-06	9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000370589	WDR12,NOP58,WDR75,RRS1,NOP56
UniProt Keywords	KW-1017	Isopeptide bond	11	1717	0.76	0.71	0.00011	9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	WDR12,NOP58,RPL15,WDR75,RRS1,LYAR,NOP56,RPL34,RPSA,RPL10,RPS7
UniProt Keywords	KW-0698	rRNA processing	4	95	1.58	1.23	0.00055	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000314193,9606.ENSP00000345917	NAT10,WDR12,WDR75,LYAR
UniProt Keywords	KW-0007	Acetylation	13	3362	0.54	0.46	0.0013	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000495273	NAT10,WDR12,EIF4H,UXS1,WDR75,DIS3L2,RRS1,RPS16,NOP56,RPL34,RPL31,RPSA,RPS7
UniProt Keywords	KW-0832	Ubl conjugation	11	2399	0.61	0.5	0.0016	9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000389351,9606.ENSP00000413436,9606.ENSP00000495273	WDR12,NOP58,RPL15,WDR75,RRS1,LYAR,NOP56,RPL34,RPSA,RPL10,RPS7
UniProt Keywords	KW-1024	Diamond-Blackfan anemia	2	19	1.97	0.73	0.0207	9606.ENSP00000309334,9606.ENSP00000495273	RPL15,RPS7
UniProt Keywords	KW-0597	Phosphoprotein	17	8122	0.27	0.23	0.0490	9606.ENSP00000257829,9606.ENSP00000261015,9606.ENSP00000264279,9606.ENSP00000265753,9606.ENSP00000283148,9606.ENSP00000309334,9606.ENSP00000314193,9606.ENSP00000315569,9606.ENSP00000322396,9606.ENSP00000345917,9606.ENSP00000367806,9606.ENSP00000370589,9606.ENSP00000378163,9606.ENSP00000386717,9606.ENSP00000389351,9606.ENSP00000418221,9606.ENSP00000477781	NAT10,WDR12,NOP58,EIF4H,UXS1,RPL15,WDR75,DIS3L2,RRS1,LYAR,RPS16,NOP56,RPL34,RPL31,RPSA,RPL7L1,TPT1
Pfam	PF08156	NOP5NT (NUC127) domain	2	2	2.95	0.8	0.0165	9606.ENSP00000264279,9606.ENSP00000370589	NOP58,NOP56
SMART	SM00931	NOSIC (NUC001) domain	2	3	2.78	0.9	0.0097	9606.ENSP00000264279,9606.ENSP00000370589	NOP58,NOP56
