#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0048008	Platelet-derived growth factor receptor signaling pathway	4	34	1.46	0.83	0.0014	9606.ENSP00000220809,9606.ENSP00000231004,9606.ENSP00000312506,9606.ENSP00000400010	PLAT,LOX,CSPG4,PTPRJ
GO Process	GO:0032964	Collagen biosynthetic process	3	10	1.86	0.87	0.0015	9606.ENSP00000223061,9606.ENSP00000225964,9606.ENSP00000478600	PCOLCE,COL1A1,P3H3
GO Process	GO:0071230	Cellular response to amino acid stimulus	5	76	1.2	0.77	0.0016	9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000364979	MMP2,COL1A1,COL1A2,COL3A1,COL4A1
GO Process	GO:0001953	Negative regulation of cell-matrix adhesion	4	36	1.43	0.81	0.0017	9606.ENSP00000223095,9606.ENSP00000260356,9606.ENSP00000308208,9606.ENSP00000458585	SERPINE1,THBS1,MMP14,MMP12
GO Process	GO:0051248	Negative regulation of protein metabolic process	15	1038	0.55	0.52	0.0017	9606.ENSP00000218388,9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000260356,9606.ENSP00000261336,9606.ENSP00000266085,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000361405,9606.ENSP00000361850,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000400010,9606.ENSP00000484343	TIMP1,PLAT,SERPINE1,VTN,THBS1,PZP,TIMP3,FBLN1,PLAUR,MMP9,PLAU,ENG,EMILIN1,PTPRJ,SERPINB6
GO Process	GO:1904707	Positive regulation of vascular associated smooth muscle cell proliferation	4	36	1.43	0.81	0.0017	9606.ENSP00000219070,9606.ENSP00000284984,9606.ENSP00000356899,9606.ENSP00000361405	MMP2,ADAMTS1,DDR2,MMP9
GO Process	GO:0051130	Positive regulation of cellular component organization	15	1049	0.54	0.51	0.0019	9606.ENSP00000052754,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000238682,9606.ENSP00000252599,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000309953,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000369677,9606.ENSP00000400010	DCN,SERPINE1,VTN,TGFB3,COLGALT1,MMP3,AXL,EFEMP2,PLAUR,FN1,DDR2,CCN2,MMP9,EMILIN1,PTPRJ
GO Process	GO:0007162	Negative regulation of cell adhesion	8	289	0.83	0.63	0.0022	9606.ENSP00000020945,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000260356,9606.ENSP00000308208,9606.ENSP00000331544,9606.ENSP00000458585	SNAI2,MMP2,SERPINE1,COL1A1,THBS1,MMP14,FBLN1,MMP12
GO Process	GO:0030336	Negative regulation of cell migration	8	288	0.83	0.63	0.0022	9606.ENSP00000052754,9606.ENSP00000218388,9606.ENSP00000223095,9606.ENSP00000260356,9606.ENSP00000304408,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000400010	DCN,TIMP1,SERPINE1,THBS1,COL3A1,ENG,EMILIN1,PTPRJ
GO Process	GO:0045765	Regulation of angiogenesis	8	288	0.83	0.63	0.0022	9606.ENSP00000052754,9606.ENSP00000223095,9606.ENSP00000260356,9606.ENSP00000274625,9606.ENSP00000284984,9606.ENSP00000353654,9606.ENSP00000362299,9606.ENSP00000369677	DCN,SERPINE1,THBS1,FGF18,ADAMTS1,COL4A2,ENG,EMILIN1
GO Process	GO:0071634	Regulation of transforming growth factor beta production	4	39	1.4	0.77	0.0022	9606.ENSP00000260356,9606.ENSP00000283249,9606.ENSP00000331544,9606.ENSP00000346839	THBS1,ITGB6,FBLN1,FN1
GO Process	GO:0017015	Regulation of transforming growth factor beta receptor signaling pathway	6	140	1.02	0.69	0.0023	9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000357980,9606.ENSP00000362299,9606.ENSP00000369677	LOX,TGFB3,THBS1,HTRA1,ENG,EMILIN1
GO Process	GO:0035988	Chondrocyte proliferation	3	13	1.75	0.79	0.0026	9606.ENSP00000308208,9606.ENSP00000356899,9606.ENSP00000356954	MMP14,DDR2,CCN2
GO Process	GO:0042327	Positive regulation of phosphorylation	13	826	0.58	0.52	0.0026	9606.ENSP00000226218,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000274625,9606.ENSP00000301178,9606.ENSP00000312506,9606.ENSP00000339328,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000376188,9606.ENSP00000400010	VTN,TGFB3,THBS1,FGF18,AXL,CSPG4,PLAUR,DDR2,CCN2,MMP9,ENG,CRLF1,PTPRJ
GO Process	GO:0048661	Positive regulation of smooth muscle cell proliferation	5	85	1.16	0.71	0.0026	9606.ENSP00000219070,9606.ENSP00000260356,9606.ENSP00000284984,9606.ENSP00000356899,9606.ENSP00000361405	MMP2,THBS1,ADAMTS1,DDR2,MMP9
GO Process	GO:1903035	Negative regulation of response to wounding	5	85	1.16	0.71	0.0026	9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000361850,9606.ENSP00000375682	PLAT,SERPINE1,VTN,PLAU,KLK8
GO Process	GO:0071495	Cellular response to endogenous stimulus	15	1103	0.52	0.48	0.0031	9606.ENSP00000020945,9606.ENSP00000219070,9606.ENSP00000220809,9606.ENSP00000225964,9606.ENSP00000238682,9606.ENSP00000274625,9606.ENSP00000283249,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000362299,9606.ENSP00000364979	SNAI2,MMP2,PLAT,COL1A1,TGFB3,FGF18,ITGB6,COL1A2,COL3A1,COL4A2,TGM2,DDR2,CCN2,ENG,COL4A1
GO Process	GO:0030195	Negative regulation of blood coagulation	4	46	1.33	0.7	0.0038	9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000361850	PLAT,SERPINE1,VTN,PLAU
GO Process	GO:0061383	Trabecula morphogenesis	4	46	1.33	0.7	0.0038	9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000284984,9606.ENSP00000362299	MMP2,COL1A1,ADAMTS1,ENG
GO Process	GO:0001934	Positive regulation of protein phosphorylation	12	747	0.59	0.49	0.0041	9606.ENSP00000226218,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000274625,9606.ENSP00000312506,9606.ENSP00000339328,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000376188,9606.ENSP00000400010	VTN,TGFB3,THBS1,FGF18,CSPG4,PLAUR,DDR2,CCN2,MMP9,ENG,CRLF1,PTPRJ
GO Process	GO:0007179	Transforming growth factor beta receptor signaling pathway	5	96	1.1	0.65	0.0042	9606.ENSP00000238682,9606.ENSP00000283249,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000362299	TGFB3,ITGB6,COL1A2,COL3A1,ENG
GO Process	GO:0051128	Regulation of cellular component organization	23	2365	0.37	0.4	0.0042	9606.ENSP00000020945,9606.ENSP00000052754,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000252599,9606.ENSP00000260356,9606.ENSP00000265131,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000339328,9606.ENSP00000345008,9606.ENSP00000346839,9606.ENSP00000351807,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000369677,9606.ENSP00000375682,9606.ENSP00000400010	SNAI2,DCN,SERPINE1,VTN,TGFB3,PRRX1,COLGALT1,THBS1,TNC,MMP3,AXL,MMP14,EFEMP2,PLAUR,FBLN5,FN1,ELN,DDR2,CCN2,MMP9,EMILIN1,KLK8,PTPRJ
GO Process	GO:1902531	Regulation of intracellular signal transduction	19	1726	0.43	0.42	0.0043	9606.ENSP00000020945,9606.ENSP00000052754,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000274625,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000312506,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000400010	SNAI2,DCN,TGFB3,THBS1,TIMP3,FGF18,AXL,COL3A1,CSPG4,FBLN1,PLAUR,FN1,TGM2,DDR2,CCN2,MMP9,ENG,EMILIN1,PTPRJ
GO Process	GO:0045595	Regulation of cell differentiation	18	1582	0.44	0.43	0.0046	9606.ENSP00000020945,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000274625,9606.ENSP00000301178,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000331544,9606.ENSP00000346839,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000373783,9606.ENSP00000378058	SNAI2,SERPINE1,COL1A1,LOX,TGFB3,FGF18,AXL,MMP14,EFEMP2,FBLN1,FN1,TGM2,DDR2,CCN2,MMP9,ENG,LOXL2,EFEMP1
GO Process	GO:1904645	Response to amyloid-beta	4	49	1.3	0.67	0.0046	9606.ENSP00000219070,9606.ENSP00000299855,9606.ENSP00000361405,9606.ENSP00000458585	MMP2,MMP3,MMP9,MMP12
GO Process	GO:0010718	Positive regulation of epithelial to mesenchymal transition	4	51	1.28	0.66	0.0052	9606.ENSP00000225964,9606.ENSP00000238682,9606.ENSP00000362299,9606.ENSP00000373783	COL1A1,TGFB3,ENG,LOXL2
GO Process	GO:0018208	Peptidyl-proline modification	4	51	1.28	0.66	0.0052	9606.ENSP00000263556,9606.ENSP00000317232,9606.ENSP00000401749,9606.ENSP00000478600	P4HA1,FKBP10,P4HA3,P3H3
GO Process	GO:0031214	Biomineral tissue development	5	102	1.08	0.62	0.0053	9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000283249,9606.ENSP00000297268,9606.ENSP00000356899	COL1A1,LOX,ITGB6,COL1A2,DDR2
GO Process	GO:0043086	Negative regulation of catalytic activity	12	771	0.58	0.47	0.0053	9606.ENSP00000218388,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000260356,9606.ENSP00000261336,9606.ENSP00000266085,9606.ENSP00000339328,9606.ENSP00000356899,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000400010,9606.ENSP00000484343	TIMP1,SERPINE1,VTN,THBS1,PZP,TIMP3,PLAUR,DDR2,MMP9,ENG,PTPRJ,SERPINB6
GO Process	GO:0018193	Peptidyl-amino acid modification	13	900	0.55	0.46	0.0055	9606.ENSP00000052754,9606.ENSP00000231004,9606.ENSP00000260702,9606.ENSP00000261921,9606.ENSP00000263556,9606.ENSP00000301178,9606.ENSP00000317232,9606.ENSP00000327336,9606.ENSP00000356899,9606.ENSP00000373783,9606.ENSP00000378058,9606.ENSP00000401749,9606.ENSP00000478600	DCN,LOX,LOXL4,LOXL1,P4HA1,AXL,FKBP10,BGN,DDR2,LOXL2,EFEMP1,P4HA3,P3H3
GO Process	GO:0007568	Aging	6	172	0.93	0.57	0.0061	9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000238682,9606.ENSP00000353654,9606.ENSP00000356954,9606.ENSP00000373783	TIMP1,MMP2,TGFB3,COL4A2,CCN2,LOXL2
GO Process	GO:0009314	Response to radiation	9	444	0.69	0.5	0.0064	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000283249,9606.ENSP00000299855,9606.ENSP00000304408,9606.ENSP00000361405,9606.ENSP00000375914,9606.ENSP00000378957	SNAI2,TIMP1,MMP2,ITGB6,MMP3,COL3A1,MMP9,RHBDD1,MFAP4
GO Process	GO:0042730	Fibrinolysis	3	19	1.58	0.66	0.0064	9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000361850	PLAT,SERPINE1,PLAU
GO Process	GO:0043408	Regulation of MAPK cascade	11	668	0.6	0.47	0.0064	9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000274625,9606.ENSP00000312506,9606.ENSP00000331544,9606.ENSP00000346839,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000369677,9606.ENSP00000400010	TGFB3,THBS1,TIMP3,FGF18,CSPG4,FBLN1,FN1,DDR2,CCN2,EMILIN1,PTPRJ
GO Process	GO:0018277	Protein deamination	2	2	2.39	0.69	0.0065	9606.ENSP00000261921,9606.ENSP00000355330	LOXL1,TGM2
GO Process	GO:0070483	Detection of hypoxia	2	2	2.39	0.69	0.0065	9606.ENSP00000238682,9606.ENSP00000362299	TGFB3,ENG
GO Process	GO:1901701	Cellular response to oxygen-containing compound	14	1057	0.51	0.43	0.0067	9606.ENSP00000219070,9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000297268,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000360997,9606.ENSP00000361405,9606.ENSP00000364979,9606.ENSP00000369071	MMP2,PLAT,SERPINE1,COL1A1,COL1A2,MMP3,AXL,COL3A1,TGM2,DDR2,ADAMTS13,MMP9,COL4A1,POSTN
GO Process	GO:0009892	Negative regulation of metabolic process	26	2982	0.33	0.36	0.0068	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000261336,9606.ENSP00000266085,9606.ENSP00000284987,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000361850,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000373783,9606.ENSP00000400010,9606.ENSP00000458585,9606.ENSP00000484343	SNAI2,TIMP1,PLAT,SERPINE1,VTN,TGFB3,PRRX1,THBS1,PZP,TIMP3,ADAMTS5,MMP3,AXL,FBLN1,PLAUR,FN1,DDR2,CCN2,MMP9,PLAU,ENG,EMILIN1,LOXL2,PTPRJ,MMP12,SERPINB6
GO Process	GO:0010941	Regulation of cell death	18	1651	0.42	0.4	0.0073	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000339328,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000361405,9606.ENSP00000375914,9606.ENSP00000376188	SNAI2,TIMP1,MMP2,SERPINE1,LOX,TGFB3,THBS1,TIMP3,MMP3,AXL,PLAUR,TGM2,DDR2,CCN2,HTRA1,MMP9,RHBDD1,CRLF1
GO Process	GO:0034097	Response to cytokine	12	804	0.56	0.45	0.0074	9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000295992,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000360997,9606.ENSP00000376188,9606.ENSP00000400010	TIMP1,MMP2,COL1A1,LOX,THBS1,TIMP3,PCOLCE2,AXL,COL3A1,ADAMTS13,CRLF1,PTPRJ
GO Process	GO:0048729	Tissue morphogenesis	10	565	0.63	0.47	0.0074	9606.ENSP00000020945,9606.ENSP00000219070,9606.ENSP00000265131,9606.ENSP00000304408,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000355330,9606.ENSP00000362299,9606.ENSP00000364979,9606.ENSP00000458585	SNAI2,MMP2,TNC,COL3A1,MMP14,EFEMP2,TGM2,ENG,COL4A1,MMP12
GO Process	GO:0043170	Macromolecule metabolic process	40	5781	0.23	0.32	0.0077	9606.ENSP00000052754,9606.ENSP00000219070,9606.ENSP00000220809,9606.ENSP00000223061,9606.ENSP00000231004,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000260702,9606.ENSP00000261921,9606.ENSP00000263556,9606.ENSP00000279441,9606.ENSP00000283249,9606.ENSP00000284984,9606.ENSP00000284987,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000305714,9606.ENSP00000308208,9606.ENSP00000317232,9606.ENSP00000327336,9606.ENSP00000331544,9606.ENSP00000346839,9606.ENSP00000353654,9606.ENSP00000355330,9606.ENSP00000356771,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000360997,9606.ENSP00000361405,9606.ENSP00000361850,9606.ENSP00000373783,9606.ENSP00000375682,9606.ENSP00000375914,9606.ENSP00000378058,9606.ENSP00000400010,9606.ENSP00000401749,9606.ENSP00000458585,9606.ENSP00000478600	DCN,MMP2,PLAT,PCOLCE,LOX,PRRX1,THBS1,LOXL4,LOXL1,P4HA1,MMP10,ITGB6,ADAMTS1,ADAMTS5,MMP3,AXL,COL3A1,BMP1,MMP14,FKBP10,BGN,FBLN1,FN1,COL4A2,TGM2,F5,DDR2,CCN2,HTRA1,ADAMTS13,MMP9,PLAU,LOXL2,KLK8,RHBDD1,EFEMP1,PTPRJ,P4HA3,MMP12,P3H3
GO Process	GO:0031638	Zymogen activation	4	59	1.22	0.6	0.0081	9606.ENSP00000220809,9606.ENSP00000308208,9606.ENSP00000356771,9606.ENSP00000361850	PLAT,MMP14,F5,PLAU
GO Process	GO:0048745	Smooth muscle tissue development	3	22	1.52	0.62	0.0089	9606.ENSP00000304408,9606.ENSP00000309953,9606.ENSP00000362299	COL3A1,EFEMP2,ENG
GO Process	GO:0033993	Response to lipid	12	827	0.55	0.43	0.0093	9606.ENSP00000219070,9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000261921,9606.ENSP00000301178,9606.ENSP00000356954,9606.ENSP00000360997,9606.ENSP00000362299	MMP2,PLAT,SERPINE1,COL1A1,LOX,TGFB3,THBS1,LOXL1,AXL,CCN2,ADAMTS13,ENG
GO Process	GO:0010942	Positive regulation of cell death	10	590	0.62	0.44	0.0102	9606.ENSP00000219070,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000299855,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000361405	MMP2,TGFB3,THBS1,TIMP3,MMP3,TGM2,DDR2,CCN2,HTRA1,MMP9
GO Process	GO:0038195	Urokinase plasminogen activator signaling pathway	2	3	2.21	0.62	0.0102	9606.ENSP00000339328,9606.ENSP00000361850	PLAUR,PLAU
GO Process	GO:1904237	Positive regulation of substrate-dependent cell migration, cell attachment to substrate	2	3	2.21	0.62	0.0102	9606.ENSP00000331544,9606.ENSP00000346839	FBLN1,FN1
GO Process	GO:0008285	Negative regulation of cell population proliferation	11	713	0.57	0.43	0.0105	9606.ENSP00000020945,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000284984,9606.ENSP00000309953,9606.ENSP00000331544,9606.ENSP00000352798,9606.ENSP00000356791,9606.ENSP00000362299,9606.ENSP00000400010,9606.ENSP00000478600	SNAI2,TGFB3,THBS1,ADAMTS1,EFEMP2,FBLN1,COL18A1,DPT,ENG,PTPRJ,P3H3
GO Process	GO:0009968	Negative regulation of signal transduction	15	1252	0.46	0.39	0.0105	9606.ENSP00000020945,9606.ENSP00000052754,9606.ENSP00000223095,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000308208,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000357980,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000400010,9606.ENSP00000458585	SNAI2,DCN,SERPINE1,TGFB3,THBS1,TIMP3,MMP14,FBLN1,PLAUR,HTRA1,MMP9,ENG,EMILIN1,PTPRJ,MMP12
GO Process	GO:0060343	Trabecula formation	3	24	1.48	0.59	0.0109	9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000284984	MMP2,COL1A1,ADAMTS1
GO Process	GO:0072378	Blood coagulation, fibrin clot formation	3	24	1.48	0.59	0.0109	9606.ENSP00000331544,9606.ENSP00000346839,9606.ENSP00000356771	FBLN1,FN1,F5
GO Process	GO:0031399	Regulation of protein modification process	17	1560	0.42	0.38	0.0111	9606.ENSP00000020945,9606.ENSP00000226218,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000274625,9606.ENSP00000312506,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000376188,9606.ENSP00000400010	SNAI2,VTN,LOX,TGFB3,THBS1,FGF18,CSPG4,FBLN1,PLAUR,FN1,DDR2,CCN2,MMP9,ENG,EMILIN1,CRLF1,PTPRJ
GO Process	GO:0045785	Positive regulation of cell adhesion	9	485	0.65	0.45	0.0111	9606.ENSP00000226218,9606.ENSP00000261037,9606.ENSP00000309953,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000346839,9606.ENSP00000355330,9606.ENSP00000369677,9606.ENSP00000400010	VTN,COL8A1,EFEMP2,FBLN1,PLAUR,FN1,TGM2,EMILIN1,PTPRJ
GO Process	GO:0048545	Response to steroid hormone	7	285	0.78	0.48	0.0116	9606.ENSP00000220809,9606.ENSP00000225964,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000356954,9606.ENSP00000362299	PLAT,COL1A1,LOX,TGFB3,THBS1,CCN2,ENG
GO Process	GO:0042698	Ovulation cycle	4	67	1.16	0.54	0.0122	9606.ENSP00000219070,9606.ENSP00000238682,9606.ENSP00000284984,9606.ENSP00000301178	MMP2,TGFB3,ADAMTS1,AXL
GO Process	GO:0016485	Protein processing	6	202	0.86	0.49	0.0125	9606.ENSP00000220809,9606.ENSP00000305714,9606.ENSP00000308208,9606.ENSP00000356771,9606.ENSP00000360997,9606.ENSP00000361850	PLAT,BMP1,MMP14,F5,ADAMTS13,PLAU
GO Process	GO:0032102	Negative regulation of response to external stimulus	8	387	0.7	0.45	0.0125	9606.ENSP00000220809,9606.ENSP00000223095,9606.ENSP00000226218,9606.ENSP00000260356,9606.ENSP00000357980,9606.ENSP00000361850,9606.ENSP00000375682,9606.ENSP00000458585	PLAT,SERPINE1,VTN,THBS1,HTRA1,PLAU,KLK8,MMP12
GO Process	GO:1902533	Positive regulation of intracellular signal transduction	13	997	0.5	0.39	0.0129	9606.ENSP00000052754,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000274625,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000312506,9606.ENSP00000346839,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000362299,9606.ENSP00000400010	DCN,TGFB3,THBS1,FGF18,AXL,COL3A1,CSPG4,FN1,TGM2,DDR2,CCN2,ENG,PTPRJ
GO Process	GO:0003273	Cell migration involved in endocardial cushion formation	2	4	2.08	0.58	0.0143	9606.ENSP00000020945,9606.ENSP00000362299	SNAI2,ENG
GO Process	GO:0060414	Aorta smooth muscle tissue morphogenesis	2	4	2.08	0.58	0.0143	9606.ENSP00000304408,9606.ENSP00000309953	COL3A1,EFEMP2
GO Process	GO:0070278	Extracellular matrix constituent secretion	2	4	2.08	0.58	0.0143	9606.ENSP00000356954,9606.ENSP00000362299	CCN2,ENG
GO Process	GO:1904028	Positive regulation of collagen fibril organization	2	4	2.08	0.58	0.0143	9606.ENSP00000252599,9606.ENSP00000309953	COLGALT1,EFEMP2
GO Process	GO:0070372	Regulation of ERK1 and ERK2 cascade	7	299	0.76	0.45	0.0148	9606.ENSP00000266085,9606.ENSP00000274625,9606.ENSP00000331544,9606.ENSP00000346839,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000369677	TIMP3,FGF18,FBLN1,FN1,DDR2,CCN2,EMILIN1
GO Process	GO:0031401	Positive regulation of protein modification process	13	1018	0.49	0.38	0.0153	9606.ENSP00000020945,9606.ENSP00000226218,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000274625,9606.ENSP00000312506,9606.ENSP00000339328,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000376188,9606.ENSP00000400010	SNAI2,VTN,TGFB3,THBS1,FGF18,CSPG4,PLAUR,DDR2,CCN2,MMP9,ENG,CRLF1,PTPRJ
GO Process	GO:0042981	Regulation of apoptotic process	16	1462	0.43	0.36	0.0160	9606.ENSP00000020945,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000231004,9606.ENSP00000238682,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000301178,9606.ENSP00000339328,9606.ENSP00000355330,9606.ENSP00000356899,9606.ENSP00000357980,9606.ENSP00000361405,9606.ENSP00000375914,9606.ENSP00000376188	SNAI2,TIMP1,MMP2,SERPINE1,LOX,TGFB3,THBS1,TIMP3,AXL,PLAUR,TGM2,DDR2,HTRA1,MMP9,RHBDD1,CRLF1
GO Process	GO:0009612	Response to mechanical stimulus	6	214	0.83	0.46	0.0162	9606.ENSP00000219070,9606.ENSP00000225964,9606.ENSP00000260356,9606.ENSP00000308208,9606.ENSP00000356899,9606.ENSP00000362299	MMP2,COL1A1,THBS1,MMP14,DDR2,ENG
GO Process	GO:0048523	Negative regulation of cellular process	34	4736	0.24	0.3	0.0164	9606.ENSP00000020945,9606.ENSP00000052754,9606.ENSP00000218388,9606.ENSP00000219070,9606.ENSP00000223095,9606.ENSP00000225964,9606.ENSP00000238682,9606.ENSP00000239461,9606.ENSP00000260356,9606.ENSP00000266085,9606.ENSP00000284984,9606.ENSP00000299855,9606.ENSP00000301178,9606.ENSP00000304408,9606.ENSP00000308208,9606.ENSP00000309953,9606.ENSP00000331544,9606.ENSP00000339328,9606.ENSP00000352798,9606.ENSP00000356791,9606.ENSP00000356899,9606.ENSP00000356954,9606.ENSP00000357980,9606.ENSP00000361405,9606.ENSP00000362299,9606.ENSP00000369677,9606.ENSP00000373783,9606.ENSP00000375682,9606.ENSP00000375914,9606.ENSP00000376188,9606.ENSP00000378058,9606.ENSP00000400010,9606.ENSP00000458585,9606.ENSP00000478600	SNAI2,DCN,TIMP1,MMP2,SERPINE1,COL1A1,TGFB3,PRRX1,THBS1,TIMP3,ADAMTS1,MMP3,AXL,COL3A1,MMP14,EFEMP2,FBLN1,PLAUR,COL18A1,DPT,DDR2,CCN2,HTRA1,MMP9,ENG,EMILIN1,LOXL2,KLK8,RHBDD1,CRLF1,EFEMP1,PTPRJ,MMP12,P3H3
