gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Luo_36514862_SNPS	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Tsotakos_35947545_up	Wang_35790551_circRNA	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors
IL24	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
FCAMR	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
C1orf116	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
C4BPA	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
CR1L	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
CD46	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
CD34	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
PLXNA2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
MIR205HG	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
CAMK1G	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
LAMB3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
C1orf74	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
IRF6	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
DIEXF	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
HHAT	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
KCNH1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
RD3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
LPGAT1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
INTS7	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
PPP2R5A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TMEM206	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
FAM71A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
BATF3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
NSL1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TATDN3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
C1orf227	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
FLVCR1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
VASH2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
ANGEL2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
RPS6KC1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
PTPN14	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
KCTD3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
USH2A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
GPATCH2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
SPATA17	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
RRP15	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
LYPLAL1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
EPRS	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
BPNT1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
IARS2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
RAB3GAP2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
MARK1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
02-Mar	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
01-Mar	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
DUSP10	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
HHIPL2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TAF1A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
MIA3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
BROX	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
FAM177B	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
DISP1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TLR5	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
C1orf65	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
CAPN2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
DEGS1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
NVL	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
DNAH14	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
LBR	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
SRP9	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
EPHX1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TMEM63A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
LEFTY1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
LEFTY2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
SDE2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
ACBD3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
MIXL1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
PARP1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
ITPKB	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
PSEN2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
ADCK3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
CDC42BPA	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
ZNF678	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
JMJD4	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
SNAP47	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
PRSS38	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
WNT9A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
WNT3A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
C1orf35	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
MRPL55	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
GUK1	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
GJC2	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
OBSCN	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TRIM11	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
TRIM17	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
HIST3H3	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
RNF187	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
RAB4A	0.0	0.0	0.0	0.0	1.165680121655135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.165680121655135	GENOMICS: Li_26030808
