gene	Chen28689251	Chen28689251	Nichols_24571919	Al_mudares_37368978	Al_mudares_37368978	Bao_27137150	Bao_27137150	Bhaskaran_22911455	Bhattacharya_25150062	Chao27770432	Cheng_31961470	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Coarfa_28818871	Denervaud_26353077	Denervaud_26353077	Dong_36157523	Natarajan_28851267	Natarajan_28851267	Rao_37310763	Revhaug_3145811	Revhaug_3145811	Shrestha_33446917	Shrestha_33446917	maic_score	contributors
ENSG00000186479	0.0	0.0	0.0	0.0	1.0732594193458709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0732594193458709	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000140836	0.0	0.0	0.0	0.0	1.073217299040579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.073217299040579	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000103978	0.0	0.0	0.0	0.0	1.0731755612829308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0731755612829308	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000160691	0.0	0.0	0.0	0.0	1.0731341898931843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0731341898931843	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000228594	0.0	0.0	0.0	0.0	1.0730931693759163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0730931693759163	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000106819	0.0	0.0	0.0	0.0	1.0730121222262732	0.0	0.0	0.0	1.0532616571048168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398410642758882	0.0	0.0	0.0	0.0	1.0730121222262732	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000198563	0.0	0.0	0.0	0.0	1.0729720677702197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398269242758882	0.0	0.0	0.0	0.0	1.0729720677702197	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000261221	0.0	0.0	0.0	0.0	1.072932308487317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398242242758882	0.0	0.0	0.0	0.0	1.072932308487317	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000138668	0.0	0.0	0.0	0.0	1.0728928318933029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0728928318933029	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000057468	0.0	0.0	0.0	0.0	1.0728536260319328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0728536260319328	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000089280	0.0	0.0	0.0	0.0	1.0728146794526485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0728146794526485	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000055813	0.0	0.0	0.0	0.0	1.07277598118919	0.0	0.0	0.0	1.0532613771048167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07277598118919	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000171962	0.0	0.0	0.0	0.0	1.072737520739111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072737520739111	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000173230	0.0	0.0	0.0	0.0	1.0726992880441641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0726992880441641	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000140632	0.0	0.0	0.0	0.0	1.0726612734715124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0726612734715124	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000111058	0.0	0.0	0.0	1.033668678201837	1.072623467795737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072623467795737	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000148926	0.0	0.0	0.0	0.0	1.072585862181605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398366642758883	0.0	0.0	0.0	0.0	1.072585862181605	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000138764	0.0	0.0	0.0	1.033667618201837	1.0724741628678374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0724741628678374	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000184007	0.0	0.0	0.0	0.0	1.0724372763885355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0724372763885355	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000017427	0.0	0.0	0.0	0.0	1.0724005510937296	0.0	0.0	1.0155639692884335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0724005510937296	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000148053	0.0	0.0	0.0	0.0	1.0723639801661686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0723639801661686	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000165406	0.0	0.0	0.0	0.0	1.072291275573249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072291275573249	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000087301	0.0	0.0	0.0	0.0	1.0722191136225176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398355342758883	0.0	0.0	0.0	0.0	1.0722191136225176	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000058085	0.0	0.0	0.0	0.0	1.0721832219479437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0721832219479437	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000104946	0.0	0.0	0.0	0.0	1.0721474493828893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0721474493828893	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000196628	0.0	0.0	0.0	0.0	1.0721117908896522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0721117908896522	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000065457	0.0	0.0	0.0	0.0	1.072076241643598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072076241643598	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000131504	0.0	0.0	0.0	0.0	1.072040797024149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072040797024149	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000179431	0.0	0.0	0.0	1.033668858201837	1.0720054526061533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0720054526061533	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000163492	0.0	0.0	0.0	0.0	1.0719702041516195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0719702041516195	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000068078	0.0	0.0	0.0	0.0	1.071935047601801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.071935047601801	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000125945	0.0	0.0	0.0	1.033668498201837	1.0718999790696144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0718999790696144	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000112425	0.0	0.0	0.0	0.0	1.0718649948323802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0718649948323802	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000154310	0.0	0.0	0.0	1.033668978201837	1.071830091324867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.071830091324867	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000143374	0.0	0.0	0.0	0.0	1.0717952651326357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0717952651326357	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000265972	0.0	0.0	0.0	1.033668358201837	1.0717605129856582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0717605129856582	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000111725	0.0	0.0	0.0	0.0	1.0717258317522125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0717258317522125	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000099139	0.0	0.0	0.0	0.0	1.071691218433031	0.0	0.0	0.0	1.0532628171048168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.071691218433031	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000198844	0.0	0.0	0.0	0.0	1.0716566701557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0716566701557	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000172059	0.0	0.0	0.0	1.0336690982018368	1.0716221841692934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0716221841692934	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000099364	0.0	0.0	0.0	0.0	1.0715877578392343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398391442758883	0.0	0.0	0.0	0.0	1.0715877578392343	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000196159	0.0	0.0	0.0	0.0	1.0715533886423751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0715533886423751	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000143621	0.0	0.0	0.0	0.0	1.071519074162284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.071519074162284	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000188176	0.0	0.0	0.0	0.0	1.0714848120847307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0714848120847307	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000159200	0.0	0.0	0.0	0.0	1.0714506001933652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0714506001933652	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000010292	0.0	0.0	0.0	0.0	1.0714164363655778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398263342758882	0.0	0.0	0.0	0.0	1.0714164363655778	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000184985	0.0	0.0	0.0	0.0	1.0713823185685327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0713823185685327	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000183569	0.0	0.0	0.0	1.033667258201837	1.0713482448553737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0713482448553737	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000117461	0.0	0.0	0.0	0.0	1.0713142133615854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0713142133615854	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000134986	0.0	0.0	0.0	0.0	1.0712802223015117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0712802223015117	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000175893	0.0	0.0	0.0	0.0	1.0712462699650205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0712462699650205	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000167325	0.0	0.0	0.0	0.0	1.0712123547143093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0712123547143093	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000184060	0.0	0.0	0.0	0.0	1.0711446292624378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0711446292624378	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000089225	0.0	0.0	0.0	0.0	1.071110816120429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.071110816120429	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000158445	0.0	0.0	0.0	0.0	1.07107703417701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398362942758883	0.0	0.0	0.0	0.0	1.07107703417701	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000143797	0.0	0.0	0.0	0.0	1.0710432821126454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0710432821126454	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000206562	0.0	0.0	0.0	1.033668048201837	1.0710095586636095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398226642758883	0.0	0.0	0.0	0.0	1.0710095586636095	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000133661	0.0	0.0	0.0	0.0	1.070975862619625	0.0	0.0	1.016093396188052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.070975862619625	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000164663	0.0	0.0	0.0	0.0	1.0709421928216034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0709421928216034	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000173320	0.0	0.0	0.0	0.0	1.0709085481594793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0709085481594793	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000175445	0.0	0.0	0.0	0.0	1.0708749275701372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0607924640267654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0708749275701372	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000146067	0.0	0.0	0.0	0.0	1.070841330035426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398275942758883	0.0	0.0	0.0	0.0	1.070841330035426	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000188643	0.0	0.0	0.0	0.0	1.070774200270781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.070774200270781	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000130702	0.0	0.0	0.0	0.0	1.0707406662126486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398312342758882	0.0	0.0	0.0	0.0	1.0707406662126486	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000151067	0.0	0.0	0.0	0.0	1.0706736554605407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0706736554605407	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000197226	0.0	0.0	0.0	0.0	1.0706401771606633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0706401771606633	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000134817	0.0	0.0	0.0	1.033669228201837	1.070606715897325	0.0	0.0	0.0	1.0532639671048167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0162711794497963	0.0	1.0398252042758882	0.0	0.0	0.0	0.0	1.070606715897325	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000187498	0.0	0.0	0.0	1.033669448201837	1.0705732709499702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0607924640267654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0705732709499702	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000166887	0.0	0.0	0.0	0.0	1.0705064272720801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0705064272720801	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000149328	0.0	0.0	0.0	0.0	1.0704730272477105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398285542758883	0.0	0.0	0.0	0.0	1.0704730272477105	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000163428	0.0	0.0	0.0	0.0	1.0704396409492405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0704396409492405	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000105737	0.0	0.0	0.0	0.0	1.0704062677961368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0704062677961368	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000101670	0.0	0.0	0.0	0.0	1.0703729072324202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398261542758882	0.0	0.0	0.0	0.0	1.0703729072324202	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000112936	0.0	0.0	0.0	0.0	1.0703395587256261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0703395587256261	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000050820	0.0	0.0	0.0	0.0	1.0703062217658106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0703062217658106	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000147526	0.0	0.0	0.0	0.0	1.0702728958645975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0702728958645975	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000261609	0.0	0.0	0.0	0.0	1.0702395805542666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0702395805542666	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000135480	0.0	0.0	0.0	0.0	1.0702062753868793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398247742758884	0.0	0.0	0.0	0.0	1.0702062753868793	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000157985	0.0	0.0	0.0	0.0	1.070139693783109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.070139693783109	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000262655	0.0	0.0	0.0	0.0	1.0701064165424052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398226842758882	0.0	0.0	0.0	0.0	1.0701064165424052	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000140403	0.0	0.0	0.0	0.0	1.0700731478345014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0700731478345014	TRANSCRIPTOMIC: Al_mudares_37368978
ENSG00000069329	0.0	0.0	0.0	0.0	1.070039887298505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398298942758883	0.0	0.0	0.0	0.0	1.070039887298505	TRANSCRIPTOMIC: Al_mudares_37368978
