Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Lingo1,ENSG00000169783,ortholog_one2one,99.1936,99.5161
Tmem184a,ENSG00000164855,ortholog_one2one,82.8087,91.0412
Tnfrsf22,ENSG00000173535,ortholog_many2many,12.7413,22.0077
Tnfrsf22,ENSG00000120889,ortholog_many2many,6.36364,11.5909
Tnfrsf22,ENSG00000173530,ortholog_many2many,9.58549,15.8031
Plod1,ENSG00000083444,ortholog_one2one,91.3343,96.1486
Palm2,not found,,,
Tmem194,ENSG00000166881,ortholog_one2one,82.6577,89.6396
Myrf,ENSG00000124920,ortholog_one2one,88.5317,92.007
Ankmy1,ENSG00000144504,ortholog_one2one,64.0777,75.6311
Zfp799,not found,,,
Etohd2,not found,,,
Stk32c,ENSG00000165752,ortholog_one2one,90.7407,93.8272
Tpi1,ENSG00000111669,ortholog_one2one,95.9839,97.5904
Atp2a3,ENSG00000074370,ortholog_one2one,94.6947,96.5966
Kif7,ENSG00000166813,ortholog_one2one,88.9054,91.6605
Vstm2b,ENSG00000187135,ortholog_one2one,89.1228,91.9298
Fbxl13,ENSG00000161040,ortholog_one2one,64,78.9091
Eno2,ENSG00000111674,ortholog_one2one,98.6175,99.5392
Rhoj,ENSG00000126785,ortholog_one2one,92.9907,96.2617
Lyl1,ENSG00000104903,ortholog_one2one,77.1429,82.5
Stat4,ENSG00000138378,ortholog_one2one,94.7861,97.5936
Cadm2,ENSG00000175161,ortholog_one2one,96.5347,97.0297
Gpcpd1,ENSG00000125772,ortholog_one2one,92.5595,97.3214
Gm10509,not found,,,
P2ry2,ENSG00000175591,ortholog_one2one,89.3899,93.6339
Col7a1,not found,,,
Tcta,ENSG00000145022,ortholog_one2one,82.5243,88.3495
Eri1,ENSG00000104626,ortholog_one2one,83.3811,90.2579
Zdbf2,ENSG00000204186,ortholog_one2one,45.2421,59.7281
Polr2b,ENSG00000047315,ortholog_one2one,99.9148,100
Kit,ENSG00000157404,ortholog_one2one,82.7869,90.2664
Klhl4,ENSG00000102271,ortholog_one2one,87.7437,93.0362
Bad,ENSG00000002330,ortholog_one2one,75,81.5476
Dhx16,ENSG00000204560,ortholog_one2one,95.389,97.2142
Rasl11a,ENSG00000122035,ortholog_one2one,89.2562,93.8017
Ext1,ENSG00000182197,ortholog_one2one,99.3298,99.7319
Pkdrej,ENSG00000130943,ortholog_one2one,59.4319,73.3688
Smyd4,ENSG00000186532,ortholog_one2one,71.5174,81.8408
D2hgdh,ENSG00000180902,ortholog_one2one,80.2303,88.0998
Tmem139,ENSG00000178826,ortholog_one2one,56.0185,67.5926
Gucy1a2,ENSG00000152402,ortholog_one2one,89.6175,93.0328
1810026J23Rik,ENSG00000142444,ortholog_one2one,81.1538,88.0769
Tgtp1,not found,,,
Vat1,ENSG00000108828,ortholog_one2one,89.8219,92.8753
Edn3,ENSG00000124205,ortholog_one2one,54.2017,58.8235
Gars,ENSG00000106105,ortholog_one2one,91.2043,95.2639
Pigf,ENSG00000151665,ortholog_one2one,87.6712,92.2374
Serpinb6a,ENSG00000124570,ortholog_one2many,76.5957,87.234
Bpifb5,not found,,,
Rap1a,ENSG00000116473,ortholog_one2one,100,100
Kifc5b,ENSG00000237649,ortholog_one2many,77.8603,85.5869
Ivd,ENSG00000128928,ortholog_one2one,88.8889,94.7991
Itga11,ENSG00000137809,ortholog_one2one,90.2357,95.0337
Abca4,ENSG00000198691,ortholog_one2one,88.3414,94.2367
Sumo3,not found,,,
Commd9,ENSG00000110442,ortholog_one2one,89.899,93.9394
Gltscr1,ENSG00000063169,ortholog_one2one,88.141,90.3846
Vma21,ENSG00000160131,ortholog_one2one,81.1881,85.1485
Rdh14,ENSG00000240857,ortholog_one2one,87.7976,92.5595
Actl6a,ENSG00000136518,ortholog_one2one,98.8345,100
Irak3,ENSG00000090376,ortholog_one2one,76.1745,85.906
Gpr55,ENSG00000135898,ortholog_one2one,77.116,87.1473
Zfp385a,ENSG00000161642,ortholog_one2one,95.9016,97.2678
BC051142,error - retries exceeded,,,
Atxn10,ENSG00000130638,ortholog_one2one,82.9474,92.8421
Mtmr10,ENSG00000166912,ortholog_one2one,91.8919,95.2381
Setd4,ENSG00000185917,ortholog_one2one,76.8182,86.8182
Sf1,ENSG00000168066,ortholog_one2one,99.2175,99.5305
Cdc42ep4,ENSG00000179604,ortholog_one2one,78.9326,84.5506
Fam83b,ENSG00000168143,ortholog_one2one,81.4045,89.4164
Mcc,ENSG00000171444,ortholog_one2one,93.4249,95.3876
Rgag4,ENSG00000242732,ortholog_one2one,67.3111,76.8014
Lactb2,ENSG00000147592,ortholog_one2one,83.3333,92.7083
Gtpbp8,ENSG00000163607,ortholog_one2one,75.7042,85.5634
Ap1m1,ENSG00000072958,ortholog_one2one,99.2908,100
Psd4,ENSG00000125637,ortholog_one2one,66.0985,73.5795
Pole3,ENSG00000148229,ortholog_one2one,92.517,97.9592
Kank4,ENSG00000132854,ortholog_one2one,74.4724,81.9095
D8Ertd82e,ENSG00000275342,ortholog_one2one,75.9602,81.2944
Slc12a5,ENSG00000124140,ortholog_one2one,97.491,98.0287
Nxph3,ENSG00000182575,ortholog_one2one,96.4286,97.619
Ptpdc1,ENSG00000158079,ortholog_one2one,73.5149,81.5594
Osbpl10,ENSG00000144645,ortholog_one2one,91.4921,95.1571
Zfp706,ENSG00000120963,ortholog_one2one,100,100
Pbx3,ENSG00000167081,ortholog_one2one,99.7696,99.7696
Mapkapk2,ENSG00000162889,ortholog_one2one,93,94.5
Ttc22,ENSG00000006555,ortholog_one2one,84.1828,90.6854
Tmprss2,ENSG00000184012,ortholog_one2one,77.8455,86.3821
Lrrc4b,ENSG00000131409,ortholog_one2one,96.3534,96.9144
Aqp1,ENSG00000240583,ortholog_one2one,94.052,95.539
Tmem213,ENSG00000214128,ortholog_one2one,69.1589,79.4393
Itgb6,ENSG00000115221,ortholog_one2one,90.4822,95.0508
Vps8,ENSG00000156931,ortholog_one2one,93.4174,96.3585
Zfp191,ENSG00000172466,ortholog_one2one,95.1087,97.5543
Ppp1r11,ENSG00000204619,ortholog_one2one,88.8889,93.6508
Adora2a,ENSG00000128271,ortholog_one2one,81.068,86.6505
Mat1a,ENSG00000151224,ortholog_one2one,96.4557,98.7342
Rhod,ENSG00000173156,ortholog_one2one,64.7619,71.4286
Gcsam,ENSG00000174500,ortholog_one2one,56.1798,67.9775
Rpl36,ENSG00000130255,ortholog_one2one,100,100
Cst3,ENSG00000101439,ortholog_one2many,69.1781,81.5069
Slc20a2,ENSG00000168575,ortholog_one2one,91.7178,95.8589
Tmem5,ENSG00000118600,ortholog_one2one,83.07,90.9707
Mphosph10,ENSG00000124383,ortholog_one2one,81.6446,89.5742
Lrp1,ENSG00000123384,ortholog_one2one,97.9974,98.8997
Xirp2,ENSG00000163092,ortholog_one2one,66.3567,76.5004
Rhot2,ENSG00000140983,ortholog_one2one,85.1133,90.6149
Bclaf1,ENSG00000029363,ortholog_one2one,96.1957,98.0435
Pbld1,ENSG00000108187,ortholog_one2many,82.6389,88.5417
Snhg5,not found,,,
Akna,ENSG00000106948,ortholog_one2one,58.0959,69.3537
Abhd15,ENSG00000168792,ortholog_one2one,86.1111,89.3162
Hey1,ENSG00000164683,ortholog_one2one,94.7368,95.7237
Fbxw7,ENSG00000109670,ortholog_one2one,96.4639,98.0198
Tvp23b,ENSG00000175106,ortholog_one2many,89.1626,93.1034
Tvp23b,ENSG00000171928,ortholog_one2many,92.1951,96.0976
Fbxl7,ENSG00000183580,ortholog_one2one,98.3707,98.9817
Fam45a,ENSG00000119979,ortholog_one2one,90.4762,96.6387
Hdgfrp3,ENSG00000166503,ortholog_one2one,96.5517,97.0443
Gsg1l,ENSG00000169181,ortholog_one2one,88.8218,90.0302
Kdm5d,ENSG00000012817,ortholog_one2one,80.6368,88.1092
Tnfrsf4,ENSG00000186827,ortholog_one2one,60.2888,68.231
Pomgnt1,ENSG00000085998,ortholog_one2one,98.4848,99.0909
Tbx2,ENSG00000121068,ortholog_one2one,95.0843,96.2079
Slfn5,ENSG00000166750,ortholog_one2one,58.8103,74.7475
Zfp354a,ENSG00000169131,ortholog_one2one,82.6446,87.2727
Rab23,ENSG00000112210,ortholog_one2one,93.2489,95.7806
4930556M19Rik,not found,,,
Aass,ENSG00000008311,ortholog_one2one,87.473,92.8726
Zfp748,ENSG00000213799,ortholog_one2many,37.4227,47.6289
Gm19522,not found,,,
Ier2,ENSG00000160888,ortholog_one2one,78.9238,83.4081
Spsb4,ENSG00000175093,ortholog_one2one,97.8022,99.2674
Acrbp,ENSG00000111644,ortholog_one2one,75.3223,85.6354
Rab11fip2,ENSG00000107560,ortholog_one2one,92.3828,96.6797
Clec12a,ENSG00000172322,ortholog_one2one,48.6792,63.7736
Sdccag8,ENSG00000054282,ortholog_one2one,77.8401,88.4993
Map3k1,ENSG00000095015,ortholog_one2one,89.2857,92.328
Wdr24,ENSG00000127580,ortholog_one2one,95.3165,96.4557
Mpi,ENSG00000178802,ortholog_one2one,84.6336,91.253
Hmga1-rs1,not found,,,
Ppip5k2,ENSG00000145725,ortholog_one2one,95.4143,97.6669
Cdk1,ENSG00000170312,ortholog_one2one,96.9697,98.9899
Pum1,ENSG00000134644,ortholog_one2one,98.9057,99.3266
Sirt6,ENSG00000077463,ortholog_one2one,83.3803,87.0423
Samm50,ENSG00000100347,ortholog_one2one,95.9488,97.8678
Vldlr,ENSG00000147852,ortholog_one2one,95.9908,98.1672
Gja3,ENSG00000121743,ortholog_one2one,71.7241,78.8506
Themis,ENSG00000172673,ortholog_one2one,79.4072,87.5195
Trerf1,ENSG00000124496,ortholog_one2one,88.7789,91.7492
Ngfrap1,ENSG00000166681,ortholog_one2one,93.0693,99.0099
Cwc15,ENSG00000150316,ortholog_one2one,99.1266,100
Cntd1,ENSG00000176563,ortholog_one2one,85.1515,91.2121
Akt1s1,ENSG00000204673,ortholog_one2one,92.9688,94.5312
Idi1,ENSG00000067064,ortholog_one2one,78.5211,88.0282
Oit1,ENSG00000198643,ortholog_one2one,70.9821,83.9286
Gkn3,not found,,,
Fgf12,ENSG00000114279,ortholog_one2one,97.7901,97.7901
Gpr68,ENSG00000119714,ortholog_one2one,92.0548,95.8904
1700123O20Rik,ENSG00000179933,ortholog_one2one,83.5714,91.4286
Gpr137,ENSG00000173264,ortholog_one2one,95.202,96.4646
Vars2,ENSG00000137411,ortholog_one2one,83.5372,89.0875
Art4,ENSG00000111339,ortholog_one2one,59.2357,70.3822
Arhgap30,ENSG00000186517,ortholog_one2one,75.4768,82.5613
Ctsl,not found,,,
Iqsec2,ENSG00000124313,ortholog_one2one,98.3871,98.8575
Mar-04,error - retries exceeded,,,
Rab4b,ENSG00000167578,ortholog_one2one,99.5305,99.5305
Ppp1r35,ENSG00000160813,ortholog_one2one,73.913,83.004
Prokr1,not found,,,
Arl6ip4,ENSG00000182196,ortholog_one2one,79.7468,85.2321
Zfp286,ENSG00000187607,ortholog_one2one,81.19,87.7159
Pgd,ENSG00000142657,ortholog_one2one,93.9959,97.7226
Yars2,ENSG00000139131,ortholog_one2one,83.6478,88.6792
Ubxn8,ENSG00000104691,ortholog_one2one,72.963,82.963
Slc7a7,ENSG00000155465,ortholog_one2one,90.0196,96.0861
Mid2,ENSG00000080561,ortholog_one2one,96.4626,96.7347
Dok2,ENSG00000147443,ortholog_one2one,74.0291,78.8835
Samd5,ENSG00000203727,ortholog_one2one,90.1734,91.3295
Nnat,not found,,,
1500009L16Rik,ENSG00000235162,ortholog_one2one,85.7143,92.0635
Jam3,ENSG00000166086,ortholog_one2one,86.4516,92.2581
Nudt5,ENSG00000165609,ortholog_one2one,82.1918,91.7808
Gapdh,ENSG00000111640,ortholog_one2many,93.4328,96.7164
Lrrfip2,ENSG00000093167,ortholog_one2one,90.2913,93.62
C5ar2,ENSG00000134830,ortholog_one2one,61.7211,72.4036
Gsap,ENSG00000186088,ortholog_one2one,74.9415,84.6604
Aacs,ENSG00000081760,ortholog_one2one,89.7321,95.2381
Klhl13,ENSG00000003096,ortholog_one2one,93.1142,96.2441
Ranbp3,ENSG00000031823,ortholog_one2one,76.5432,83.0688
Deaf1,ENSG00000175548,ortholog_one2many,84.9894,91.5433
Deaf1,ENSG00000139133,ortholog_one2many,86.0465,92.8118
Tmem128,ENSG00000132406,ortholog_one2one,81.2121,89.0909
Ooep,ENSG00000203907,ortholog_one2one,42.2819,63.0872
Neb,ENSG00000183091,ortholog_one2one,67.6598,71.085
Mdh2,ENSG00000146701,ortholog_one2one,94.3787,97.6331
Fam3c,ENSG00000196937,ortholog_one2one,94.2731,97.7974
B3glct,ENSG00000187676,ortholog_one2one,83.5341,91.1647
Tinag,ENSG00000137251,ortholog_one2one,85.5042,91.1765
Yipf3,ENSG00000137207,ortholog_one2one,96,97.4286
Wwtr1,ENSG00000018408,ortholog_one2one,90.75,94.75
Ptpn6,ENSG00000111679,ortholog_one2one,93.6134,97.3109
Rps6ka1,ENSG00000117676,ortholog_one2one,94.5578,95.5102
Tg,ENSG00000042832,ortholog_one2one,73.8801,83.526
Ankrd11,ENSG00000167522,ortholog_one2one,79.647,87.4953
Slc45a4,ENSG00000022567,ortholog_one2one,81.6832,87.005
Slx4,ENSG00000188827,ortholog_one2one,51.5267,60.1963
Ppp1r3d,ENSG00000132825,ortholog_one2one,80.602,84.9498
Casc1,ENSG00000118307,ortholog_one2one,65.7895,79.9169
Pcdhb8,ENSG00000113209,ortholog_one2many,76.9811,85.7862
Ros1,ENSG00000047936,ortholog_one2one,80.1367,88.6801
Mettl20,ENSG00000139160,ortholog_one2one,76.7176,85.4962
Rpl26,ENSG00000161970,ortholog_one2one,100,100
Nfya,ENSG00000001167,ortholog_one2one,99.7118,99.7118
Csf1r,ENSG00000182578,ortholog_one2one,75.2058,83.3333
Usp22,ENSG00000124422,ortholog_one2one,97.9048,99.2381
Trmt1l,ENSG00000121486,ortholog_one2one,87.7217,92.2237
Gpr162,ENSG00000250510,ortholog_one2one,95.9184,96.9388
Gpr97,ENSG00000182885,ortholog_one2one,68.4882,78.5064
Zcchc3,ENSG00000247315,ortholog_one2one,87.0968,89.33
Rec8,ENSG00000100918,ortholog_one2one,76.234,84.6435
Fastkd3,ENSG00000124279,ortholog_one2one,64.5015,79.4562
Kmo,ENSG00000117009,ortholog_one2one,77.3663,86.0082
Maf1,ENSG00000179632,ortholog_one2one,94.5312,96.0938
Adamts10,ENSG00000142303,ortholog_one2one,94.107,96.0109
Aim2,ENSG00000163568,ortholog_one2one,56.2682,72.5947
Lta4h,ENSG00000111144,ortholog_one2one,92.7987,97.3813
D430041D05Rik,ENSG00000110427,ortholog_one2one,72.1808,78.3318
Smim15,ENSG00000188725,ortholog_one2one,97.2973,97.2973
Nr3c1,ENSG00000113580,ortholog_one2one,90.2188,94.4659
Olfr1033,ENSG00000174937,ortholog_one2many,89.5765,95.7655
Mrpl47,ENSG00000136522,ortholog_one2one,76.4,87.2
Kcne4,ENSG00000152049,ortholog_one2one,90,94.1176
Ktn1,ENSG00000126777,ortholog_one2one,81.6507,89.5357
Gm4285,not found,,,
Gm9159,not found,,,
Adamts4,ENSG00000158859,ortholog_one2one,90.4421,93.0705
Ankzf1,ENSG00000163516,ortholog_one2one,78.3747,86.0882
Macrod2,ENSG00000172264,ortholog_one2one,75,82.1429
Jak2,ENSG00000096968,ortholog_one2one,93.7279,97.7032
Adpgk,ENSG00000159322,ortholog_one2one,91.3481,95.9759
Elovl4,ENSG00000118402,ortholog_one2one,91.7197,95.5414
Kcnn3,ENSG00000143603,ortholog_one2one,95.7592,96.8536
Arid2,ENSG00000189079,ortholog_one2one,91.9891,94.9864
Cpsf1,ENSG00000071894,ortholog_one2one,95.7727,97.5052
Bptf,ENSG00000171634,ortholog_one2one,82.363,89.1096
Tmem134,ENSG00000172663,ortholog_one2one,93.3333,94.359
Mxd1,ENSG00000059728,ortholog_one2one,86.8778,90.9502
Smg6,ENSG00000070366,ortholog_one2one,90.7682,95.1374
Wbscr22,ENSG00000071462,ortholog_one2one,79.3594,91.1032
Map10,ENSG00000212916,ortholog_one2one,47.5138,59.6685
Trib2,ENSG00000071575,ortholog_one2one,98.2507,99.1254
Rrp9,ENSG00000114767,ortholog_one2one,92.6316,94.9474
Enho,ENSG00000168913,ortholog_one2one,100,100
Unc79,ENSG00000133958,ortholog_one2one,93.6461,95.4932
Fbxw10,ENSG00000171931,ortholog_one2many,69.4867,80.8935
Fbxw10,ENSG00000241322,ortholog_one2many,68.484,79.6543
Pnisr,ENSG00000132424,ortholog_one2one,92.9193,96.646
Fam46c,ENSG00000183508,ortholog_one2one,95.9079,97.6982
Hcfc2,ENSG00000111727,ortholog_one2one,82.197,85.2273
Clk3,ENSG00000179335,ortholog_one2one,98.7755,99.1837
Tmem198,ENSG00000188760,ortholog_one2one,97.7778,98.3333
Sh3bp4,ENSG00000130147,ortholog_one2one,91.6926,96.054
Rpf1,ENSG00000117133,ortholog_one2one,95.1289,97.1347
Glod4,ENSG00000167699,ortholog_one2one,91.6107,95.6376
Retnla,ENSG00000163515,ortholog_one2many,50.4505,72.0721
Col6a6,ENSG00000206384,ortholog_one2one,83.0756,90.897
Cerk,ENSG00000100422,ortholog_one2one,83.6127,89.9441
Cacnb2,ENSG00000165995,ortholog_one2one,93.7879,95.9091
Arhgap21,ENSG00000107863,ortholog_one2one,86.5169,90.9602
Pask,ENSG00000115687,ortholog_one2one,72.4112,80.3477
Snca,ENSG00000145335,ortholog_one2one,95,97.1429
Rcsd1,ENSG00000198771,ortholog_one2one,63.9423,72.8365
Zfp273,not found,,,
Phactr3,ENSG00000087495,ortholog_one2one,82.4687,89.2665
Mthfsd,ENSG00000103248,ortholog_one2one,68.4073,75.9791
Tpm2,ENSG00000198467,ortholog_one2one,94.3662,96.4789
Ier3,ENSG00000137331,ortholog_one2one,72.4359,77.5641
Dync1i2,ENSG00000077380,ortholog_one2one,97.9624,98.9028
Zeb1,ENSG00000148516,ortholog_one2one,86.3111,90.7556
Fxr2,ENSG00000129245,ortholog_one2one,98.3655,98.9599
Ccdc141,ENSG00000163492,ortholog_one2one,72.9412,84.3791
Ltbr,ENSG00000111321,ortholog_one2one,65.0575,71.7241
Tlr6,ENSG00000174130,ortholog_one2one,72.8643,84.9246
Mapk13,ENSG00000156711,ortholog_one2one,93.1507,97.5342
Thap11,ENSG00000168286,ortholog_one2one,92.3567,94.2675
Alg5,ENSG00000120697,ortholog_one2one,89.5062,94.4444
Smad3,ENSG00000166949,ortholog_one2one,100,100
Kmt2e,ENSG00000005483,ortholog_one2one,89.451,93.5953
Paxbp1,ENSG00000159086,ortholog_one2one,95.4198,97.819
Prkd2,ENSG00000105287,ortholog_one2one,95.2164,97.1526
Fkbp2,ENSG00000286264,ortholog_one2one,73.9623,78.4906
Gm16880,not found,,,
Pacsin3,ENSG00000165912,ortholog_one2one,94.3396,96.2264
Nup62,ENSG00000213024,ortholog_one2one,76.8199,82.1839
Exosc6,ENSG00000223496,ortholog_one2one,91.9118,94.8529
Cacnb3,ENSG00000167535,ortholog_one2one,99.1736,99.5868
St14,ENSG00000149418,ortholog_one2one,81.8713,90.4094
Cd83,ENSG00000112149,ortholog_one2one,66.3415,74.6341
Rffl,ENSG00000092871,ortholog_one2one,89.5317,91.7355
Bend7,ENSG00000165626,ortholog_one2one,86.6828,90.3148
1700010I14Rik,ENSG00000112539,ortholog_one2one,53.5181,68.2303
1600016N20Rik,ENSG00000185522,ortholog_one2one,48.7382,61.9874
Hrct1,ENSG00000196196,ortholog_one2one,52.1739,62.6087
Tbc1d19,ENSG00000109680,ortholog_one2one,97.3384,98.8593
2510002D24Rik,ENSG00000242259,ortholog_one2one,71.4286,80.9524
Eogt,ENSG00000163378,ortholog_one2one,87.8558,94.1176
AI427809,not found,,,
Galnt6,ENSG00000139629,ortholog_one2one,88.5852,93.2476
Dnmt3b,ENSG00000088305,ortholog_one2many,83.939,90.1524
Ythdf1,ENSG00000149658,ortholog_one2one,93.7388,96.4222
Phip,ENSG00000146247,ortholog_one2one,94.8929,97.2543
Pisd-ps1,not found,,,
Pdzd4,ENSG00000067840,ortholog_one2one,93.0323,95.7419
Pnpla1,ENSG00000180316,ortholog_one2one,60.1399,69.9301
Zer1,ENSG00000160445,ortholog_one2one,96.2141,98.1723
Ankrd6,ENSG00000135299,ortholog_one2one,83.0812,89.271
Cdkn2aip,ENSG00000168564,ortholog_one2one,83.2759,89.3103
Cenpo,ENSG00000138092,ortholog_one2one,66,79.3333
Cpne7,ENSG00000178773,ortholog_one2one,89.7849,94.8029
Cdk17,ENSG00000059758,ortholog_one2one,98.6616,99.8088
Noxa1,ENSG00000188747,ortholog_one2one,58.8235,67.2269
B4galt6,ENSG00000118276,ortholog_one2one,94.7644,97.9058
Jag2,ENSG00000184916,ortholog_one2one,90.3877,93.538
Sfxn5,ENSG00000144040,ortholog_one2one,97.3529,99.4118
Trim72,ENSG00000177238,ortholog_one2one,90.9853,95.3878
Prorsd1,not found,,,
Crb3,ENSG00000130545,ortholog_one2one,50.8333,57.5
Rab17,ENSG00000124839,ortholog_one2one,75,85.3774
Myadm,ENSG00000179820,ortholog_one2one,83.8509,90.0621
Apba2,ENSG00000034053,ortholog_one2one,92.5234,93.992
Rnf181,not found,,,
Acadvl,ENSG00000072778,ortholog_one2one,83.5115,91.4504
Flot1,ENSG00000137312,ortholog_one2one,98.3607,99.2974
Htra2,ENSG00000115317,ortholog_one2one,84.7162,89.083
Aes,ENSG00000104964,ortholog_one2one,99.4924,99.4924
1110046J04Rik,not found,,,
Arid4a,ENSG00000032219,ortholog_one2one,85.7597,91.6468
Bzrap1,ENSG00000005379,ortholog_one2one,82.1217,87.0221
Cmtm3,ENSG00000140931,ortholog_one2one,87.9121,91.7582
Chrnb1,ENSG00000170175,ortholog_one2one,89.8204,93.8124
BC068281,error - retries exceeded,,,
Pnrc2,ENSG00000189266,ortholog_one2one,82.7338,88.4892
Pex11a,ENSG00000166821,ortholog_one2one,77.7328,88.2591
Fbxo44,ENSG00000132879,ortholog_one2one,80.3922,81.9608
Max,ENSG00000125952,ortholog_one2one,99.375,99.375
Zgpat,ENSG00000197114,ortholog_one2one,79.4521,87.0842
Pcdha10,ENSG00000204967,ortholog_one2many,81.0982,86.8004
Epha8,ENSG00000070886,ortholog_one2one,95.2239,97.2139
Tm7sf3,ENSG00000064115,ortholog_one2one,77.5439,87.3684
Cherp,ENSG00000085872,ortholog_one2one,94.6507,96.7249
Adamts2,ENSG00000087116,ortholog_one2one,88.687,93.0636
Mthfd1,ENSG00000100714,ortholog_one2one,93.1551,97.861
Invs,ENSG00000119509,ortholog_one2one,80.5634,86.0094
Pdp1,ENSG00000164951,ortholog_one2one,98.324,99.0689
Mecr,ENSG00000116353,ortholog_one2one,81.7694,88.7399
Gjb1,ENSG00000169562,ortholog_one2one,98.5866,99.2933
Ptgfrn,ENSG00000134247,ortholog_one2one,89.9886,94.9943
Nmnat1,ENSG00000173614,ortholog_one2one,82.0788,91.0394
Spata13,ENSG00000182957,ortholog_one2one,70.7126,79.7181
Antxr2,ENSG00000163297,ortholog_one2one,82.9918,88.7295
Clec9a,ENSG00000197992,ortholog_one2one,59.3361,76.3485
Pik3r5,ENSG00000141506,ortholog_one2one,86.0227,89.7727
Tead3,ENSG00000007866,ortholog_one2one,97.4713,98.3908
Fars2,ENSG00000145982,ortholog_one2one,85.1441,92.0177
Cdh24,ENSG00000139880,ortholog_one2one,93.3419,96.1588
Ube2q1,ENSG00000160714,ortholog_one2one,99.2891,99.5261
Cul9,ENSG00000112659,ortholog_one2one,86.4124,91.4581
Exoc2,ENSG00000112685,ortholog_one2one,93.6147,96.7533
Rhox8,not found,,,
Daxx,ENSG00000204209,ortholog_one2one,72.1622,81.2162
Tex261,ENSG00000144043,ortholog_one2one,99.4898,100
Hmmr,ENSG00000072571,ortholog_one2one,74.7586,83.8621
Bloc1s3,ENSG00000189114,ortholog_one2one,87.1287,88.6139
Cacna1h,ENSG00000196557,ortholog_one2one,83.1704,86.6553
Ehd2,ENSG00000024422,ortholog_one2one,96.6851,98.7109
Hmg20b,ENSG00000064961,ortholog_one2one,92.429,94.6372
Npy2r,ENSG00000185149,ortholog_one2one,94.4882,97.9003
Terf2,ENSG00000132604,ortholog_one2one,85.0554,90.7749
Bmp6,ENSG00000153162,ortholog_one2one,89.8635,92.2027
Kcne3,ENSG00000175538,ortholog_one2one,92.233,96.1165
Hcls1,ENSG00000180353,ortholog_one2one,84.1564,89.3004
Acot7,ENSG00000097021,ortholog_one2one,85.9459,89.1892
Ldb3,ENSG00000169744,ortholog_one2one,97.5871,98.3914
Map2,ENSG00000078018,ortholog_one2one,80.5692,87.8489
Ms4a6c,ENSG00000166926,ortholog_many2many,43.5374,61.9048
Ms4a6c,ENSG00000110077,ortholog_many2many,47.5556,59.5556
Rhbdf1,ENSG00000007384,ortholog_one2one,95.5556,98.0117
Prkcd,ENSG00000163932,ortholog_one2one,90.3846,95.4142
Duxbl2,error - retries exceeded,,,
Tbc1d2b,ENSG00000167202,ortholog_one2one,89.0966,93.6656
Rbbp6,ENSG00000122257,ortholog_one2one,88.5045,93.2478
Bpnt1,ENSG00000162813,ortholog_one2one,91.5584,95.4545
Rbmxl1,ENSG00000213516,ortholog_one2many,93.5897,94.8718
Adcy5,ENSG00000173175,ortholog_one2one,95.4798,97.4623
Zdhhc23,ENSG00000184307,ortholog_one2one,88.046,92.4138
Amhr2,ENSG00000135409,ortholog_one2one,78.3595,85.6894
Stk25,ENSG00000115694,ortholog_one2one,98.8263,99.7653
Duxbl3,error - retries exceeded,,,
Bcl9l,ENSG00000186174,ortholog_one2one,93.9293,96.064
Ap1s2,ENSG00000182287,ortholog_one2one,89.375,90.625
Letmd1,ENSG00000050426,ortholog_one2one,80,89.1667
Ypel2,ENSG00000175155,ortholog_one2one,100,100
C4b,ENSG00000224389,ortholog_many2many,76.3188,86.4106
C4b,ENSG00000244731,ortholog_many2many,76.3761,86.5252
Cyth4,ENSG00000100055,ortholog_one2one,91.6244,96.1929
Bahd1,ENSG00000140320,ortholog_one2one,90.7692,92.3077
Klhdc1,ENSG00000197776,ortholog_one2one,88.67,94.8276
Phf8,not found,,,
Eprs,ENSG00000136628,ortholog_one2one,89.2857,94.9074
Med28,ENSG00000118579,ortholog_one2one,94.382,97.7528
Dbf4,ENSG00000006634,ortholog_one2one,66.6172,77.7448
Ptpn7,ENSG00000143851,ortholog_one2one,92.2222,95
D11Wsu47e,ENSG00000141219,ortholog_one2one,43.8424,54.5156
Kif4,ENSG00000090889,ortholog_one2one,86.9318,92.5325
Gpm6a,ENSG00000150625,ortholog_one2one,98.9209,99.6403
H2-DMb1,ENSG00000242574,ortholog_one2many,71.1027,82.5095
Sgpp2,ENSG00000163082,ortholog_one2one,79.6992,84.7118
Csnk1e,ENSG00000213923,ortholog_one2one,98.7981,99.0385
Ppap2a,ENSG00000067113,ortholog_one2one,74.6479,84.8592
Wdr36,ENSG00000134987,ortholog_one2one,88.9385,95.0838
Slfn14,ENSG00000236320,ortholog_one2one,69.8465,81.4693
Wtap,ENSG00000146457,ortholog_one2one,96.2121,98.2323
Suds3,ENSG00000111707,ortholog_one2one,96.9512,98.1707
Pwp1,ENSG00000136045,ortholog_one2one,89.8204,94.012
Pcsk1,ENSG00000175426,ortholog_one2one,92.5631,96.4143
Mns1,ENSG00000138587,ortholog_one2one,76.5657,89.2929
Mdk,ENSG00000110492,ortholog_one2one,86.014,91.6084
Kcmf1,ENSG00000176407,ortholog_one2one,97.3753,98.4252
S100a11,ENSG00000163191,ortholog_one2one,80.9524,84.7619
Dpp6,ENSG00000130226,ortholog_one2one,92.2543,95.8382
Atp8a1,ENSG00000124406,ortholog_one2one,98.11,99.6564
