gene,dai_34276789,hamvas_30342483li_26030808,luo_36514862,luo_36514862,ambalavanan_25449221,hadchoul,torgerson_30113228,wang_23897914,ahmed_37839510,zasada_31445514,zasada_31445514,bharracharya_22723293,da_paepe_20718599,fulton_30459472,gong_32412065,pietrzyk_24194948,pietrzyk_24194948,pietrzyk_24194948,pietrzyk_24194948,shen_33093882,windhorst_37090732,bhattacharya_33552042,oji_mmuo_33177681,siddiah_37123538,tsotakos_35947545,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,zasada_31445514,maic_score,contributors
BCAN,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144111743,0,0,0,2.396298466,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
CLEC4F,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144100087,0,0,0,2.396286809,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
PAQR7,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143951465,0,0,0,2.396138187,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
CACHD1,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143855298,0,0,0,2.39604202,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
NPL,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143843641,0,0,0,2.396030364,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
IL12RB2,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143732903,0,0,0,2.395919626,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
SHISA4,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143665877,0,0,0,2.3958526,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
PDIA6,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143662963,0,0,0,2.395849686,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
CHST10,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143648393,0,0,0,2.395835115,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
CFAP74,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143610508,0,0,0,2.395797231,"EXOMESEQ: Li_26030808, RNASEQ: Yuon_chou_37507442_cpg_day28"
DOCK6,1.229883813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165004826,0,0,0,0,2.394888639,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day14"
ARHGAP31,0,1.225910308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163489585,0,0,0,0,2.389399893,"EXOMESEQ: Hamvas_30342483, RNASEQ: Yuon_chou_37507442_cpg_day14"
NDUFS7,1.229883813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149410472,0,0,0,0,2.379294285,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day14"
DDHD1,1.229883813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148200628,0,0,0,2.378084442,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day28"
FBXO15,0,0,0,0,0,0,0,0,1.215578005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162113241,0,0,0,0,2.377691246,"GWAS: Wang_23897914, RNASEQ: Yuon_chou_37507442_cpg_day14"
MKKS,1.229883813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145111303,0,0,0,2.374995116,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day28"
SPG7,1.229883813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144962678,0,0,0,2.374846492,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day28"
LMF1,1.229883813,1.225910178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144787828,0,0,0,2.374671641,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day28"
CFD,1.229883813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143881525,0,0,0,2.373765338,"EXOMESEQ: Dai_34276789_data, RNASEQ: Yuon_chou_37507442_cpg_day28"
HPDL,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121338697,0,0,0,0,0,2.37352542,"RNASEQ: Tsotakos_35947545_down, EXOMESEQ: Li_26030808"
TRPS1,0,0,0,0,0,0,0,0,1.215577905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157037184,0,0,0,0,2.372615089,"GWAS: Wang_23897914, RNASEQ: Yuon_chou_37507442_cpg_day14"
ATF7IP,0,1.225910168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145184159,0,0,0,2.371094327,"EXOMESEQ: Hamvas_30342483, RNASEQ: Yuon_chou_37507442_cpg_day28"
ATP10B,0,1.225910188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143657135,0,0,0,2.369567323,"EXOMESEQ: Hamvas_30342483, RNASEQ: Yuon_chou_37507442_cpg_day28"
TMEM163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.205853615,0,0,0,0,0,0,0,1.156620493,0,0,0,0,2.362474108,"MICROARRAY: Pietrzyk_24194948_up_day28, RNASEQ: Yuon_chou_37507442_cpg_day14"
CHST3,0,0,0,0,0,0,0,0,1.215577885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144385674,0,0,0,2.359963558,"GWAS: Wang_23897914, RNASEQ: Yuon_chou_37507442_cpg_day28"
RLF,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103022514,0,0,0,0,0,0,0,0,2.355209237,"EXOMESEQ: Li_26030808, RNASEQ: Bhattacharya_33552042"
FOXJ3,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103022514,0,0,0,0,0,0,0,0,2.355209237,"EXOMESEQ: Li_26030808, RNASEQ: Bhattacharya_33552042"
GORAB,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103022514,0,0,0,0,0,0,0,0,2.355209237,"EXOMESEQ: Li_26030808, RNASEQ: Bhattacharya_33552042"
RGS1,0,0,1.252186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103022514,0,0,0,0,0,0,0,0,2.355209237,"EXOMESEQ: Li_26030808, RNASEQ: Bhattacharya_33552042"
MAPK11,0,0,0,0,1.124888545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216033539,0,0,2.340922084,"EXOMESEQ: Luo_36514862_SNPS, RNASEQ: Yuon_chou_37507442_deg_cord"
RNU11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015841266,0,0,0,0,0,0,1.145096732,0,0,0,2.160937998,"MICROARRAY: Shen_33093882, RNASEQ: Yuon_chou_37507442_cpg_day28"
LOC150568,0,0,0,0,0,0,0,1.805723542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805723542,GWAS: Torgerson_30113228
CD3G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.729921616,0,0,1.529584757,0,0,0,0,0,0,0,0,0,0,0,1.729921616,MICROARRAY: Pietrzyk_24194948_down_day28
CD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715221529,0,0,1.529695767,0,0,0,0,0,0,0,0,0,0,0,1.715221529,MICROARRAY: Pietrzyk_24194948_down_day28
TRAV8-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703016516,0,0,1.529549435,0,0,0,0,0,0,0,0,0,0,0,1.703016516,MICROARRAY: Pietrzyk_24194948_down_day28
STK32C,0,0,0,0,0,0,0,1.687481072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687481072,GWAS: Torgerson_30113228
CD3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666640325,1.501234774,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666640325,MICROARRAY: Pietrzyk_24194948_down_day28
BTN3A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.660950756,0,0,1.529720998,0,0,0,0,0,0,0,0,0,0,0,1.660950756,MICROARRAY: Pietrzyk_24194948_down_day28
MDGA2,0,0,0,0,0,0,0,1.657920455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657920455,GWAS: Torgerson_30113228
TBC1D31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655743728,1.498405314,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655743728,MICROARRAY: Pietrzyk_24194948_down_day28
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646370261,0,0,1.529761613,0,0,0,0,0,0,0,0,0,0,0,1.646370261,MICROARRAY: Pietrzyk_24194948_down_day28
KDSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644187882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644187882,MICROARRAY: Pietrzyk_24194948_down_day28
TRAJ17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637915516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637915516,MICROARRAY: Pietrzyk_24194948_down_day28
GIMAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633912273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633912273,MICROARRAY: Pietrzyk_24194948_down_day28
SPON1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630014925,0,0,1.529710905,0,0,0,0,0,0,0,0,0,0,0,1.630014925,MICROARRAY: Pietrzyk_24194948_down_day28
ABAT,0,0,0,0,0,0,0,1.628359837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628359837,GWAS: Torgerson_30113228
SLAIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628098349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628098349,MICROARRAY: Pietrzyk_24194948_down_day28
PCED1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62619982,0,0,1.529675583,0,0,0,0,0,0,0,0,0,0,0,1.62619982,MICROARRAY: Pietrzyk_24194948_down_day28
VSIG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.620592334,0,0,1.529690721,0,0,0,0,0,0,0,0,0,0,0,1.620592334,MICROARRAY: Pietrzyk_24194948_down_day28
CD200R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609643177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609643177,MICROARRAY: Pietrzyk_24194948_down_day28
DSC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607840759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607840759,MICROARRAY: Pietrzyk_24194948_down_day28
NECAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606120307,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606120307,MICROARRAY: Pietrzyk_24194948_down_day5
ZNF569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606042835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606042835,MICROARRAY: Pietrzyk_24194948_down_day28
HOXB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604248872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604248872,MICROARRAY: Pietrzyk_24194948_down_day28
SNORA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602458399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602458399,MICROARRAY: Pietrzyk_24194948_down_day28
ZNF658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.600671002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.600671002,MICROARRAY: Pietrzyk_24194948_down_day28
KLHL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597104019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597104019,MICROARRAY: Pietrzyk_24194948_down_day28
GNPNAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589993528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589993528,MICROARRAY: Pietrzyk_24194948_down_day28
CLUAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588219538,0,0,1.529620078,0,0,0,0,0,0,0,0,0,0,0,1.588219538,MICROARRAY: Pietrzyk_24194948_down_day28
LZTFL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586446666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586446666,MICROARRAY: Pietrzyk_24194948_down_day28
SKAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584674781,1.500046146,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584674781,MICROARRAY: Pietrzyk_24194948_down_day28
TOMM70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.582903765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.582903765,MICROARRAY: Pietrzyk_24194948_down_day28
KCNK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.582552816,0,0,0,0,0,0,0,0,0,0,0,1.582552816,MICROARRAY: Pietrzyk_24194948_up_day5
TULP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.581530187,0,0,0,1.298754304,0,0,0,0,0,0,0,0,0,1.581530187,MICROARRAY: Pietrzyk_24194948_down_day5
MLLT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568756783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568756783,MICROARRAY: Pietrzyk_24194948_down_day28
MORC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56699015,0,0,1.529554481,0,0,0,0,0,0,0,0,0,0,0,1.56699015,MICROARRAY: Pietrzyk_24194948_down_day28
DACT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565223762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565223762,MICROARRAY: Pietrzyk_24194948_down_day28
MCUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562426486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562426486,MICROARRAY: Pietrzyk_24194948_down_day5
CD40LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561691611,1.547585101,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561691611,MICROARRAY: Pietrzyk_24194948_down_day28
PELO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559925799,0,0,1.529705859,0,0,0,0,0,0,0,0,0,0,0,1.559925799,MICROARRAY: Pietrzyk_24194948_down_day28
TMEM263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558160135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558160135,MICROARRAY: Pietrzyk_24194948_down_day28
LIN28B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556509607,0,0,0,0,0,0,0,0,0,0,0,1.556509607,MICROARRAY: Pietrzyk_24194948_up_day5
TMEM50A,0,0,1.252186723,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CHI3L1,0,0,1.252186723,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
ELANE,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CTSG,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
MS4A3,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
DEFA4,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
MMP9,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
TCN1,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CEACAM8,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
OLFM4,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CLEC5,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CNTNAP3B,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
OLAH,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
TAF15,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CREB1,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
DDX42,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CAVIN1,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
ZNF706,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CASC15,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
CSPP1,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
STAT3,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
NETO2,0,0,0,1.543991895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543991895,EXOMESEQ: Luo_36514862_eqtl
SLC22A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543331254,0,0,0,0,0,0,0,0,0,0,0,1.543331254,MICROARRAY: Pietrzyk_24194948_up_day5
AFP,0,0,0,0,0,0,0,0,0,0,1.384708695,1.536073627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.536073627,MASS_SPEC: Zasada_31445514_day36GA
SLC28A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533284666,0,0,0,0,0,0,0,0,0,0,0,1.533284666,MICROARRAY: Pietrzyk_24194948_up_day5
FREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332330021,0,0,0,1.530705651,0,0,0,0,0,0,0,0,0,0,0,1.530705651,MICROARRAY: Pietrzyk_24194948_up_day5
TMEM44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529859629,0,0,0,0,0,0,0,0,0,0,0,1.529859629,MICROARRAY: Pietrzyk_24194948_up_day5
ANKRD18B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529825977,0,0,0,0,0,0,0,0,0,0,0,1.529825977,MICROARRAY: Pietrzyk_24194948_up_day5
CABLES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529794091,0,0,0,0,0,0,0,0,0,0,0,1.529794091,MICROARRAY: Pietrzyk_24194948_up_day5
GRB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529785341,0,0,0,0,0,0,0,0,0,0,0,1.529785341,MICROARRAY: Pietrzyk_24194948_up_day5
GADD45A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529766901,0,0,0,0,0,0,0,0,0,0,0,1.529766901,MICROARRAY: Pietrzyk_24194948_up_day5
ZNF30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529746258,0,0,0,0,0,0,0,0,0,0,0,1.529746258,MICROARRAY: Pietrzyk_24194948_up_day5
PNPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529736143,0,0,0,0,0,0,0,0,0,0,0,1.529736143,MICROARRAY: Pietrzyk_24194948_up_day5
TMEM99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529731093,0,0,0,0,0,0,0,0,0,0,0,1.529731093,MICROARRAY: Pietrzyk_24194948_up_day5
PPFIBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529700813,0,0,0,0,0,0,0,0,0,0,0,1.529700813,MICROARRAY: Pietrzyk_24194948_up_day5
KCNMB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529670537,0,0,0,0,0,0,0,0,0,0,0,1.529670537,MICROARRAY: Pietrzyk_24194948_up_day5
DHRS4L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529660446,0,0,0,0,0,0,0,0,0,0,0,1.529660446,MICROARRAY: Pietrzyk_24194948_up_day5
CD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529645308,0,0,0,0,0,0,0,0,0,0,0,1.529645308,MICROARRAY: Pietrzyk_24194948_up_day5
MSANTD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529615032,0,0,0,0,0,0,0,0,0,0,0,1.529615032,MICROARRAY: Pietrzyk_24194948_up_day5
RWDD2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52960494,0,0,0,0,0,0,0,0,0,0,0,1.52960494,MICROARRAY: Pietrzyk_24194948_up_day5
GTPBP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529599894,0,0,0,0,0,0,0,0,0,0,0,1.529599894,MICROARRAY: Pietrzyk_24194948_up_day5
PID1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529544389,0,0,0,0,0,0,0,0,0,0,0,1.529544389,MICROARRAY: Pietrzyk_24194948_up_day5
AKT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529539343,0,0,0,0,0,0,0,0,0,0,0,1.529539343,MICROARRAY: Pietrzyk_24194948_up_day5
PRKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529534297,0,0,0,0,0,0,0,0,0,0,0,1.529534297,MICROARRAY: Pietrzyk_24194948_up_day5
GSN,0,0,0,0,0,0,0,0,0,0,1.379115263,1.516483911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516483911,MASS_SPEC: Zasada_31445514_day36GA
SLC30A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514732217,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514732217,MICROARRAY: Pietrzyk_24194948_down_day5
GALNT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.507269125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.507269125,MICROARRAY: Pietrzyk_24194948_down_day5
HBB,0,0,0,0,0,0,0,0,0,0,1.388903769,1.506689053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506689053,MASS_SPEC: Zasada_31445514_day36GA
RNF125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50473415,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50473415,MICROARRAY: Pietrzyk_24194948_down_day5
TLR10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504399995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504399995,MICROARRAY: Gong_32412065
APOA1,0,0,0,0,0,0,0,0,0,0,1.387039292,1.501791624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501791624,MASS_SPEC: Zasada_31445514_day36GA
CCDC191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499576856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499576856,MICROARRAY: Gong_32412065
CD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499122716,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499122716,MICROARRAY: Pietrzyk_24194948_down_day5
TCF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497847974,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497847974,MICROARRAY: Pietrzyk_24194948_down_day5
