gene	Nichols_24571919	Chen28689251	Bao_27137150	Bhaskaran_22911455	Chao27770432	Denervaud_26353077_down_ranked	Denervaud_26353077_up_ranked	Natarajan_28851267_down	Natarajan_28851267_up	Revhaug_31454811_down_ranked	Revhaug_31454811_up_ranked	Shrestha_33446917_down_	Shrestha_33446917_up	Al_mudares_37368978_female	Al_mudares_37368978_male	Bhattacharya_25150061	Cheng_31961470	Coarfa_28818871_female_down_day21_ranked	Coarfa_28818871_female_down_day7_ranked	Coarfa_28818871_female_up_day21_ranked	Coarfa_28818871_female_up_day7_ranked	Coarfa_28818871_male_down_day21	Coarfa_28818871_male_down_day7	Coarfa_28818871_male_up_day21	Coarfa_28818871_male_up_day7	Dong_36157523	Dravet_gounot_29287116_p10	Dravet_gounot_29287116_p21	Hirani_37876024	Nitkin_32753701_24hr_unranked	Nitkin_32753701_6hr_unranked	Rao_37310763_ranked	Hurskainen_33692365_endothelial	Hurskainen_33692365_epithelial	Hurskainen_33692365_stroma	Scaffa_34417156_ranked	maic_score	contributors
AOC1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	1.6911469913131936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2509786329213273	METHYLATION: Chen28689251, MICROARRAY: Denervaud_26353077_up_ranked
S1PR5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.723963075929051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	0.0	3.245541720797972	MICROARRAY: Shrestha_33446917_down_, RNASEQ: Nitkin_32753701_24hr_unranked
COL3A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7887845145435342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5084061144875438	0.0	0.0	0.0	0.0	0.0	0.0	1.4150831865594322	1.4124925176209346	1.414437316033671	1.4488668775114457	3.2376513920549796	RNASEQ: Cheng_31961470, SCRNASEQ: Scaffa_34417156_ranked
HSP90AB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6169719095874195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6023892849936205	3.2193611945810403	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_female
CDKN1A	0.0	0.0	1.560660823264298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930182581194085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6577988513439532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.218459674608251	MICROARRAY: Bao_27137150, RNASEQ: Hirani_37876024
PRKCB	0.0	0.0	0.0	0.0	0.0	0.0	1.6911478913131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	0.0	3.2127265361821147	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
C3AR1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911477913131936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	0.0	3.212726436182115	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
S100A9	0.0	0.0	0.0	0.0	0.0	0.0	1.6911476513131936	0.0	0.0	0.0	0.0	0.0	0.0	1.4457454102771725	1.4426420565629379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.5030329249200978	0.0	0.0	0.0	0.0	3.2127262961821152	RNASEQ: Nitkin_32753701_24hr_unranked, MICROARRAY: Denervaud_26353077_up_ranked
ITGAM	0.0	0.0	0.0	0.0	1.5276887279858113	0.0	1.6911474513131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.46573352426999	0.0	0.0	0.0	0.0	3.2127260961821147	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
C1QA	0.0	0.0	0.0	0.0	0.0	0.0	1.6911474113131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.420904867652399	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	0.0	3.212726056182115	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
MMP8	0.0	0.0	0.0	0.0	0.0	0.0	1.6911473113131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.493730737238019	0.0	0.0	0.0	0.0	3.2127259561821147	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
Ngp	0.0	0.0	0.0	0.0	0.0	0.0	1.6911473013131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.4855078099484071	0.0	0.0	0.0	0.0	3.2127259461821147	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
S100A8	0.0	0.0	0.0	0.0	0.0	0.0	1.6911470413131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4425980744789078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.4998616176593862	0.0	0.0	0.0	0.0	3.2127256861821145	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
HAPLN1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.650520553632035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.210352195240169	METHYLATION: Chen28689251, RNASEQ: Hirani_37876024
CCL7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7379533202010184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.444527590676139	0.0	0.0	1.4713921518731066	0.0	0.0	0.0	0.0	3.209345472074125	MICROARRAY: Shrestha_33446917_up, RNASEQ: Rao_37310763_ranked
CRABP1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911472313131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51764562367412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2087928549873137	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Hirani_37876024
TREML4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7631183907271204	0.0	0.0	1.4426567172576146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3708319553814936	0.0	0.0	0.0	0.0	3.205775107984735	MICROARRAY: Shrestha_33446917_down_, RNASEQ: Al_mudares_37368978_male
ETNK2	0.0	0.0	0.0	0.0	0.0	1.7926481559608898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4101640475123012	1.4075365955682522	1.4086999449465734	0.0	3.202812203473191	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Denervaud_26353077_down_ranked
Ccl9	0.0	0.0	0.0	0.0	0.0	0.0	1.6911469613131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5084061144875438	0.0	0.0	1.439932189970053	0.0	0.0	1.4108692489000338	0.0	0.0	0.0	0.0	3.199553075800737	RNASEQ: Dong_36157523, MICROARRAY: Denervaud_26353077_up_ranked
Stfa3	0.0	0.0	0.0	0.0	0.0	0.0	1.6911474413131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3759147471120106	1.5062769727932699	0.0	0.0	0.0	0.0	3.1974244141064636	RNASEQ: Rao_37310763_ranked, MICROARRAY: Denervaud_26353077_up_ranked
DGLUCY	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6353728384021338	0.0	0.0	1.3687116169932234	0.0	0.0	0.0	0.0	3.1952044800102675	METHYLATION: Chen28689251, RNASEQ: Hirani_37876024
Retnlg	0.0	0.0	0.0	0.0	0.0	0.0	1.6911468213131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4427495683239004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.501967821518317	0.0	0.0	0.0	0.0	3.1931146428315103	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
GDF15	0.0	0.0	1.560660823264298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930170381194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2977530931613688	0.0	0.0	0.0	1.6288616071079463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1895224303722443	MICROARRAY: Bao_27137150, RNASEQ: Hirani_37876024
ADGRE1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911480313131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4933939651882462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18454199650144	RNASEQ: Bhattacharya_25150061, MICROARRAY: Denervaud_26353077_up_ranked
GLIPR1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911478413131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930189083608074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.433014880137667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.184166749674001	RNASEQ: Bhattacharya_25150061, MICROARRAY: Denervaud_26353077_up_ranked
LILRB4	0.0	0.0	0.0	0.0	0.0	0.0	1.6911478513131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930179381194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4388060567513266	0.0	0.0	1.4385612305933622	0.0	0.0	0.0	0.0	3.184165789432602	RNASEQ: Bhattacharya_25150061, MICROARRAY: Denervaud_26353077_up_ranked
GP2	0.0	0.0	0.0	0.0	0.0	0.0	1.6911467913131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.492014443654627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1831612349678204	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Coarfa_28818871_male_up_day21
Ifitm6	0.0	0.0	0.0	0.0	0.0	0.0	1.6911477113131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4426860386469682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.491748130369286	0.0	0.0	0.0	0.0	3.1828958416824795	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
VTN	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.443199162960653	1.4930187585625938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6213411972058376	0.0	0.0	1.3870276327633095	0.0	0.0	0.0	0.0	3.1811728388139713	METHYLATION: Chen28689251, RNASEQ: Hirani_37876024
FPR1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911469413131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4883498828153867	0.0	0.0	0.0	0.0	3.17949682412858	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
ATP1B2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930168881194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.609483612497992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1693152541061256	METHYLATION: Chen28689251, RNASEQ: Hirani_37876024
CDC42SE2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6075730541340685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.167404695742202	METHYLATION: Chen28689251, MICROARRAY: Revhaug_31454811_down_ranked
SYNDIG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7743582744166901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3914967347345053	1.389633327899552	0.0	3.1658550091511954	SCRNASEQ: Hurskainen_33692365_epithelial, RNASEQ: Coarfa_28818871_female_down_day7_ranked
CD14	0.0	0.0	0.0	0.0	0.0	0.0	1.6911475413131936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4347886899987519	0.0	0.0	1.4693367557454315	0.0	0.0	0.0	0.0	3.160484297058625	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
OLFM4	0.0	0.0	0.0	0.0	0.0	0.0	1.6911470313131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3759147471120106	1.46339857103829	0.0	0.0	0.0	0.0	3.1545456023514835	RNASEQ: Rao_37310763_ranked, MICROARRAY: Denervaud_26353077_up_ranked
CLEC4D	0.0	0.0	0.0	0.0	0.0	0.0	1.6911468913131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4626319464382602	0.0	0.0	0.0	0.0	3.153778837751454	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
ACTG1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.593454394240186	3.1532860358483195	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked
NRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7379534402010184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414057269859763	1.4114860450189761	1.4132637628567646	0.0	3.1520107100607815	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Shrestha_33446917_up
ACTC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7547205852851044	1.442744681425675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3971164915370229	1.39486013684738	1.3935741484442252	0.0	3.1518370768221278	SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female
FCGR2B	0.0	0.0	0.0	0.0	0.0	0.0	1.6911481413131935	0.0	0.0	0.0	0.0	0.0	1.7379533402010183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4075597974285259	1.4049885636645592	1.4056139347406345	0.0	3.1455131376295444	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Shrestha_33446917_up
DGKA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6201663570723388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.432690837877464	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	0.0	3.14174500194126	MICROARRAY: Shrestha_33446917_down_, RNASEQ: Nitkin_32753701_24hr_unranked
RETN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.696390131861817	0.0	0.0	0.0	1.4451984926566372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1415886245184543	MICROARRAY: Revhaug_31454811_down_ranked, RNASEQ: Al_mudares_37368978_female
C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6189983680769124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4305966321428305	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	0.0	3.1405770129458337	RNASEQ: Nitkin_32753701_24hr_unranked, MICROARRAY: Revhaug_31454811_up_ranked
FCMR	0.0	0.0	0.0	0.0	0.0	0.0	1.6911473313131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4105849364147294	1.40796976099188	1.4092070358254836	1.4489317274681588	3.1400790587813523	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
CD69	0.0	0.0	0.0	0.0	0.0	0.0	1.6911473713131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4487666548511624	3.139914026164356	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
SEPTIN1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911477313131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.448147632538046	3.1392953638512395	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
MZB1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911477213131936	0.0	0.0	1.6075731041341594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4480002462730275	3.139147967586221	MICROARRAY: Denervaud_26353077_up_ranked, SCRNASEQ: Scaffa_34417156_ranked
NDUFB4	0.0	0.0	0.0	0.0	0.0	0.0	1.6911468113131936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4471218241335173	3.138268635446711	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
Gsta1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911468713131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4462610883458096	3.137407959659003	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
CD7	0.0	0.0	0.0	0.0	0.0	0.0	1.6911477813131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44570691598934	3.1368546973025335	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
CYTIP	0.0	0.0	0.0	0.0	0.0	0.0	1.6911479113131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4006940472076637	1.3982744995983285	1.3977178053404624	1.4456597523845343	3.136807663697728	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked
PTPRCAP	0.0	0.0	0.0	0.0	0.0	0.0	1.6911479213131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4447238752071998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1358717965203935	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Al_mudares_37368978_male
CD177	0.0	0.0	0.0	0.0	0.0	0.0	1.6911481713131937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4438117351753395	0.0	1.3759147471120106	1.3617491517531262	0.0	0.0	0.0	0.0	3.1349599064885334	RNASEQ: Hirani_37876024, MICROARRAY: Denervaud_26353077_up_ranked
CORO1A	0.0	0.0	0.0	0.0	0.0	0.0	1.6911480813131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4431942760624275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.134342357375621	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Al_mudares_37368978_male
ZNF705A	0.0	0.0	0.0	0.0	0.0	0.0	1.6911474913131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4430965380979162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36901372530239	0.0	0.0	0.0	0.0	3.1342440294111094	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Al_mudares_37368978_male
CCL3L3	0.0	0.0	0.0	0.0	0.0	0.0	1.6911473813131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4295364695692998	0.0	0.0	0.0	0.0	3.120683850882493	MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
ZMAT4	0.0	1.5598316416081337	1.560660823264298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1204924648724317	METHYLATION: Chen28689251, MICROARRAY: Bao_27137150
TAFA4	0.0	1.5598316416081337	1.560660823264298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1204924648724317	METHYLATION: Chen28689251, MICROARRAY: Bao_27137150
IFITM1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911470513131934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4259350484768905	0.0	1.3759147471120106	1.382021667582394	0.0	0.0	0.0	0.0	3.1170820997900837	RNASEQ: Hirani_37876024, MICROARRAY: Denervaud_26353077_up_ranked
ENPP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7379532902010184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3789579355850998	0.0	0.0	0.0	0.0	3.1169112257861182	MICROARRAY: Shrestha_33446917_up, RNASEQ: Rao_37310763_ranked
MS4A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6189984180769124	0.0	0.0	0.0	0.0	1.4930173481194084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.112015766196321	RNASEQ: Bhattacharya_25150061, MICROARRAY: Revhaug_31454811_up_ranked
TREM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6189983080769124	0.0	0.0	0.0	0.0	1.4930172381194085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4360983407020476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1120155461963206	RNASEQ: Bhattacharya_25150061, MICROARRAY: Revhaug_31454811_up_ranked
