gene	Nichols_24571919	Chen28689251	Bao_27137150	Bhaskaran_22911455	Chao27770432	Denervaud_26353077_down_ranked	Denervaud_26353077_up_ranked	Natarajan_28851267_down	Natarajan_28851267_up	Revhaug_31454811_down_ranked	Revhaug_31454811_up_ranked	Shrestha_33446917_down_	Shrestha_33446917_up	Al_mudares_37368978_female	Al_mudares_37368978_male	Bhattacharya_25150062	Cheng_31961470	Coarfa_28818871_female_down_day21_ranked	Coarfa_28818871_female_down_day7_ranked	Coarfa_28818871_female_up_day21_ranked	Coarfa_28818871_female_up_day7_ranked	Coarfa_28818871_male_down_day21	Coarfa_28818871_male_down_day7	Coarfa_28818871_male_up_day21	Coarfa_28818871_male_up_day7	Dong_36157523	Dravet_gounot_29287116_p21	Nitkin_32753701_24hr_unranked	Nitkin_32753701_6hr_unranked	Rao_37310763_ranked	x_dravet_gounot_29287116_p10	Hurskainen_33692365_endothelial	Hurskainen_33692365_epithelial	Hurskainen_33692365_stroma	Scaffa_34417156_ranked	maic_score	contributors
EPAS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468371784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3849325775360726	2.8875169827779334	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
FBLN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.384557432263446	2.8871418375053066	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
HAVCR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5408196871947473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3456418621122743	0.0	0.0	0.0	0.0	0.0	2.886461549307022	RNASEQ: Rao_37310763_ranked, MICROARRAY: Revhaug_31454811_up_ranked
EMP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.383863413511781	2.886447818753642	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
GPX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3837133554034737	2.8862977606453346	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
LTB4R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.361778904126378	0.0	0.0	0.0	0.0	1.3834507537139855	2.8860351589558464	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
FPR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.4580643151897275	0.0	0.0	0.0	0.0	1.3831318802339396	2.8857162854758007	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
CXCR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	1.3195430291107224	1.3189685965089855	1.3202194595884675	1.3830380939162845	2.8856224991581456	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
CD44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	1.3102720876647258	1.3093738985151537	1.308866334718341	1.3828317640174488	2.88541616925931	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
ANGPTL7	0.0	0.0	1.4728693033205753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4121736540048757	0.0	0.0	0.0	0.0	0.0	2.8850429573254512	MICROARRAY: Bao_27137150, RNASEQ: Rao_37310763_ranked
CTSB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4646856779305115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3820814734762548	2.884665878718115	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
LRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	1.3599617591621957	0.0	0.0	0.0	0.0	0.0	1.3811060957727193	2.88369050101458	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
GSN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	1.3128801348476857	1.3120650942939114	1.3120421113632985	1.3809560376644834	2.8835404429063445	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
CIRBP	0.0	0.0	0.0	0.0	1.4514167718539397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4310390346981345	1.4242848321476718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8824558065520742	RNASEQ: Al_mudares_37368978_female, MICROARRAY: Chao27770432
WNT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.379511728372713	2.882096133614574	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
EFEMP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3785551079327094	2.8811395131745705	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
AGGF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4305366588408908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4504365309988645	2.8809731898397555	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_female
COL4A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4606312195648752	1.4242747828819236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3911020039062814	2.880611402953245	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
ENPEP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4646852078412198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3769607405327033	2.879545145774564	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
CRYAB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3767731678974084	2.879357573139269	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
SERPINB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5047823682519712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3745009238694426	0.0	0.0	0.0	0.0	0.0	2.8792832921214138	MICROARRAY: Shrestha_33446917_down_, RNASEQ: Rao_37310763_ranked
PLAUR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468396784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.3774811311373465	0.0	0.0	0.0	0.0	1.3761166636738766	2.8787010689157375	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
PRKCD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3760979064103471	2.878682311652208	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
GLRX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242643614211477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.3468717879157246	0.0	0.0	0.0	0.0	1.3757415184032868	2.8783259236451477	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
ANXA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.343474424611711	0.0	0.0	0.0	0.0	1.3756852466126985	2.878269651854559	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
SNAI2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3737157339421027	2.8763001391839635	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
ELN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468382784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3863018578742679	2.8758112569212315	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
SFTPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3859829843370368	2.8754923833840005	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
FNDC3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5066183087924918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3682761275185527	2.8748944363110445	RNASEQ: Cheng_31961470, SCRNASEQ: Scaffa_34417156_ranked
VEGFD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3720650947515083	2.874649499993369	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
OSBPL8	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.401931918308624	0.0	0.0	0.0	0.0	0.0	2.8745987517810896	METHYLATION: Chen28689251, RNASEQ: Rao_37310763_ranked
PTPRB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468404784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.384388616891231	2.8738980159381944	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
RPL34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4698648684447735	0.0	0.0	0.0	0.0	1.4039378944318481	2.873802762876622	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
DCN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242472404498732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3711084743115045	2.8736928795533654	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
LOXL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3710146879938572	2.8735990932357183	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
MYH10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3709584162032686	2.8735428214451293	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
ITM2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3839759570930326	2.8734853561399962	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
ENPP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3707520863044445	2.873336491546305	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
XDH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.3755020745238737	0.0	0.0	0.0	0.0	1.370733329040915	2.873317734282776	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
WNT11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.370695814513856	2.873280219755717	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
Ccl6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3833382101327887	2.872847609179752	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
CTSD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46468423784122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3829443075986312	2.8724537066455946	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
ROBO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.369607893229146	2.872192298471007	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
FBLN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3691014471138498	2.8716858523557107	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
LCP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.382175259793903	2.8716846588408664	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
MACF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3819689298950772	2.871478328942041	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
GJC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	0.0	0.0	0.0	1.3687450591067896	2.8713294643486504	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
SLC34A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3816875709421341	2.871196969989098	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
FGF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	1.3466931300665943	0.0	0.0	0.0	0.0	1.3676946523491387	2.8702790575909995	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
FHL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4329378662921337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5025844052418609	0.0	0.0	0.0	1.3228364025607375	1.3224593504538957	1.324258339293727	1.36728199255149	2.869866397793351	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
CCDC80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3799619026974206	2.869471301744384	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
PAK3	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3960858618338747	0.0	0.0	0.0	0.0	0.0	2.8687526953063403	METHYLATION: Chen28689251, RNASEQ: Rao_37310763_ranked
IGFBP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242652298762124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	1.3520581291053229	0.0	0.0	0.0	0.0	1.379192854892712	2.8687022539396754	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
EFEMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.378611379723298	2.868120778770262	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
COX6B1	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3936123953136152	2.8662792287860803	SCRNASEQ: Scaffa_34417156_ranked, METHYLATION: Chen28689251
MICOS10-NBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3755351885044627	2.8650445875514263	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
PTGIS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	1.305332027489703	1.304274277528595	0.0	1.3754601594503446	2.8649695584973083	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
NKAIN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.375441402186815	2.8649508012337788	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
RAB7B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5446786448138332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3193716975439584	1.3187930837408055	1.320020281959167	0.0	2.8646989267730003	SCRNASEQ: Hurskainen_33692365_stroma, MICROARRAY: Revhaug_31454811_up_ranked
ITGA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	1.3445394449713566	0.0	1.3152597399416275	1.3145320237577727	1.3149191215643052	1.3748599270174011	2.864369326064365	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
RALY	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3065979773996799	1.305629626127317	1.3043737726352305	1.3916092071240038	2.864276040596469	SCRNASEQ: Scaffa_34417156_ranked, METHYLATION: Chen28689251
KITLG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4895093990469637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.374428509956223	2.8639379090031865	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
UQCRHL	0.0	1.4726668334724653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.391160861891516	2.863827695363981	SCRNASEQ: Scaffa_34417156_ranked, METHYLATION: Chen28689251
