gene,Nichols_24571919,Chen28689251,Bao_27137150,Bhaskaran_22911455,Chao27770432,Denervaud_26353077_down_ranked,Denervaud_26353077_up_ranked,Natarajan_28851267_down,Natarajan_28851267_up,Revhaug_31454811_down_ranked,Revhaug_31454811_up_ranked,Shrestha_33446917_down_,Shrestha_33446917_up,Al_mudares_37368978_female,Al_mudares_37368978_male,Bhattacharya_25150062,Cheng_31961470,Coarfa_28818871_female_down_day21_ranked,Coarfa_28818871_female_down_day7_ranked,Coarfa_28818871_female_up_day21_ranked,Coarfa_28818871_female_up_day7_ranked,Coarfa_28818871_male_down_day21,Coarfa_28818871_male_down_day7,Coarfa_28818871_male_up_day21,Coarfa_28818871_male_up_day7,Dong_36157523,Dravet_gounot_29287116_p21,Nitkin_32753701_24hr_unranked,Nitkin_32753701_6hr_unranked,Rao_37310763_ranked,x_dravet_gounot_29287116_p10,Hurskainen_33692365_endothelial,Hurskainen_33692365_epithelial,Hurskainen_33692365_stroma,Scaffa_34417156_ranked,maic_score,contributors
ADAMTS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436672598,0,1.314155603,1.313361939,1.313580205,0,2.750828201,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Rao_37310763_ranked"
H2AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363765549,0,0,0,0,1.387033392,2.750798941,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
HBB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364874789,0,0,0,0,1.385757897,2.750632686,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ABI1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435561218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314936114,1.314180998,1.314509701,0,2.750497331,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
SRGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359961759,0,0,0,0,0,1.389603549,2.749565308,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked"
GSTA3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423726751,1.424254312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323559803,1.323219906,1.325165704,0,2.749420016,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
TIMM10B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357284345,0,0,0,0,1.392020634,2.749304979,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
CEP170,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432546506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316668466,1.31599463,1.316634262,0,2.749214972,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
LMBRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424117483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323483655,1.323132149,1.32505505,0,2.749172533,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_female"
UGGT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424241782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32333136,1.322966387,1.324855872,0,2.749097654,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
QSOX1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.430257563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359961759,1.425052666,0,1.318191413,1.317554744,1.318559646,0,2.748817209,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_female"
IL1RL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424292524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322950624,1.322576359,1.324391124,0,2.748683649,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
HIC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389024604,0,0,0,0,1.359497728,2.748522333,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
METTL21EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424288182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322741218,1.322361843,1.324147685,0,2.748435867,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
FOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371480828,0,0,0,0,1.376791925,2.748272753,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ODR4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.429197003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400113386,0,1.318534077,1.317876517,1.318958001,0,2.748155004,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_female"
SSTR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440123412,0,0,0,0,0,0,0,0,0,1.307330896,0,1.305292203,0,2.747454308,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Coarfa_28818871_male_down_day21"
STOM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434490011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312870616,1.312055344,1.312031046,0,2.747360627,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
IGFBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424286073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343261702,0,1.321656118,1.321201509,1.322797703,0,2.747083776,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
TNS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42429575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321637082,1.321182008,1.322775572,0,2.747071322,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
UQCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440551446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343457484,0,1.306445683,1.305444363,1.304152464,0,2.746997129,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
DNAJB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424295378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3212849,1.320821231,1.322355086,0,2.746650464,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
SFMBT2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431262316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315335887,1.314610029,1.315007645,0,2.746598204,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
ARMC9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424619853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.320780424,1.320294693,1.32179075,0,2.746410603,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_female"
SCYL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428136444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317753566,1.317067208,1.317962113,0,2.746098557,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_female"
AGAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424273294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.320532945,1.320002172,1.321447722,0,2.745721016,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
LGR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425915039,0,1.318952887,1.318315299,1.319489142,0,2.745404181,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Rao_37310763_ranked"
PHLPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424269696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31996184,1.319397628,1.3207506,0,2.745020296,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
SNRPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380613386,0,0,0,0,1.36428083,2.744894217,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369288518,0,0,0,0,0,0,0,0,0,0,0,1.375516431,2.744804949,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Coarfa_28818871_male_down_day7"
APOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364424112,0,0,0,0,1.380149475,2.744573588,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
DRAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348760992,0,0,0,0,1.39558157,2.744342561,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
TMEM9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424954767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343683886,0,1.318800592,1.318159288,1.319312095,0,2.744266862,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_female"
TMCC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42426126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.319247958,1.318666325,1.319876431,0,2.744137691,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
FJX1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433612171,1.424279745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310300643,1.309403151,1.308899531,0,2.743912814,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
ITLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426126964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317087945,0,2.743214908,"RNASEQ: Al_mudares_37368978_female, SCRNASEQ: Hurskainen_33692365_stroma"
LAMC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424280366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318353227,1.317701004,1.318747758,0,2.743028124,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
TP53I11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35665637,0,1.310471974,1.309578663,1.309120839,1.385964227,2.742620597,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
SAMHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359961759,0,0,1.306207722,1.305200595,1.303864763,1.382550405,2.742512164,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked"
PRRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424251335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317782121,1.317106211,1.317995309,0,2.742246644,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
EFHD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359961759,0,0,0,0,0,1.381987687,2.741949446,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked"
ARHGAP30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424262625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31706824,1.316384659,1.317143272,0,2.741405896,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
ACTA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355439702,0,0,0,0,1.385589082,2.741028784,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ITPKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424294385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316497135,1.315819117,1.316424019,0,2.74079152,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
AIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424240913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.346260888,0,1.316249656,1.315555848,1.316103122,0,2.740490569,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
APBB1IP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425512956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31495515,1.3142005,1.314531832,0,2.740468106,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
KCNH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424199276,0,1.315811808,1.315107316,1.315594112,0,2.740011084,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Rao_37310763_ranked"
CNN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.350840366,0,0,0,0,1.388777869,2.739618235,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
RALGAPB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433442816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306055427,1.305044584,0,0,2.739498244,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
POLR1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344398627,0,0,0,0,1.395075897,2.739474523,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
TMEM258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.345852264,0,0,0,0,1.393169453,2.739021717,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
BMF,0,0,0,0,0,0,0,0,0,0,0,0,0,1.429252822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309586761,1.30871085,1.308036428,0,2.738839583,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
KLF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355877009,0,0,0,0,1.38292555,2.73880256,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ADAMTSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424285701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314127048,1.313332687,1.313535944,0,2.738412749,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
ITIH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37108774,0,1.315345406,1.31461978,1.31501871,1.367131934,2.738219675,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
TLE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374282685,0,0,0,0,1.363605569,2.737888254,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
FAM163B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424295626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313524878,0,2.737820504,"SCRNASEQ: Hurskainen_33692365_stroma, RNASEQ: Al_mudares_37368978_male"
GARNL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424287189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313070503,1.312269859,1.312274485,0,2.737357693,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
CNTRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424292028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34444856,0,1.312899172,1.312084596,1.312064242,0,2.7371912,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
H2AZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343935868,0,0,0,0,1.392632513,2.736568381,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
RPL41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344956752,0,0,0,0,1.391421283,2.736378034,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
NPR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.362041116,0,0,0,0,1.374203423,2.736244539,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
CERS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42427255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311966366,1.311119275,1.310935569,0,2.736238916,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
NDUFA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344287937,0,0,0,0,1.391652185,2.735940121,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
NES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344003922,0,0,0,0,1.391807217,2.735811139,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
TTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42424265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311366706,1.310514732,1.310249513,0,2.735609356,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
EGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355700253,0,0,0,0,1.379718058,2.735418311,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
SLC4A11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427372549,0,1.308044777,1.307082482,1.306155306,0,2.735417327,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Rao_37310763_ranked"
BPIFA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428415538,1.424246372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306712198,1.305746635,1.304506558,0,2.735127737,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female"
NR1H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424261508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310719453,1.309832182,1.30940854,0,2.734980961,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
MYBPC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424240541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31073849,1.309851683,1.309430671,0,2.734979031,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
ACP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424240293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310709935,1.309822431,1.309397475,0,2.734950228,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
TRIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344900067,0,0,0,0,1.389753796,2.734653863,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
PAMR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42425729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352538148,0,1.310291125,1.3093934,1.308888466,0,2.734548414,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
FBXO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424296866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310176903,1.309276391,1.30875568,0,2.73447377,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
MEIS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424286941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309672427,1.308798607,1.308136017,0,2.733959368,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
RPL31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343593637,0,1.323026771,1.322654365,1.324490713,1.390261787,2.733855424,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ANKRD63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424261136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309567725,0,1.308003232,0,2.73382886,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
MACROH2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.350049352,0,0,0,0,1.383675841,2.733725193,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
SPINT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424268952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309386875,1.308506085,1.307792989,0,2.733655826,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
VPS39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424274535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309186988,1.30830132,1.307549549,0,2.733461522,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
TMEM87A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424283095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309177469,1.30829157,1.307538484,0,2.733460565,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347875224,0,0,0,0,1.385382752,2.733257976,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
ECSCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344019451,0,0,0,0,1.389171859,2.73319131,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
CD34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343976642,0,1.315688069,1.314980556,1.315450262,1.389153095,2.733129737,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
GNG10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349404831,0,0,0,0,1.383657084,2.733061915,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
NPHP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42428508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308377922,1.307423757,1.306553661,0,2.732663002,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
MALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42425456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30838744,1.307433507,1.306564727,0,2.732642001,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
SCN3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35181221,0,1.312052032,1.311197281,1.311057289,1.380318291,2.732130501,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
PMEPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361202141,0,0,0,0,1.370620785,2.731822927,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
PAX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.346304973,0,0,0,0,1.385514053,2.731819026,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
PSMF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424265354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359348632,0,1.307083417,1.30609766,1.30496024,0,2.731348771,"SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male"
NEURL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344615569,0,1.323321842,1.322956637,1.324844807,1.386526945,2.731142514,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
RILPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347373334,0,0,0,0,1.383694598,2.731067932,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
IER5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.345959015,0,1.318258042,1.317613248,1.318626039,1.384857548,2.730816563,"SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked"
