,,,,,,,,,,SFMBT1,,,,,,,,,,,,,,,,CCDC124,,,,
,,,,,,,,,,RFT1,,,,,,,,,,,,,,,,LOC105378415,,,,
,,,,,,,,,,PRKCD,,,,,,,,,,,,,,,,ITGA9-AS1,,,,
,,,,,,,,,,TKT,,,,,,,,,,,,,,,,ATP13A4,,,,
,,,,,,,,,,DCP1A,,,,,,,,,,,,,,,,SLC1A5,,,,
,,,,,,,,,,CACNA1D,,,,,,,,,,,,,,,,PITPNM2-AS1,,,,
,,,,,,,,,,CHDH,,,,,,,,,,,,,,,,LOC105376247,,,,
,,,,,,,,,,IL17RB,,,,,,,,,,,,,,,,MIR8079,,,,
,,,,,,,,,,ACTR8,,,,,,,,,,,,,,,,ATP2B1,,,,
,,,,,,,,,,CACNA2D3,,,,,,,,,,,,,,,,GNAO1-AS1,,,,
,,,,,,,,,,LRTM1,,,,,,,,,,,,,,,,CYB5R2,,,,
,,,,,,,,,,ERC2,,,,,,,,,,,,,,,,LOC102723758,,,,
,,,,,,,,,,CCDC66,,,,,,,,,,,,,,,,ENTHD1,,,,
,,,,,,,,,,FAM208A,,,,,,,,,,,,,,,,COL22A1,,,,
,,,,,,,,,,ARHGEF3,,,,,,,,,,,,,,,,PCSK6,,,,
,,,,,,,,,,SPATA12,,,,,,,,,,,,,,,,TBC1D22A-AS1,,,,
,,,,,,,,,,IL17RD,,,,,,,,,,,,,,,,ZNF560,,,,
,,,,,,,,,,HESX1,,,,,,,,,,,,,,,,EXD3,,,,
,,,,,,,,,,APPL1,,,,,,,,,,,,,,,,LRRK1,,,,
,,,,,,,,,,ASB14,,,,,,,,,,,,,,,,LPCAT4,,,,
,,,,,,,,,,DNAH12,,,,,,,,,,,,,,,,DBH,,,,
,,,,,,,,,,PDE12,,,,,,,,,,,,,,,,PHACTR2,,,,
,,,,,,,,,,SLMAP,,,,,,,,,,,,,,,,EIF2AK3-DT,,,,
,,,,,,,,,,FLNB,,,,,,,,,,,,,,,,LINC01447,,,,
,,,,,,,,,,DNASE1L3,,,,,,,,,,,,,,,,KLC4-AS1,,,,
,,,,,,,,,,ABHD6,,,,,,,,,,,,,,,,MCF2L,,,,
,,,,,,,,,,RPP14,,,,,,,,,,,,,,,,PCMTD1-DT,,,,
,,,,,,,,,,PXK,,,,,,,,,,,,,,,,CST7,,,,
,,,,,,,,,,ACOX2,,,,,,,,,,,,,,,,SEC16A,,,,
,,,,,,,,,,FAM107A,,,,,,,,,,,,,,,,TNFAIP2,,,,
,,,,,,,,,,FAM3D,,,,,,,,,,,,,,,,ZNF398,,,,
,,,,,,,,,,C3orf67,,,,,,,,,,,,,,,,POLR1E,,,,
,,,,,,,,,,FHIT,,,,,,,,,,,,,,,,LOC105369614,,,,
,,,,,,,,,,PTPRG,,,,,,,,,,,,,,,,RPS6KA2,,,,
,,,,,,,,,,C3orf14,,,,,,,,,,,,,,,,PLAT,,,,
,,,,,,,,,,FEZF2,,,,,,,,,,,,,,,,CPNE7,,,,
,,,,,,,,,,CADPS,,,,,,,,,,,,,,,,SUMO1P1,,,,
,,,,,,,,,,SNTN,,,,,,,,,,,,,,,,LOC107986942,,,,
,,,,,,,,,,ATXN7,,,,,,,,,,,,,,,,TP63,,,,
,,,,,,,,,,PSMD6,,,,,,,,,,,,,,,,ANKRD11,,,,
,,,,,,,,,,PRICKLE2,,,,,,,,,,,,,,,,TSSK6,,,,
,,,,,,,,,,ADAMTS9,,,,,,,,,,,,,,,,IL1R1,,,,
,,,,,,,,,,MAGI1,,,,,,,,,,,,,,,,SNORD117,,,,
,,,,,,,,,,SLC25A26,,,,,,,,,,,,,,,,LOC105370364,,,,
,,,,,,,,,,LRIG1,,,,,,,,,,,,,,,,MIR365A,,,,
,,,,,,,,,,KBTBD8,,,,,,,,,,,,,,,,FBXW9,,,,
,,,,,,,,,,SUCLG2,,,,,,,,,,,,,,,,DLGAP2-AS1,,,,
,,,,,,,,,,FAM19A1,,,,,,,,,,,,,,,,RIN2,,,,
,,,,,,,,,,FAM19A4,,,,,,,,,,,,,,,,DAAM2,,,,
,,,,,,,,,,EOGT,,,,,,,,,,,,,,,,LOC105373618,,,,
,,,,,,,,,,TMF1,,,,,,,,,,,,,,,,TAS1R3,,,,
,,,,,,,,,,LMOD3,,,,,,,,,,,,,,,,JAG2,,,,
,,,,,,,,,,FRMD4B,,,,,,,,,,,,,,,,AHCTF1P1,,,,
,,,,,,,,,,FOXP1,,,,,,,,,,,,,,,,MAGI2-AS2,,,,
,,,,,,,,,,GPR27,,,,,,,,,,,,,,,,LINC02437,,,,
,,,,,,,,,,PROK2,,,,,,,,,,,,,,,,INPP5A,,,,
,,,,,,,,,,SHQ1,,,,,,,,,,,,,,,,RGS14,,,,
,,,,,,,,,,GXYLT2,,,,,,,,,,,,,,,,TBX5,,,,
,,,,,,,,,,PPP4R2,,,,,,,,,,,,,,,,LOC101928953,,,,
,,,,,,,,,,EBLN2,,,,,,,,,,,,,,,,CREBBP,,,,
,,,,,,,,,,PDZRN3,,,,,,,,,,,,,,,,OAS2,,,,
,,,,,,,,,,CNTN3,,,,,,,,,,,,,,,,RHOBTB3,,,,
,,,,,,,,,,ROBO2,,,,,,,,,,,,,,,,UBE2Q1-AS1,,,,
,,,,,,,,,,ROBO1,,,,,,,,,,,,,,,,LOC100129215,,,,
,,,,,,,,,,GBE1,,,,,,,,,,,,,,,,C20orf96,,,,
,,,,,,,,,,VGLL3,,,,,,,,,,,,,,,,BCAT1,,,,
,,,,,,,,,,CHMP2B,,,,,,,,,,,,,,,,DIPK1A,,,,
,,,,,,,,,,POU1F1,,,,,,,,,,,,,,,,ARHGEF3,,,,
,,,,,,,,,,HTR1F,,,,,,,,,,,,,,,,AP5S1,,,,
,,,,,,,,,,ZNF654,,,,,,,,,,,,,,,,RAB32,,,,
,,,,,,,,,,C3orf38,,,,,,,,,,,,,,,,TH,,,,
,,,,,,,,,,EPHA3,,,,,,,,,,,,,,,,ACTRT2,,,,
,,,,,,,,,,PROS1,,,,,,,,,,,,,,,,LOC105377054,,,,
,,,,,,,,,,ARL13B,,,,,,,,,,,,,,,,TRIM26,,,,
,,,,,,,,,,DHFRL1,,,,,,,,,,,,,,,,SARDH,,,,
,,,,,,,,,,EPHA6,,,,,,,,,,,,,,,,SATB2,,,,
,,,,,,,,,,CRYBG3,,,,,,,,,,,,,,,,SLC38A7,,,,
,,,,,,,,,,MINA,,,,,,,,,,,,,,,,RUNX1,,,,
,,,,,,,,,,OR5AC2,,,,,,,,,,,,,,,,LOC401442,,,,
,,,,,,,,,,OR5H1,,,,,,,,,,,,,,,,ZNF718,,,,
,,,,,,,,,,OR5H14,,,,,,,,,,,,,,,,SRPK2,,,,
,,,,,,,,,,OR5H15,,,,,,,,,,,,,,,,RCAN2-DT,,,,
,,,,,,,,,,OR5H6,,,,,,,,,,,,,,,,PTPN2,,,,
,,,,,,,,,,OR5H2,,,,,,,,,,,,,,,,FGR,,,,
,,,,,,,,,,OR5K4,,,,,,,,,,,,,,,,CHSY1,,,,
,,,,,,,,,,OR5K3,,,,,,,,,,,,,,,,LINC02889,,,,
,,,,,,,,,,OR5K2,,,,,,,,,,,,,,,,LOC105377684,,,,
,,,,,,,,,,CLDND1,,,,,,,,,,,,,,,,GMPR,,,,
,,,,,,,,,,GPR15,,,,,,,,,,,,,,,,LOC101927770,,,,
,,,,,,,,,,CPOX,,,,,,,,,,,,,,,,NCKAP5L,,,,
,,,,,,,,,,ST3GAL6,,,,,,,,,,,,,,,,FFAR3,,,,
,,,,,,,,,,DCBLD2,,,,,,,,,,,,,,,,LINC02255,,,,
,,,,,,,,,,FILIP1L,,,,,,,,,,,,,,,,LINC02290,,,,
,,,,,,,,,,CMSS1,,,,,,,,,,,,,,,,TTLL11,,,,
,,,,,,,,,,TBC1D23,,,,,,,,,,,,,,,,LOC112267968,,,,
,,,,,,,,,,LNP1,,,,,,,,,,,,,,,,WIPF2,,,,
,,,,,,,,,,TMEM45A,,,,,,,,,,,,,,,,MIR4266,,,,
,,,,,,,,,,GPR128,,,,,,,,,,,,,,,,KANSL2,,,,
,,,,,,,,,,ABI3BP,,,,,,,,,,,,,,,,LOC105376140,,,,
,,,,,,,,,,IMPG2,,,,,,,,,,,,,,,,ABHD12,,,,
,,,,,,,,,,SENP7,,,,,,,,,,,,,,,,TNFRSF25,,,,
,,,,,,,,,,PCNP,,,,,,,,,,,,,,,,STK24,,,,
,,,,,,,,,,ZBTB11,,,,,,,,,,,,,,,,GPR35,,,,
,,,,,,,,,,CEP97,,,,,,,,,,,,,,,,ZC3H8,,,,
,,,,,,,,,,NFKBIZ,,,,,,,,,,,,,,,,PTPRF,,,,
,,,,,,,,,,ZPLD1,,,,,,,,,,,,,,,,GAB4,,,,
,,,,,,,,,,ALCAM,,,,,,,,,,,,,,,,MPRIP,,,,
,,,,,,,,,,CBLB,,,,,,,,,,,,,,,,OPCML,,,,
,,,,,,,,,,CCDC54,,,,,,,,,,,,,,,,ATP8B2,,,,
,,,,,,,,,,BBX,,,,,,,,,,,,,,,,TAL2,,,,
,,,,,,,,,,CD47,,,,,,,,,,,,,,,,DNAJA4-DT,,,,
,,,,,,,,,,IFT57,,,,,,,,,,,,,,,,ANKRD34A,,,,
,,,,,,,,,,HHLA2,,,,,,,,,,,,,,,,BRWD1,,,,
,,,,,,,,,,MYH15,,,,,,,,,,,,,,,,RNA5S17,,,,
,,,,,,,,,,KIAA1524,,,,,,,,,,,,,,,,NKX6-2,,,,
,,,,,,,,,,DZIP3,,,,,,,,,,,,,,,,GOLGA3,,,,
,,,,,,,,,,RETNLB,,,,,,,,,,,,,,,,LOC101928368,,,,
,,,,,,,,,,TRAT1,,,,,,,,,,,,,,,,SRD5A3,,,,
,,,,,,,,,,GUCA1C,,,,,,,,,,,,,,,,LOC101928881,,,,
,,,,,,,,,,MORC1,,,,,,,,,,,,,,,,NT5DC2,,,,
,,,,,,,,,,DPPA2,,,,,,,,,,,,,,,,LINC01303,,,,
,,,,,,,,,,DPPA4,,,,,,,,,,,,,,,,SEPTIN9,,,,
,,,,,,,,,,FLJ25363,,,,,,,,,,,,,,,,NIBAN3,,,,
,,,,,,,,,,PVRL3,,,,,,,,,,,,,,,,MIR944,,,,
,,,,,,,,,,CD96,,,,,,,,,,,,,,,,INPP5A,,,,
,,,,,,,,,,ZBED2,,,,,,,,,,,,,,,,LOC105369165,,,,
,,,,,,,,,,PLCXD2,,,,,,,,,,,,,,,,TUT4,,,,
,,,,,,,,,,PHLDB2,,,,,,,,,,,,,,,,NR4A2,,,,
,,,,,,,,,,ABHD10,,,,,,,,,,,,,,,,LOC105374031,,,,
,,,,,,,,,,TAGLN3,,,,,,,,,,,,,,,,LOC107984412,,,,
,,,,,,,,,,TMPRSS7,,,,,,,,,,,,,,,,DNAH17,,,,
,,,,,,,,,,C3orf52,,,,,,,,,,,,,,,,IGHMBP2,,,,
,,,,,,,,,,GCSAM,,,,,,,,,,,,,,,,PACS2,,,,
,,,,,,,,,,SLC9C1,,,,,,,,,,,,,,,,KLC2,,,,
,,,,,,,,,,CD200,,,,,,,,,,,,,,,,LOC105370783,,,,
,,,,,,,,,,BTLA,,,,,,,,,,,,,,,,WDFY4,,,,
,,,,,,,,,,SLC35A5,,,,,,,,,,,,,,,,LOC105376509,,,,
,,,,,,,,,,CCDC80,,,,,,,,,,,,,,,,LOC105373086,,,,
,,,,,,,,,,CD200R1L,,,,,,,,,,,,,,,,ACTR3B,,,,
,,,,,,,,,,CD200R1,,,,,,,,,,,,,,,,SACM1L,,,,
,,,,,,,,,,GTPBP8,,,,,,,,,,,,,,,,LOC105371791,,,,
,,,,,,,,,,C3orf17,,,,,,,,,,,,,,,,YBX3,,,,
,,,,,,,,,,BOC,,,,,,,,,,,,,,,,MIR584,,,,
,,,,,,,,,,WDR52,,,,,,,,,,,,,,,,FUT11,,,,
,,,,,,,,,,SPICE1,,,,,,,,,,,,,,,,ASPSCR1,,,,
,,,,,,,,,,SIDT1,,,,,,,,,,,,,,,,FGR,,,,
,,,,,,,,,,KIAA2018,,,,,,,,,,,,,,,,COL4A4,,,,
,,,,,,,,,,ATP6V1A,,,,,,,,,,,,,,,,SSR3,,,,
,,,,,,,,,,ZDHHC23,,,,,,,,,,,,,,,,LOC107984282,,,,
,,,,,,,,,,KIAA1407,,,,,,,,,,,,,,,,LOC105375742,,,,
,,,,,,,,,,QTRTD1,,,,,,,,,,,,,,,,EHD2,,,,
,,,,,,,,,,DRD3,,,,,,,,,,,,,,,,LINC01845,,,,
,,,,,,,,,,ZNF80,,,,,,,,,,,,,,,,LINC01555,,,,
,,,,,,,,,,TIGIT,,,,,,,,,,,,,,,,LOC105375241,,,,
,,,,,,,,,,IGSF11,,,,,,,,,,,,,,,,SKI,,,,
,,,,,,,,,,C3orf30,,,,,,,,,,,,,,,,ABLIM1,,,,
,,,,,,,,,,UPK1B,,,,,,,,,,,,,,,,RUNDC3B,,,,
,,,,,,,,,,B4GALT4,,,,,,,,,,,,,,,,HOXA3,,,,
,,,,,,,,,,ARHGAP31,,,,,,,,,,,,,,,,ROPN1L,,,,
,,,,,,,,,,TMEM39A,,,,,,,,,,,,,,,,LOC107986115,,,,
,,,,,,,,,,POGLUT1,,,,,,,,,,,,,,,,RBPJ,,,,
,,,,,,,,,,TIMMDC1,,,,,,,,,,,,,,,,ZMIZ2,,,,
,,,,,,,,,,CD80,,,,,,,,,,,,,,,,DHX16,,,,
,,,,,,,,,,ADPRH,,,,,,,,,,,,,,,,AOC2,,,,
,,,,,,,,,,PLA1A,,,,,,,,,,,,,,,,SURF4,,,,
,,,,,,,,,,POPDC2,,,,,,,,,,,,,,,,CAPN3,,,,
,,,,,,,,,,MAATS1,,,,,,,,,,,,,,,,NFKBIA,,,,
,,,,,,,,,,NR1I2,,,,,,,,,,,,,,,,LOC102723896,,,,
,,,,,,,,,,GPR156,,,,,,,,,,,,,,,,PRRC2B,,,,
,,,,,,,,,,LRRC58,,,,,,,,,,,,,,,,NEMP2,,,,
,,,,,,,,,,FSTL1,,,,,,,,,,,,,,,,ZIC4,,,,
,,,,,,,,,,NDUFB4,,,,,,,,,,,,,,,,GNMT,,,,
,,,,,,,,,,HGD,,,,,,,,,,,,,,,,CHD7,,,,
,,,,,,,,,,GTF2E1,,,,,,,,,,,,,,,,ROBO2,,,,
,,,,,,,,,,STXBP5L,,,,,,,,,,,,,,,,EIF4H,,,,
,,,,,,,,,,POLQ,,,,,,,,,,,,,,,,SNORD42B,,,,
,,,,,,,,,,ARGFX,,,,,,,,,,,,,,,,LOC112268321,,,,
,,,,,,,,,,FBXO40,,,,,,,,,,,,,,,,PRSS3,,,,
,,,,,,,,,,HCLS1,,,,,,,,,,,,,,,,BAIAP2-DT,,,,
,,,,,,,,,,GOLGB1,,,,,,,,,,,,,,,,SEC61A2,,,,
,,,,,,,,,,IQCB1,,,,,,,,,,,,,,,,WIPF1,,,,
,,,,,,,,,,EAF2,,,,,,,,,,,,,,,,CRACDL,,,,
,,,,,,,,,,SLC15A2,,,,,,,,,,,,,,,,FOXK1,,,,
,,,,,,,,,,ILDR1,,,,,,,,,,,,,,,,LOC107986584,,,,
,,,,,,,,,,CD86,,,,,,,,,,,,,,,,RAP1GAP2,,,,
,,,,,,,,,,CASR,,,,,,,,,,,,,,,,HDAC10,,,,
,,,,,,,,,,CSTA,,,,,,,,,,,,,,,,PICALM,,,,
,,,,,,,,,,FAM162A,,,,,,,,,,,,,,,,LOC105378281,,,,
,,,,,,,,,,WDR5B,,,,,,,,,,,,,,,,LINC01793,,,,
,,,,,,,,,,KPNA1,,,,,,,,,,,,,,,,LINC02175,,,,
,,,,,,,,,,PARP9,,,,,,,,,,,,,,,,LINC02116,,,,
,,,,,,,,,,DTX3L,,,,,,,,,,,,,,,,UCP3,,,,
,,,,,,,,,,PARP15,,,,,,,,,,,,,,,,CLNK,,,,
,,,,,,,,,,PARP14,,,,,,,,,,,,,,,,NUP50-DT,,,,
,,,,,,,,,,HSPBAP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SEMA5B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PDIA5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SEC22A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADCY5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MYLK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KALRN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UMPS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ITGB5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MUC13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HEG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC12A8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF148,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ALG1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ROPN1B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC41A3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ALDH1L1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC37,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZXDC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UROC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHST13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TXNRD3NB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHCHD6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLXNA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TPRA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MCM2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ABTB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MGLL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KBTBD12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EEFSEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DNAJB8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GATA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RPN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACAD9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA1257,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GP9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COPG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf37,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EFCAB12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MBD4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFT122,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RHO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,H1FOO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLXND1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMCC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COL6A5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COL6A6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIK3R4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP2C1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ASTE1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NEK11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NUDT16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MRPL3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACPP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DNAJC13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACAD11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UBA5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NPHP3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BFSP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TOPBP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SRPRB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf36,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLCO2A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AMOTL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANAPC13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CEP63,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PPP2R3A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MSL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PCCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STAG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC35G2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NCK1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CLDN18,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DZIP1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,A4GNT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DBR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARMC8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NME9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ESYT3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CEP70,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAIM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIK3CB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRR23A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRR23B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRR23C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MRPS22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COPB2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RBP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CLSTN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRIM42,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC25A36,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SPSB4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACPL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZBTB38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RASA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GRK7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TFDP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GK5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,XRN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PCOLCE2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PAQR9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,U2SURP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHST2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC9A9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf58,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLOD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLSCR4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLSCR2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLSCR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZIC4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CPB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CPA3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GYG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HLTF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TM4SF18,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TM4SF4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WWTR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COMMD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKUB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PFN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TSC22D2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EIF2A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM194A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SIAH2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CLRN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MED12L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPR171,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,P2RY14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPR87,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,P2RY13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,P2RY12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IGSF10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AADACL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AADAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM14E,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf79,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARHGEF26,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DHX36,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPR149,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MME,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLCH1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC33A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GMPS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNAB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TIPARP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LEKR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCNL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VEPH1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTX3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3orf55,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MLF1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GFM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LXN,,,,,,,,,,,,,,,,,,,,
