gene,maic_score
DDR2,2.845837951
KCNH1,2.845563765
RNASEL,2.845493164
PLEKHB2,2.845309788
FAM163B,2.84521786
ALOX5AP,2.845021025
TIMM17A,2.844940476
PHLDA1,2.844726919
TNFRSF11A,2.844546747
MREG,2.844516707
OGFRL1,2.84429729
KLHDC8A,2.844291651
CERS6,2.84397193
NOXA1,2.843827335
TUBA4A,2.843504926
HJURP,2.843372493
LANCL1,2.84328449
BPNT1,2.843280063
COQ8A,2.843150581
CAMK1G,2.843021275
SH2D3C,2.842766696
RGS4,2.842645106
FBXO3,2.842457039
TCF24,2.842427826
WDR12,2.842413885
SNHG6,2.842403806
TTN,2.841965562
RALGAPB,2.841876593
NR1H3,2.841813982
SOAT1,2.84180436
BCL2L11,2.841715755
GOLT1A,2.841670021
HDHD2,2.841517356
MEIS2,2.84136899
NDUFA10,2.841169091
PAMR1,2.841055952
MYBPC3,2.841014402
ACP2,2.840965169
SPEG,2.840783669
PPIP5K1,2.840592132
UXS1,2.840536102
TMEM87A,2.840533552
SLCO5A1,2.840368996
ANKRD45,2.840298344
ELF3,2.840259996
USF1,2.840213133
VPS39,2.840209509
ANKRD63,2.840207835
RABGAP1L,2.840085062
TNFSF18,2.839836054
CD247,2.839830488
GPSM1,2.839786774
GLUL,2.839551906
NPHP1,2.839506909
LRP4,2.839304519
SLC5A12,2.838872895
SCRN3,2.838614309
MALL,2.838317885
BPIFA1,2.838307866
NUAK2,2.8382914
SLC4A11,2.838160635
KIF21B,2.838148536
FOXA2,2.838123361
RNF149,2.837898148
ACBD5,2.83788966
SLC20A1,2.837693102
SNRPA,2.837581154
TAGLN,2.837498976
NSMF,2.837396659
KCNK2,2.837372854
MGST3,2.837314349
PSMF1,2.836941114
UNC80,2.836881581
ACADL,2.836442058
NCK2,2.836404169
ZHX3,2.836335637
ORMDL1,2.836195307
ABCA2,2.836180938
LMO2,2.835776712
TRAF3IP1,2.835668262
TMX2,2.83527559
EMC4,2.835121195
EID1,2.835018392
C1orf226,2.835004432
KCNB1,2.834973977
LAD1,2.834496187
ACIN1,2.834274751
4833423E24Rik,2.834263562
IRF6,2.834238448
PEA15,2.834226475
ZER1,2.8335538
ARFGEF2,2.833548689
PIK3C2B,2.833294279
ACCS,2.833138828
GSS,2.833102623
GPR39,2.832907789
SHF,2.832814849
LBR,2.832748201
GLE1,2.832450591
C1orf21,2.832326652
PMPCA,2.831481784
GCA,2.8312035
TLE3,2.831193305
Bpifb5,2.831024251
NTNG2,2.831016513
DNM3,2.830809935
SPAG6,2.829917805
PPP1R13B,2.829863278
TRO,2.829377428
ITIH5,2.829223065
HBB,2.829176817
FH,2.828973298
ST8SIA6,2.828742934
PLCB2,2.828721089
PROKR2,2.828540316
H2AJ,2.828537871
TSPY26P,2.82825203
SLC1A2,2.827682286
TCF15,2.827347104
PKN3,2.827032714
APOE,2.826991056
DGKZ,2.826911218
ABTB2,2.826799968
PTRH1,2.826744034
GALK2,2.826615673
PXMP4,2.826271538
SNX5,2.825992352
SRGN,2.825836916
CCDC187,2.82572683
EGFL7,2.82438095
RALGAPA2,2.824276832
TIMM10B,2.824100546
BCL2L1,2.823822466
NCS1,2.823702434
SAMHD1,2.823620221
PREX1,2.823498692
EFHD2,2.823443357
PTGES3,2.823180203
SEC23B,2.823013168
NPR3,2.822898103
Zeb2os,2.822313458
GPR176,2.8221491
NOP56,2.821923247
RYR3,2.821087517
PMEPA1,2.820994406
THBS1,2.820717608
ACTA2,2.820446217
KLF13,2.820001564
CHST1,2.819628474
NAT10,2.819592186
TOX2,2.819080277
WFDC3,2.819036608
MYH7B,2.818986111
CHMP4B,2.81890386
EGR1,2.81883466
GLIPR2,2.81863267
FBLN7,2.818347693
PFDN2,2.818287801
DRAP1,2.817464597
CDH22,2.817283207
VIL1,2.817076167
ADGRL2,2.816330745
DSTN,2.81619401
SCN3A,2.815582306
SDC4,2.815390715
KLHDC2,2.815343431
MACROH2A1,2.815116394
LMO4,2.815052137
IL18R1,2.81478805
COL13A1,2.814593776
GNG10,2.814561909
TMEM258,2.814509584
DEDD,2.814274245
CIZ1,2.814074442
POLR1D,2.813835916
FLI1,2.813821852
EIF4EBP1,2.81348832
RPL41,2.813371221
PARD6B,2.81304188
NDUFA13,2.81293454
H2AZ1,2.812930023
RILPL2,2.812877406
TRIR,2.812812972
NES,2.812770601
PAX5,2.812582336
NEAT1,2.812281612
IER5,2.812100054
RPL31,2.812015469
ECSCR,2.81197402
S1PR1,2.811937862
CD34,2.811937266
MAMDC2,2.81177352
NEURL3,2.81158315
USP19,2.81147703
TMEM178A,2.811186109
CYBA,2.811070826
GPX4,2.810690864
RASSF3,2.81059237
ATP6V1F,2.810539529
PCMTD1,2.810411306
LIMD2,2.810397088
PRELP,2.810357994
GPX3,2.810275336
Abca8a,2.810243192
UFM1,2.810169065
SRSF9,2.810164652
CALD1,2.810129771
CLEC7A,2.809825596
MYH11,2.809615487
CDKN1C,2.809527936
PTPN1,2.809446803
SRRM2,2.809369704
OLFML2B,2.809108557
PDAP1,2.808969169
LRAT,2.808929702
MYL9,2.808746044
NDUFB7,2.808739693
MRPS16,2.808678674
ST8SIA2,2.808229025
SCAND1,2.80808567
SKP1,2.807834251
CREB3L1,2.807757579
DBI,2.807679598
HIGD1A,2.807650061
METTL9,2.807593712
SMAP2,2.80755249
FUNDC2,2.807420248
MYDGF,2.807399151
UNC5C,2.80739053
UBALD2,2.807360396
GNB4,2.807319059
SNHG18,2.807238896
MXRA7,2.807096965
PSMC2,2.807078537
MAPRE1,2.806867596
ANAPC13,2.806629886
SEC11A,2.806574279
UNC5B,2.806353843
SNED1,2.806247617
HIGD2A,2.806176847
SELENBP1,2.806114402
PHLDB2,2.80604546
CCDC88A,2.806019997
VDAC3,2.80598322
GREM2,2.805948964
LSM8,2.805682473
RTN4,2.805564515
AARD,2.805215665
PLAT,2.804793181
EIF3M,2.804649969
GOLIM4,2.804642097
TRAPPC4,2.804541471
BMP5,2.804498465
BET1,2.804454258
MAP4,2.804389595
SRGAP1,2.804378226
SEPTIN2,2.80433605
IMMP1L,2.804123715
TMEM132A,2.804090113
ADAMTS6,2.804010387
VPS29,2.803998056
DPH3,2.80394113
OAF,2.803850827
ADPRH,2.80382697
SNX6,2.803597985
PIGK,2.80324984
SLCO3A1,2.803241157
SCAF1,2.80323346
PLA2R1,2.802897657
CKS1B,2.802656314
SKIL,2.802529958
RAB18,2.802484043
Alyref2,2.802452112
NCBP2,2.802440395
JKAMP,2.802222546
UBE2T,2.802205274
TATDN3,2.801880793
SLMAP,2.801753253
LBP,2.795085279
RUFY4,2.793334085
STUM,2.791290522
HIBCH,2.790465907
CCDC9B,2.789888623
RAG1,2.789513072
PYGB,2.78897951
SBSPON,2.788496917
ILDR2,2.787502127
SPI1,2.787149906
NPL,2.787118979
EHMT1,2.786907912
C1orf116,2.786525989
AFF3,2.786366951
GPR35,2.786117583
CHGB,2.785650817
GIN1,2.785609385
BFSP1,2.785533293
TXNDC9,2.784429322
SDHAF4,2.783782978
FCGR2A,2.783448239
C1orf112,2.783076081
TTLL4,2.781627872
NEMP2,2.780264062
CYP2J2,2.779950699
A630001G21Rik,2.779674579
MSRB2,2.779605724
STAU2,2.779326949
CAMSAP1,2.779075419
KIF5C,2.778469575
ARID5A,2.777593545
CNNM3,2.777499748
RTN4RL2,2.777385582
DNER,2.777228963
OPN3,2.777027787
SLC9A2,2.776789139
FMNL2,2.776700864
GIGYF2,2.776493204
HECW2,2.776440911
ASTN1,2.776246845
DHRS9,2.776082683
IKZF2,2.775888216
ATG9A,2.775602313
VPS4B,2.775558814
SLC19A3,2.775389177
ERFE,2.774886426
CCM2L,2.774694906
DIS3L2,2.774539968
CUL3,2.77445087
PER2,2.774210409
STEAP3,2.773824289
BCL2,2.773654414
ARL8A,2.773533583
MGAT5,2.77339443
BTG2,2.772767742
FRZB,2.7727277
MFSD4A,2.772252593
B4GALT3,2.772035206
MAMDC4,2.771787359
BLOC1S6,2.771715412
CD244,2.771704662
IGSF8,2.771688594
SELP,2.770971851
KIFAP3,2.770359946
KCNAB2,2.770106001
GPR161,2.770051721
EXO1,2.769717324
LAMC3,2.769661536
SLC43A1,2.769480934
SUV39H2,2.769103012
FAM107B,2.768851467
REXO4,2.768711461
MAPKBP1,2.76802747
SNAI1,2.767794039
SURF2,2.767763241
CDNF,2.767197745
PTER,2.767140737
ANKRD16,2.766477788
DPP7,2.766175426
NRARP,2.76589921
FBXW5,2.765492357
C8G,2.765428131
SURF6,2.765054599
ZBTB6,2.764904612
CERCAM,2.764429752
PHYHD1,2.764264474
ASB6,2.764121399
MYO3B,2.764121133
POMT1,2.763931632
DCAF17,2.763793329
VPS18,2.763791248
GOLGA2,2.763765459
HOXD8,2.763588565
TTLL11,2.7633785
SCN2A,2.763341336
SNHG11,2.763217367
ACVR1,2.762722945
KAT14,2.76255155
FAP,2.762124631
GPR155,2.761408317
PRKRA,2.761366179
TTC30B,2.761337082
GALNT5,2.761061813
EBF4,2.760994909
NCKAP1,2.760955306
MED19,2.760880508
PLPPR3,2.760735518
BUB1B,2.760652412
SLC35C1,2.76043054
PLA2G4F,2.760046884
JMJD7,2.759500907
CCDC34,2.759109385
GATM,2.759063685
HAUS2,2.758493694
OIP5,2.758426708
CEP152,2.75800221
AP5S1,2.757744078
UBOX5,2.757615391
HDC,2.757415182
DUSP2,2.757080779
PANK2,2.757076496
SOX12,2.756227053
SLC24A3,2.756125139
CNBD2,2.755931867
ZFP90,2.755894537
OVOL2,2.755868592
Zfp120,2.755555595
ENTPD6,2.75539843
PLAGL2,2.755157312
MAFB,2.753686663
ADA,2.753588724
SLC39A12,2.697953519
SELE,2.696665059
SCN1A,2.686366705
GHRH,2.639993175
UNC79,2.057862085
MMP3,1.99327174
LRRTM1,1.946643341
MYPN,1.938088052
FXYD5,1.906021838
FAM3B,1.9038669
Chil5,1.897793837
GSTA2,1.878201036
OSTN,1.86109046
MT2A,1.847268653
MT3,1.847268643
Retnla,1.847268613
FETUB,1.847268573
CLCA2,1.847268523
TAS2R1,1.847268513
AOC3,1.847268453
EBF1,1.847268443
SEPTIN3,1.847268343
RAB3B,1.843979884
PLPPR1,1.835424596
Olfr1347,1.826869308
MINAR2,1.81831402
Olfr115,1.801203444
RBP7,1.784092868
CLIC2,1.77553758
Olr1418,1.766982292
CLEC10A,1.73795347
SGPP1,1.73795346
DCSTAMP,1.7379534
CCL17,1.73795339
A3GALT2,1.73795336
CCL22,1.73795335
MYL4,1.712055108
ZMAT3,1.71150668
CD3E,1.698910151
NKG7,1.691149546
PRF1,1.691148181
GZMK,1.691148161
Klri1,1.691148151
NCKAP1L,1.691148121
KLRK1,1.691148101
SPN,1.691148061
IL12RB2,1.691148051
CD4,1.691148021
CXCR6,1.691148001
CD37,1.691147971
DOK2,1.691147961
CD8A,1.691147941
Klrb1f,1.691147931
GZMM,1.691147901
ACAP1,1.691147881
WAS,1.691147871
SLA,1.691147861
GPR171,1.691147761
CMAHP,1.691147691
CLNK,1.691147681
CD79B,1.691147661
Gm4758,1.691147621
KLRD1,1.691147611
KLRG1,1.691147601
TBX21,1.691147591
PRTN3,1.691147581
Gm12253,1.691147571
F5,1.691147521
C1S,1.691147511
LCK,1.691147471
TXK,1.691147461
JCHAIN,1.691147431
KLRC3,1.691147421
STAP1,1.691147351
IKZF3,1.691147321
SH2D1A,1.691147241
FOLR2,1.691147221
EBI3,1.691147211
FCGR1A,1.691147201
ORM1,1.691147161
MS4A3,1.691147141
MS4A12,1.691147131
PLA2G2A,1.691147121
CEACAM4,1.691147021
Fcrls,1.691147011
CLCA3P,1.691146981
CYP2A6,1.691146951
Defa11,1.691146931
Klri2,1.691146921
RHAG,1.691146911
CD163,1.691146881
Kng1,1.691146861
F2RL2,1.691146851
CA1,1.691146801
MUC5B,1.691146781
ACTB,1.682810022
CD27,1.68223341
SYTL2,1.675424788
TRB,1.670531743
AEN,1.656322845
B2M,1.656233311
PSRC1,1.653401495
CCNG1,1.651956009
EDA2R,1.649095059
KIT,1.647679456
KCNK3,1.646273674
FAM81A,1.644877645
P4HA1,1.643974938
QRFPR,1.64351441
HAMP,1.641866438
SERPINE1,1.640747393
RRAGD,1.636702485
TMEM255A,1.634052411
MAL,1.633808485
HLF,1.632741138
TPM4,1.632708891
COL5A3,1.631438955
Gimap9,1.629194479
MMP10,1.627586315
AKR1B10,1.626319862
POLK,1.625062184
INHBA,1.623813222
IGSF1,1.620814274
CD207,1.618998438
GNG8,1.618998408
Prl2c5,1.618998388
ART4,1.618998338
IL12B,1.618998318
CD86,1.618998288
ITGAE,1.618998268
RAET1E,1.618998218
SCRN1,1.618998208
IRF8,1.618998198
CLEC2D,1.618903304
ADCY8,1.614128013
ART1,1.612685811
ENO3,1.611254522
LIF,1.610632642
SLC66A3,1.60860382
CDK19,1.608342536
FGF12,1.608335514
IGLC3,1.607686949
ASB11,1.607579835
POU2AF1,1.607573399
ASB10,1.6075733
CD19,1.607573256
MGST2,1.607573184
HCST,1.607573174
BLNK,1.607573114
EPOR,1.607573094
PRDM8,1.607209358
TBCEL,1.606528228
CCNG2,1.606084022
SLC7A10,1.604966472
TEK,1.603856656
CSPG4,1.601660004
DDIT3,1.600573062
MUSTN1,1.598421679
SEMA6C,1.595250074
MKI67,1.594861518
H2AC7,1.594861508
DEPDC1,1.594861498
H2AC4,1.594861468
GYPA,1.594861458
LOXL4,1.593172048
CHODL,1.592143796
MDM2,1.59112265
DDIT4L,1.590108562
CPA3,1.589101481
Tnfrsf26,1.588101358
NR2F1,1.587108145
PLAU,1.586121793
RPS7,1.585048119
PLXDC1,1.583203425
APLN,1.581291279
GPIHBP1,1.577545553
CD1D,1.576625223
NUP210,1.575711243
DDHD1,1.575264036
FAM162B,1.573902156
ZNF175,1.573876505
NPTX1,1.571235051
FAM13C,1.57035825
Gm15483,1.569698085
SLC7A11,1.569487493
CXCL6,1.56862274
EMID1,1.567763947
TC2N,1.565222918
MAT1A,1.564387553
SALL1,1.562734049
NTRK2,1.561915828
CYP3A4,1.560660823
SLC22A24,1.560660823
AMBP,1.560660823
AFP,1.560660823
AADAC,1.560660823
AKR1C4,1.560660823
Cyp4a14,1.560660823
OXGR1,1.560660823
AHSG,1.560660823
ALB,1.560660823
PCLAF,1.560660823
DSCC1,1.560660823
HIST1H1A,1.560660823
PBK,1.560660823
OR51E1,1.560660823
H3C13,1.560660823
CCNE2,1.560660823
VEPH1,1.560660823
NCAN,1.560660823
LRMDA,1.560660823
SMIM18,1.560660823
CBLN2,1.560660823
REG3G,1.560660823
BMERB1,1.560660823
BARHL2,1.560660823
NEUROD1,1.560660823
SAA1,1.560660823
FEZF1,1.560660823
NEUROD6,1.560660823
Cryge,1.560660823
SGK1,1.559831642
ECHDC1,1.559831642
RGS17,1.559831642
FBXO46,1.559831642
CERS3,1.559831642
FAM168A,1.559831642
PGAP2,1.559831642
TRIM6-TRIM34,1.559831642
SLC5A11,1.559831642
RCE1,1.559831642
SGMS1,1.559831642
GSTO2,1.559831642
SMNDC1,1.559831642
FBXW11,1.559831642
TENM2,1.559831642
DBIL5P,1.559831642
TNFAIP1,1.559831642
DUSP14,1.559831642
TTC25,1.559831642
HELZ,1.559831642
GRB2,1.559831642
IFNAR1,1.559831642
TMEM30C,1.559831642
IL1RAP,1.559831642
ELAVL1,1.559831642
GPR146,1.559831642
RPH3A,1.559831642
TPST2,1.559831642
PELI1,1.559831642
ABHD6,1.559831642
PNMA2,1.559831642
CBY2,1.559831642
ANXA11,1.559831642
NCOA4,1.559831642
SHLD2,1.559831642
RIPK1,1.559831642
LOC100505841,1.559831642
CTXN3,1.559831642
SLC14A2,1.559831642
SMAD1,1.559831642
TXNL4B,1.559831642
RGD1561161,1.559831642
CDH6,1.559831642
CSDE1,1.559831642
USP53,1.559831642
SPATA1,1.559831642
LRRIQ3,1.559831642
AGPAT3,1.559831642
CDC40,1.559831642
PCIF1,1.559831642
FAM126A,1.559831642
SPAM1,1.559831642
KBTBD2,1.559831642
ZNF638,1.559831642
KIAA0319L,1.559831642
HMGCL,1.559831642
HDAC9,1.559831642
TRAF3,1.559831642
CDK17,1.559831642
ALX1,1.559831642
SYT1,1.559831642
CNOT2,1.559831642
LRRC24,1.559831642
SOX10,1.559831642
TMEM184B,1.559831642
RANGAP1,1.559831642
TMEM45B,1.559831642
USP2,1.559831642
RAB27A,1.559831642
NMNAT3,1.559831642
MON1A,1.559831642
QRICH1,1.559831642
CCDC51,1.559831642
SCAP,1.559831642
CCDC12,1.559831642
TBC1D5,1.559831642
RCAN2,1.559831642
TRPM8,1.559831642
AA414768,1.559831642
BCOR,1.559831642
SMPX,1.559831642
DRP2,1.559831642
CLDN2,1.559831642
TENT4A,1.559831642
PAK4,1.559831642
SELENOV,1.559831642
CYFIP1,1.559831642
PGM2L1,1.559831642
FCHSD2,1.559831642
GANAB,1.559831642
TNIP1,1.559831642
LLGL2,1.559831642
ALCAM,1.559831642
PP2D1,1.559831642
CHD8,1.559831642
BMPR1A,1.559831642
OCEL1,1.559831642
DYM,1.559831642
DDX19B,1.559831642
SEMA5A,1.559831642
TBL1XR1,1.559831642
KCNA10,1.559831642
PHYHIPL,1.559831642
HS3ST5,1.559831642
SLC25A40,1.559831642
CDK14,1.559831642
SNX30,1.559831642
TM2D1,1.559831642
KANK4,1.559831642
EFCAB14,1.559831642
DLGAP3,1.559831642
EYA3,1.559831642
AHDC1,1.559831642
KIF1B,1.559831642
CAPN13,1.559831642
DUS4L,1.559831642
LRRN3,1.559831642
FAM71D,1.559831642
TAC3,1.559831642
CYRIB,1.559831642
EFR3A,1.559831642
KLHL31,1.559831642
FOXP3,1.559831642
PIR,1.559831642
CITED1,1.559831642
Gm732,1.559831642
6030498E09Rik,1.559831642
STAG2,1.559831642
ZDHHC9,1.559831642
BRS3,1.559831642
TBPL1,1.559831642
PAK1,1.559831642
DHX32,1.559831642
ABCA5,1.559831642
IQCG,1.559831642
ANKRD17,1.559831642
MTMR3,1.559831642
IMPA1,1.559831642
DNAJC5B,1.559831642
PKIB,1.559831642
MYT1L,1.559831642
SETD2,1.559831642
OPHN1,1.559831642
PANK3,1.559831642
CELF4,1.559831642
ZBED4,1.559831642
JAKMIP2,1.559831642
ANKIB1,1.559831642
NLGN3,1.559831642
Tsx,1.559831642
ASB12,1.559831642
SINHCAF,1.559831642
UTP14A,1.559831642
TMLHE,1.559831642
CCDC22,1.559831642
F8A1,1.559831642
ARMCX3,1.559831642
MSL3,1.559831642
TSHZ3,1.559831642
AKAP13,1.559831642
TEAD1,1.559831642
APBA1,1.559831642
RFX3,1.559831642
PLCE1,1.559831642
SPSB3,1.559831642
MAPK9,1.559831642
RPH3AL,1.559831642
RAB5C,1.559831642
Sectm1b,1.559831642
KCNJ6,1.559831642
B3GALT5,1.559831642
LPP,1.559831642
ARVCF,1.559831642
FKBP6,1.559831642
RIMBP2,1.559831642
FAM222A,1.559831642
AMBN,1.559831642
KCNIP4,1.559831642
FIGNL1,1.559831642
PUS10,1.559831642
THRB,1.559831642
FAM3D,1.559831642
FDFT1,1.559831642
KLF12,1.559831642
BTD,1.559831642
FCHO1,1.559831642
ABHD13,1.559831642
PHF2,1.559831642
SMIM13,1.559831642
AKR1E2,1.559831642
FAM13B,1.559831642
GRXCR2,1.559831642
SH3RF2,1.559831642
ZBTB7C,1.559831642
INPP4B,1.559831642
MMAA,1.559831642
OSGIN1,1.559831642
GTF2H2,1.559831642
LINGO4,1.559831642
LYSMD1,1.559831642
VANGL1,1.559831642
ADARB1,1.559831642
CALHM6,1.559831642
GOPC,1.559831642
PLN,1.559831642
P2RX3,1.559831642
FOXP2,1.559831642
LRP6,1.559831642
TRIQK,1.559831642
FBXL4,1.559831642
ANKRD6,1.559831642
RNGTT,1.559831642
MOB3B,1.559831642
ZBTB40,1.559831642
FAM228A,1.559831642
VSX2,1.559831642
FLRT2,1.559831642
FOXN3,1.559831642
XPNPEP3,1.559831642
PHETA2,1.559831642
CERS5,1.559831642
PANX3,1.559831642
SCN4B,1.559831642
NRG4,1.559831642
CLK3,1.559831642
MYO9A,1.559831642
SLC22A13,1.559831642
GNMT,1.559831642
POLH,1.559831642
EPB41L3,1.559831642
LPIN2,1.559831642
OPRM1,1.559831642
1700015G11Rik,1.559831642
ACAN,1.559831642
MRVI1,1.559831642
KATNIP,1.559831642
OAT,1.559831642
Mapk1ip1,1.559831642
PCGF5,1.559831642
SEC14L5,1.559831642
CDIP1,1.559831642
UNC45B,1.559831642
PLEKHM1,1.559831642
ITSN1,1.559831642
ZNF148,1.559831642
KLHL22,1.559831642
GPA33,1.559831642
TMEM150C,1.559831642
ZCCHC4,1.559831642
TRMT44,1.559831642
TDRD3,1.559831642
Zfp868,1.559831642
SNCAIP,1.559831642
GAB1,1.559831642
CMBL,1.559831642
PLD1,1.559831642
SLC7A14,1.559831642
ZNF639,1.559831642
RPL10A,1.559831642
WNT16,1.559831642
BCL2L14,1.559831642
RASSF8,1.559831642
COA7,1.559831642
YPEL5,1.559831642
E2F6,1.559831642
RIN3,1.559831642
ANO4,1.559831642
MYF6,1.559831642
CAPS2,1.559831642
FEZ1,1.559831642
MRAP2,1.559831642
PLCL2,1.559831642
AHRR,1.559831642
TSKU,1.559831642
RFFL,1.559831642
MAP3K7CL,1.559831642
SLC20A2,1.559831642
GPR160,1.559831642
TFEC,1.559831642
4930544G11Rik,1.559831642
TMEM63C,1.559831642
MRS2,1.559831642
SPIRE1,1.559831642
NANOS3,1.559831642
TUBE1,1.559831642
EPN2,1.559831642
CALCOCO1,1.559831642
LRRC52,1.559831642
SMAD2,1.559831642
MX1,1.559494817
YPEL1,1.558698899
PVT1,1.55790846
MAP4K2,1.557123461
SNX18,1.556779551
RNF144A,1.555569629
GLP1R,1.554800722
DUSP4,1.554165908
TPSAB1,1.554037104
C11orf95,1.552525587
LIFR,1.551777615
PRDX2,1.549913227
SSC5D,1.548836789
GTSE1,1.54811417
LOC728392,1.546683792
SNN,1.545272995
Mcpt4,1.544574854
ATP5MPL,1.544082586
RSPO2,1.540485493
ST14,1.539820206
ATP5F1E,1.538596781
PTPN5,1.537851594
OSMR,1.537204367
ZNF365,1.535923191
USHBP1,1.534659512
MMRN2,1.533413085
KCNA6,1.532796267
SH3BGRL2,1.532183671
TBX5,1.531575269
KANK3,1.53097103
WSCD1,1.530370927
ARHGEF28,1.52977493
STIP1,1.529486332
ANGPT1,1.528595138
Rps27l3,1.528579233
FENDRR,1.528011286
FIRRE,1.527688728
RNASE10,1.527688728
RNY3,1.527688728
RNU3B4,1.527688728
DANCR,1.527688728
H4C9,1.527688728
E4F1,1.527688728
ZNF691,1.527688728
KRT222,1.527688728
ULK3,1.527688728
DNASE2,1.527688728
HSD3B2,1.527688728
CHERP,1.527688728
TBX22,1.527688728
ST6GALNAC1,1.527688728
TDGF1,1.527688728
RSC1A1,1.527688728
CABP5,1.527688728
AKAP7,1.527688728
PDE4C,1.527688728
MCIDAS,1.527688728
FGF23,1.527688728
PROSER3,1.527688728
BTNL10,1.527688728
TACR2,1.527688728
SLC17A5,1.527688728
FBXO31,1.527688728
TRIOBP,1.527688728
PURA,1.527688728
KIF28P,1.527688728
TTC19,1.527688728
Siglech,1.527688728
CFAP300,1.527688728
AOC2,1.527688728
HSPA1B,1.527431427
TCP11L2,1.526855531
TCF12,1.526283572
VILL,1.525715522
SCNN1B,1.524591037
FUCA2,1.524034549
COL24A1,1.523481861
MAB21L3,1.52238778
TNFSF10,1.521578645
HS6ST2,1.521578645
ADAMTS8,1.521578645
CFB,1.521578645
THBS2,1.521578645
COL18A1,1.521578645
AIF1,1.521578645
SCGB3A1,1.521578645
EDNRB,1.521578645
FASN,1.521578645
CYBB,1.521578645
CCN1,1.521578645
ANPEP,1.521578645
ADAM8,1.521578645
RND1,1.521578645
RNF213,1.521578645
MYL7,1.521578645
PTGFR,1.521578645
ALOX12,1.521578645
ARG1,1.521578645
BIRC5,1.521578645
BMPER,1.521578645
Olfr48,1.521578645
C5AR1,1.521578645
CAMP,1.521578645
CAPN1,1.521578645
CASP1,1.521578645
CCBE1,1.521578645
CCNE1,1.521578645
CCR2,1.521578645
CCR5,1.521578645
CEACAM1,1.521578645
CHD7,1.521578645
CSF2,1.521578645
CSF1R,1.521578645
CSF2RB,1.521578645
CSK,1.521578645
CTSS,1.521578645
CYP4F2,1.521578645
DDAH1,1.521578645
DYNC2H1,1.521578645
ECT2,1.521578645
EHD3,1.521578645
EPHB1,1.521578645
EPHX2,1.521578645
ERAP1,1.521578645
FBLN2,1.521578645
FERMT3,1.521578645
FES,1.521578645
FGR,1.521578645
FZD4,1.521578645
G6PD,1.521578645
GADD45A,1.521578645
GJA4,1.521578645
GRN,1.521578645
H2AX,1.521578645
HAS2,1.521578645
HIF3A,1.521578645
HLA-DQB1,1.521578645
IFI16,1.521578645
IL15,1.521578645
IL18,1.521578645
IL33,1.521578645
IL18BP,1.521578645
IL4R,1.521578645
IL6R,1.521578645
IRX1,1.521578645
ITGB2,1.521578645
ITGB3,1.521578645
JAM3,1.521578645
KCNJ2,1.521578645
KCNMA1,1.521578645
LAMA1,1.521578645
MAN2B1,1.521578645
MEG3,1.521578645
MMP13,1.521578645
NCF1,1.521578645
NCK1,1.521578645
NDP,1.521578645
NELL1,1.521578645
NOG,1.521578645
NOTCH2,1.521578645
PLXNA1,1.521578645
ODC1,1.521578645
OSM,1.521578645
PKN1,1.521578645
PDE2A,1.521578645
PIK3CG,1.521578645
PIK3R6,1.521578645
PIM1,1.521578645
ARFIP2,1.521578645
PRICKLE1,1.521578645
PROK2,1.521578645
PROX1,1.521578645
PTAFR,1.521578645
PTN,1.521578645
PTPN6,1.521578645
PXN,1.521578645
RHOG,1.521578645
RNH1,1.521578645
RSPO3,1.521578645
S1PR4,1.521578645
SCARB1,1.521578645
SEMA3B,1.521578645
SEMA3E,1.521578645
SEMA3F,1.521578645
SEMA4A,1.521578645
SEMA4D,1.521578645
SEMA6B,1.521578645
SHROOM2,1.521578645
SMOC2,1.521578645
SPRY2,1.521578645
SPRY4,1.521578645
STXBP2,1.521578645
THY1,1.521578645
TLR2,1.521578645
TLR3,1.521578645
TNF,1.521578645
TNFRSF1A,1.521578645
TRPC6,1.521578645
TUBB6,1.521578645
TWIST1,1.521578645
VASH1,1.521578645
WARS1,1.521578645
NKAIN1,1.5207745
ENPP5,1.52024406
RPL3,1.519711338
VNN3,1.518674347
IKBKG,1.518654699
CCL13,1.518158227
LRRN1,1.517136513
RRP12,1.516630871
PFN1,1.515666618
TBC1D9,1.514642501
MTSS1,1.513186465
SLC39A2,1.512707707
TXN,1.511861004
HSPA9,1.511759935
HAVCR1,1.511290876
CELF5,1.510825003
LHCGR,1.510580064
TMEM44,1.509902732
CX3CL1,1.509446289
EDRF1,1.509349979
ARHGEF15,1.508542678
SEMA3C,1.508406114
PRPH,1.508406114
SLC9A3R1,1.508406114
CALML3,1.508406114
BICDL1,1.508406114
COL14A1,1.508406114
TENM3,1.508406114
FREM2,1.508406114
SLC6A4,1.508406114
ADAMTS15,1.508406114
ITGBL1,1.508406114
MYRF,1.508406114
FLNB,1.508406114
PRSS12,1.508406114
ALDH1A2,1.508406114
SCARA3,1.508406114
COBL,1.508406114
KRT18,1.508406114
DSG2,1.508406114
RSPO1,1.508406114
TM4SF1,1.508406114
CDON,1.508406114
ANXA3,1.508406114
PRR15,1.508406114
MGAT3,1.508406114
UPK3B,1.508406114
UPK1B,1.508406114
NDN,1.508406114
EZR,1.508406114
MSLN,1.508406114
Muc16,1.508406114
TCF23,1.508406114
ADH7,1.508406114
GPM6A,1.508406114
ID3,1.508406114
DSP,1.508406114
AQP1,1.508406114
KRT19,1.508406114
PLET1,1.508406114
DRAM1,1.508406114
